UPI,y1_hhid,indidy1,y2_hhid,indidy2,y3_hhid,indidy3,y4_hhid,indidy4,sdd_hhid,sdd_indid
1480,53020060010035,5,5302006001003501,5,3637-001,5,0809-001,5,0809-001-001,5
1481,53020060010035,6,5302006001003501,6,3637-001,6,0809-001,6,0809-001-001,6
1482,53020060010035,7,5302006001003501,7,3637-001,7,0809-001,7,0809-001-001,7
1483,53020060010034,1,5302006001003401,1,3635-001,1,0806-001,1,0806-001-001,1
1484,53020060010034,2,5302006001003402,1,3636-001,1,,,,
1485,53020060010034,3,5302006001003401,2,3635-001,2,0806-001,2,0806-001-001,2
1486,53020060010034,4,5302006001003402,2,3636-002,2,,,,
1487,53020060010034,5,5302006001003401,3,3635-001,3,0806-001,3,0806-001-001,3
1488,53020060010034,6,5302006001003402,3,3636-001,2,,,,
1489,53020060010026,1,5302006001002601,1,,,,,,
1490,53020060010026,2,5302006001002601,2,,,,,,
1491,53020060010025,1,5302006001002501,1,3633-001,1,,,,
1492,53020060010025,2,5302006001002501,2,3633-001,2,,,,
1493,53020060010025,3,5302006001002501,3,3633-001,3,,,,
1494,53020060010025,4,5302006001002501,4,3633-001,4,,,,
1495,53020060010025,5,5302006001002501,5,3633-001,5,,,,
1496,53020060010018,1,5302006001001801,1,3632-001,1,0803-001,1,,
1497,53020060010018,2,5302006001001801,2,3632-001,2,0803-001,2,0803-001-002,2
1498,53020060010018,3,5302006001001801,3,3632-001,3,0803-001,3,0803-001-002,3
1499,53020060010018,4,5302006001001801,4,3632-001,4,0803-001,4,0803-001-002,4
1500,53020060010018,5,5302006001001801,5,3632-001,5,0803-001,5,0803-001-002,5
1501,53020060010018,6,5302006001001801,6,3632-001,6,0803-001,6,0803-001-002,6
1502,53020060010018,7,5302006001001801,7,3632-001,7,0803-001,7,0803-001-002,7
1503,53020060010018,8,5302006001001801,8,3632-001,8,0803-001,8,0803-001-002,8
1504,53020060010018,9,5302006001001801,9,3632-001,9,0803-001,9,0803-001-002,9
1505,53020060010018,10,5302006001001801,10,3632-001,10,0803-001,10,0803-001-010,2
1506,53020060010018,11,5302006001001801,11,3632-001,11,0803-001,11,0803-001-002,11
1507,53020060010014,1,5302006001001401,2,,,,,,
1508,53020060010014,2,5302006001001402,1,3631-001,1,0802-001,1,0802-001-001,1
1509,53020020040047,1,5302002004004701,1,3629-001,1,,,,
1510,53020020040047,2,5302002004004701,2,,,,,,
1511,53020020040047,3,5302002004004701,3,3629-001,2,,,,
1512,53020020040047,4,5302002004004701,4,3629-001,3,,,,
1513,53020020040042,1,5302002004004201,1,3628-001,1,,,,
1514,53020020040042,2,5302002004004201,2,3628-001,2,,,,
1515,53020020040042,3,5302002004004201,3,3628-001,3,,,,
1516,53020020040042,4,5302002004004201,4,3628-001,4,,,,
1517,53020020040042,5,5302002004004201,5,3628-001,5,,,,
1518,53020020040042,6,5302002004004201,6,3628-001,6,,,,
1519,53020020040039,1,5302002004003901,1,,,,,,
1520,53020020040039,2,5302002004003901,2,,,,,,
1521,53020020040039,3,5302002004003901,3,,,,,,
1522,53020020040039,4,5302002004003901,4,,,,,,
1523,53020020040039,5,5302002004003901,5,,,,,,
1524,53020020040039,6,5302002004003901,6,,,,,,
1525,53020020040039,7,,,,,,,,
1526,53020020040039,8,,,,,,,,
1527,53020020040039,9,5302002004003901,7,,,,,,
1528,53020020040039,10,5302002004003901,8,,,,,,
1529,53020020040039,11,5302002004003901,9,,,,,,
1530,53020020040039,12,,,,,,,,
1531,53020020040032,1,5302002004003201,1,3626-001,1,,,,
1532,53020020040032,2,5302002004003201,2,3626-001,2,,,,
1533,53020020040032,3,5302002004003201,3,3626-001,3,,,,
1534,53020020040032,4,5302002004003201,4,3626-001,4,,,,
1535,53020020040032,5,5302002004003201,5,3626-001,5,,,,
1536,53020020040032,6,5302002004003201,6,3626-001,6,,,,
1537,53020020040032,7,5302002004003201,7,3626-001,7,,,,
1538,53020020040025,1,5302002004002501,1,3625-001,1,,,,
1539,53020020040013,1,5302002004001301,1,3624-001,1,,,,
1540,53020020040013,2,5302002004001301,2,3624-001,2,,,,
1541,53020020040013,3,5302002004001301,3,3624-001,3,,,,
1542,53020020040013,4,5302002004001301,4,3624-001,4,,,,
1543,53020020040013,5,5302002004001301,5,3624-001,5,,,,
1544,53020020040008,1,5302002004000801,1,,,,,,
1545,53020020040008,2,5302002004000801,2,,,,,,
1546,53020020040008,3,5302002004000803,1,3623-001,1,,,,
1547,53020020040008,4,5302002004000803,2,,,,,,
1548,53020020040008,5,5302002004000801,3,,,,,,
1549,53020020040006,1,5302002004000601,1,,,,,,
1550,53020020040006,2,5302002004000601,2,,,,,,
1551,53020020040006,3,5302002004000601,3,,,,,,
1552,53020020040006,4,5302002004000601,4,,,,,,
1553,53020020040006,5,5302002004000601,5,,,,,,
1554,53020020040006,6,5302002004000601,6,,,,,,
1555,53020020040006,7,5302002004000601,7,,,,,,
1556,53010283250049,1,5301028325004901,1,3620-001,1,,,,
1557,53010283250049,2,5301028325004901,2,3620-001,2,,,,
1558,53010283250049,3,5301028325004901,3,3620-001,3,,,,
1559,53010283250049,4,5301028325004901,4,3620-001,4,,,,
1560,53010283250049,5,5301028325004901,5,3620-001,5,,,,
1561,53010283250049,6,5301028325004901,6,3620-001,6,,,,
1562,53010283250049,7,,,,,,,,
1563,53010283250049,8,,,,,,,,
1564,53010283250049,9,5301028325004901,7,,,,,,
1565,53010283250049,10,,,,,,,,
1566,53010283250049,11,5301028325004901,8,3620-001,7,,,,
1567,53010283250049,12,5301028325004901,9,3620-001,8,,,,
1568,53010283250044,1,5301028325004401,1,3619-001,1,,,,
1569,53010283250044,2,5301028325004401,2,3619-002,2,,,,
1570,53010283250044,3,5301028325004401,3,3619-002,3,,,,
1571,53010283250044,4,5301028325004401,4,3619-002,4,,,,
1572,53010283250044,5,5301028325004401,5,3619-002,5,,,,
1573,53010283250044,6,5301028325004401,6,,,,,,
1574,53010283250044,7,5301028325004401,7,,,,,,
1575,53010283250044,8,5301028325004401,8,,,,,,
1576,53010283250044,9,5301028325004401,9,,,,,,
1577,53010283250044,10,5301028325004401,10,,,,,,
1578,53010283250044,11,,,,,,,,
1579,53010283250038,1,,,,,,,,
1580,53010283250038,2,5301028325003802,2,3618-001,2,,,,
1581,53010283250038,3,,,,,,,,
1582,53010283250038,4,5301028325003802,1,3618-001,1,,,,
1583,53010283250036,1,5301028325003601,1,3617-001,1,,,,
1584,53010283250036,2,5301028325003601,2,3617-001,2,,,,
1585,53010283250036,3,5301028325003601,3,3617-001,3,,,,
1586,53010283250036,4,,,,,,,,
1587,53010283250034,1,,,,,,,,
1588,53010283250034,2,5301028325003402,2,3616-002,2,,,,
1589,53010283250034,3,5301028325003402,3,3616-003,2,,,,
1590,53010283250034,4,5301028325003402,4,3616-003,3,,,,
1591,53010283250034,5,5301028325003402,5,,,,,,
1592,53010283250026,1,5301028325002601,1,3615-001,1,,,,
1593,53010283250026,2,5301028325002601,2,3615-002,1,,,,
1594,53010283250026,3,5301028325002601,3,3615-002,2,,,,
1595,53010283250026,4,5301028325002601,4,3615-002,3,,,,
1596,53010283250026,5,5301028325002601,5,3615-002,4,,,,
1597,53010283250026,6,5301028325002601,6,3615-002,5,,,,
1598,53010283250014,1,5301028325001401,1,3613-001,1,,,,
1599,53010283250014,2,5301028325001401,2,3613-001,2,,,,
1600,53010283250014,3,5301028325001401,3,3613-001,3,,,,
1601,53010283250014,4,5301028325001401,4,3613-001,4,,,,
1602,53010283250014,5,5301028325001401,5,3613-001,5,,,,
1603,53010283250014,6,5301028325001406,4,3614-001,4,,,,
1604,53010283250014,7,5301028325001401,6,3613-006,7,,,,
1605,53010283250010,1,,,,,,,,
1606,53010283250010,2,5301028325001002,1,3611-001,1,,,,
1607,53010283250010,3,5301028325001002,2,3611-001,2,,,,
1608,53010283250010,4,5301028325001004,2,3611-001,10,,,,
1609,53010283250010,5,5301028325001002,4,3611-001,4,,,,
1610,53010283250010,6,5301028325001002,5,3611-005,1,,,,
1611,53010283250010,7,5301028325001002,6,3611-001,5,,,,
1612,53010283250010,8,5301028325001002,7,,,,,,
1613,53010283250010,9,5301028325001002,8,3611-001,6,,,,
1614,53010283250010,10,5301028325001002,9,3611-001,7,,,,
1615,53010283250010,11,5301028325001002,10,3611-001,8,,,,
1616,53010263120063,1,5301026312006301,1,3609-001,1,,,,
1617,53010263120063,2,5301026312006301,2,3609-001,2,,,,
1618,53010263120063,3,5301026312006301,3,,,,,,
1619,53010263120063,4,5301026312006301,4,3609-001,3,,,,
1620,53010263120063,5,5301026312006305,4,3610-001,4,,,,
1621,53010263120045,1,,,,,,,,
1622,53010263120045,2,,,,,,,,
1623,53010263120035,1,5301026312003501,1,3608-001,1,,,,
1624,53010263120035,2,5301026312003501,2,3608-001,2,,,,
1625,53010263120035,3,5301026312003501,3,,,,,,
1626,53010263120035,4,5301026312003501,4,3608-004,1,,,,
1627,53010263120029,1,5301026312002901,1,3607-001,1,,,,
1628,53010263120029,2,5301026312002901,2,3607-001,2,,,,
1629,53010263120029,3,5301026312002901,3,3607-001,3,,,,
1630,53010263120029,4,5301026312002901,4,3607-001,4,,,,
1631,53010263120029,5,5301026312002901,5,3607-001,5,,,,
1632,53010263120029,6,5301026312002901,6,3607-001,6,,,,
1633,53010263120029,7,5301026312002901,7,3607-001,7,,,,
1634,53010263120029,8,5301026312002901,8,3607-001,8,,,,
1635,53010263120029,9,5301026312002901,9,3607-001,9,,,,
1636,53010263120029,10,5301026312002901,10,3607-001,10,,,,
1637,53010263120029,11,5301026312002901,11,3607-001,11,,,,
1638,53010263120023,1,5301026312002301,1,3606-001,1,,,,
1639,53010263120023,2,5301026312002301,2,3606-001,2,,,,
1640,53010263120023,3,5301026312002301,3,3606-001,3,,,,
1641,53010263120016,1,5301026312001601,1,3605-001,1,,,,
1642,53010263120016,2,5301026312001601,2,3605-001,2,,,,
1643,53010263120016,3,5301026312001601,3,3605-001,3,,,,
1644,53010263120016,4,5301026312001601,4,3605-001,4,,,,
1645,53010263120016,5,5301026312001601,5,3605-001,5,,,,
1646,53010263120016,6,,,,,,,,
1647,53010263120016,7,5301026312001601,6,3605-001,6,,,,
1648,53010263120015,1,5301026312001501,1,3604-001,1,,,,
1649,53010263120015,2,5301026312001501,2,3604-001,2,,,,
1650,53010263120015,3,5301026312001501,3,3604-001,3,,,,
1651,53010263120009,1,5301026312000901,1,3603-001,1,,,,
1652,53010263120009,2,5301026312000901,2,3603-002,1,,,,
1653,53010263120009,3,5301026312000901,3,3603-002,2,,,,
1654,53010263120009,4,5301026312000901,4,3603-002,3,,,,
1655,53010263120009,5,5301026312000901,5,3603-002,4,,,,
1656,53010263120009,6,5301026312000901,6,3603-002,5,,,,
1657,53010263120009,7,5301026312000901,7,3603-002,6,,,,
1658,53010253060193,1,5301025306019301,1,3602-001,1,,,,
1659,53010253060193,2,,,,,,,,
1660,53010253060193,3,5301025306019301,3,3602-001,3,,,,
1661,53010253060193,4,5301025306019301,4,3602-001,4,,,,
1662,53010253060193,5,5301025306019301,5,3602-001,5,,,,
1663,53010253060158,1,5301025306015801,1,,,,,,
1664,53010253060158,2,5301025306015801,3,,,,,,
1665,53010253060158,3,5301025306015801,4,,,,,,
1666,53010253060158,4,5301025306015801,5,,,,,,
1667,53010253060155,1,5301025306015501,1,3600-001,1,,,,
1668,53010253060155,2,5301025306015501,2,3600-001,2,,,,
1669,53010253060155,3,5301025306015501,3,3600-001,3,,,,
1670,53010253060155,4,5301025306015501,4,3600-001,4,,,,
1671,53010253060155,5,5301025306015501,5,3600-001,5,,,,
1672,53010253060155,6,5301025306015501,6,3600-001,6,,,,
1673,53010253060155,7,5301025306015501,7,3600-001,7,,,,
1674,53010253060155,8,5301025306015501,8,3600-001,8,,,,
1675,53010253060116,1,5301025306011601,1,3599-001,1,,,,
1676,53010253060116,2,5301025306011601,2,3599-001,2,,,,
1677,53010253060116,3,5301025306011601,3,3599-001,3,,,,
1678,53010253060116,4,5301025306011601,4,3599-001,4,,,,
1679,53010253060116,5,5301025306011601,5,3599-001,5,,,,
1680,53010253060116,6,5301025306011601,6,3599-001,6,,,,
1681,53010253060116,7,5301025306011601,7,3599-001,7,,,,
1682,53010253060116,8,5301025306011601,8,3599-001,8,,,,
1683,53010253060116,9,5301025306011601,9,3599-001,9,,,,
1684,53010253060114,1,5301025306011401,1,,,,,,
1685,53010253060114,2,5301025306011401,2,,,,,,
1686,53010253060114,3,5301025306011401,3,,,,,,
1687,53010253060114,4,5301025306011401,4,,,,,,
1688,53010253060114,5,5301025306011401,5,,,,,,
1689,53010253060114,6,5301025306011401,6,,,,,,
1690,53010253060114,7,5301025306011401,7,,,,,,
1691,53010253060114,8,5301025306011401,8,,,,,,
1692,53010253060090,1,5301025306009001,1,3597-001,1,,,,
1693,53010253060090,2,5301025306009001,2,3597-001,2,,,,
1694,53010253060090,3,5301025306009001,3,3597-001,3,,,,
1695,53010253060090,4,5301025306009001,4,3597-001,4,,,,
1696,53010253060090,5,5301025306009001,5,3597-001,5,,,,
1697,53010253060090,6,5301025306009001,6,3597-001,6,,,,
1698,53010253060090,7,5301025306009001,7,,,,,,
1699,53010253060090,8,5301025306009001,8,3597-001,7,,,,
1700,53010253060090,9,5301025306009001,9,3597-001,8,,,,
1701,53010253060090,10,5301025306009001,10,3597-001,9,,,,
1702,53010253060090,11,5301025306009001,11,3597-001,10,,,,
1703,53010253060086,1,,,,,,,,
1704,53010253060086,2,5301025306008602,1,3596-001,2,,,,
1705,53010253060086,3,5301025306008602,2,,,,,,
1706,53010253060086,4,5301025306008602,3,,,,,,
1707,53010253060086,5,5301025306008602,4,,,,,,
1708,53010253060086,6,5301025306008602,5,,,,,,
1709,53010253060086,7,,,,,,,,
1710,53010253060086,8,5301025306008602,6,3596-001,3,,,,
1711,53010253060055,1,5301025306005501,1,3595-001,1,,,,
1712,53010253060055,2,5301025306005501,2,3595-001,2,,,,
1713,53010253060055,3,5301025306005501,3,3595-001,3,,,,
1714,53010253060055,4,5301025306005501,4,3595-001,4,,,,
1715,53010253060055,5,5301025306005501,5,3595-001,5,,,,
1716,53010243070110,1,5301024307011001,1,3594-001,1,,,,
1717,53010243070110,2,5301024307011001,2,3594-001,2,,,,
1718,53010243070110,3,5301024307011001,3,3594-001,3,,,,
1719,53010243070110,4,5301024307011001,4,3594-001,4,,,,
1720,53010243070110,5,5301024307011001,5,3594-001,5,,,,
1721,53010243070088,1,5301024307008801,1,3593-001,1,,,,
1722,53010243070088,2,5301024307008801,2,3593-001,2,,,,
1723,53010243070084,1,5301024307008401,1,3592-001,1,,,,
1724,53010243070084,2,5301024307008401,2,3592-001,2,,,,
1725,53010243070084,3,5301024307008401,3,3592-001,3,,,,
1726,53010243070084,4,5301024307008401,4,3592-001,4,,,,
1727,53010243070084,5,5301024307008401,5,3592-001,5,,,,
1728,53010243070084,6,5301024307008401,6,3592-001,6,,,,
1729,53010243070084,7,5301024307008401,7,3592-001,7,,,,
1730,53010243070084,8,5301024307008401,8,3592-001,8,,,,
1731,53010243070075,1,5301024307007501,1,3590-001,1,,,,
1732,53010243070075,2,5301024307007502,1,3591-001,1,,,,
1733,53010243070050,1,5301024307005001,1,3589-001,1,,,,
1734,53010243070050,2,5301024307005001,2,3589-001,2,,,,
1735,53010243070050,3,5301024307005001,3,3589-003,1,,,,
1736,53010243070050,4,5301024307005001,4,3589-001,3,,,,
1737,53010243070050,5,5301024307005001,5,3589-001,4,,,,
1738,53010243070050,6,5301024307005001,6,3589-001,5,,,,
1739,53010243070050,7,5301024307005001,7,3589-001,6,,,,
1740,53010243070050,8,5301024307005001,8,3589-001,7,,,,
1741,53010243070050,9,5301024307005001,9,3589-001,8,,,,
1742,53010243070050,10,5301024307005001,10,3589-001,9,,,,
1743,53010243070045,1,5301024307004501,1,3588-001,1,,,,
1744,53010243070045,2,5301024307004501,2,3588-001,2,,,,
1745,53010243070045,3,5301024307004501,3,3588-001,3,,,,
1746,53010243070045,4,5301024307004501,4,3588-001,4,,,,
1747,53010243070035,1,5301024307003501,1,3587-001,1,,,,
1748,53010243070035,2,5301024307003501,2,3587-001,2,,,,
1749,53010243070035,3,5301024307003501,3,3587-001,3,,,,
1750,53010243070035,4,5301024307003501,4,3587-001,4,,,,
1751,53010243070035,5,5301024307003501,5,3587-001,5,,,,
1752,53010243070035,6,5301024307003501,6,3587-001,6,,,,
1753,53010243070035,7,5301024307003501,7,3587-001,7,,,,
1754,53010243070035,8,5301024307003501,8,3587-001,8,,,,
1755,53010243070035,9,5301024307003501,9,3587-001,9,,,,
1756,53010243070035,10,5301024307003501,10,3587-001,10,,,,
1757,53010243070035,11,5301024307003501,11,3587-001,11,,,,
1758,53010243070035,12,5301024307003501,12,3587-001,12,,,,
1759,53010243070016,1,5301024307001601,1,3586-001,1,,,,
1760,53010243070016,2,5301024307001601,2,3586-001,2,,,,
1761,53010243070016,3,5301024307001601,3,3586-001,3,,,,
1762,53010243070016,4,5301024307001601,10,3586-010,3,,,,
1763,53010243070016,5,5301024307001601,4,3586-001,4,,,,
1764,53010243070016,6,5301024307001601,11,3586-010,4,,,,
1765,53010243070016,7,5301024307001601,5,3586-001,5,,,,
1766,53010243070016,8,5301024307001601,6,3586-001,6,,,,
1767,53010243070016,9,5301024307001601,7,3586-001,7,,,,
1768,53010243070016,10,5301024307001601,8,3586-001,8,,,,
1769,53010220450063,1,5301022045006301,1,3584-001,1,,,,
1770,53010220450063,2,5301022045006302,1,3585-001,1,,,,
1771,53010220450063,3,5301022045006301,2,3584-001,2,,,,
1772,53010220450063,4,5301022045006301,3,3584-001,3,,,,
1773,53010220450063,5,5301022045006301,4,3584-001,4,,,,
1774,53010220450063,6,5301022045006301,5,3584-001,5,,,,
1775,53010220450063,7,5301022045006301,6,3584-001,6,,,,
1776,53010220450063,8,,,,,,,,
1777,53010220450045,1,5301022045004501,1,3583-001,1,,,,
1778,53010220450045,2,5301022045004501,2,3583-001,2,,,,
1779,53010220450045,3,5301022045004501,3,3583-001,3,,,,
1780,53010220450045,4,5301022045004501,4,3583-001,4,,,,
1781,53010220450045,5,5301022045004501,5,3583-001,5,,,,
1782,53010220450045,6,5301022045004501,6,3583-001,6,,,,
1783,53010220450045,7,5301022045004501,7,3583-001,7,,,,
1784,53010220450045,8,5301022045004501,8,3583-001,8,,,,
1785,53010220450035,1,5301022045003501,1,3582-001,1,,,,
1786,53010220450035,2,5301022045003501,2,3582-001,2,,,,
1787,53010220450035,3,5301022045003501,3,3582-001,3,,,,
1788,53010220450035,4,5301022045003501,4,3582-001,4,,,,
1789,53010220450035,5,5301022045003501,5,3582-001,5,,,,
1790,53010220450035,6,5301022045003501,6,3582-001,6,,,,
1791,53010220450029,1,5301022045002901,1,3581-001,1,,,,
1792,53010220450029,2,5301022045002901,2,3581-001,2,,,,
1793,53010220450029,3,5301022045002901,3,3581-001,3,,,,
1794,53010220450029,4,5301022045002901,4,3581-001,4,,,,
1795,53010220450029,5,5301022045002901,5,3581-001,5,,,,
1796,53010220450029,6,5301022045002901,6,3581-001,6,,,,
1797,53010220450029,7,5301022045002901,7,3581-001,7,,,,
1798,53010220450029,8,5301022045002901,8,3581-001,8,,,,
1799,53010220450016,1,5301022045001601,1,3580-001,1,,,,
1800,53010220450016,2,5301022045001601,2,3580-001,2,,,,
1801,53010220450016,3,5301022045001601,3,3580-001,3,,,,
1802,53010220450016,4,5301022045001601,4,3580-001,4,,,,
1803,53010220450016,5,5301022045001601,5,3580-001,5,,,,
1804,53010220450016,6,5301022045001601,6,3580-001,6,,,,
1805,53010220450016,7,5301022045001601,7,3580-001,7,,,,
1806,53010220450016,8,5301022045001601,8,3580-001,8,,,,
1807,53010220450016,9,5301022045001601,9,3580-001,9,,,,
1808,53010220450015,1,5301022045001501,1,3579-001,1,,,,
1809,53010220450015,2,5301022045001501,2,3579-001,2,,,,
1810,53010220450015,3,5301022045001501,3,3579-001,3,,,,
1811,53010220450015,4,5301022045001501,4,3579-004,2,,,,
1812,53010220450015,5,5301022045001501,5,3579-001,4,,,,
1813,53010220450015,6,5301022045001501,6,3579-001,5,,,,
1814,53010220450015,7,5301022045001501,7,3579-001,6,,,,
1815,53010220450009,1,5301022045000901,1,3578-001,1,,,,
1816,53010220450009,2,5301022045000901,2,3578-001,2,,,,
1817,53010220450009,3,5301022045000901,3,3578-001,3,,,,
1818,53010220450009,4,5301022045000901,4,3578-001,4,,,,
1819,53010220450009,5,5301022045000901,5,3578-001,5,,,,
1820,53010220450002,1,5301022045000201,1,3576-001,1,,,,
1821,53010220450002,2,5301022045000202,1,3577-001,1,,,,
1822,53010220450002,3,5301022045000201,2,3576-001,2,,,,
1823,53010220450002,4,5301022045000201,3,3576-001,3,,,,
1824,53010220350063,1,5301022035006301,1,3575-001,1,0800-001,1,0800-001-001,1
1825,53010220350063,2,5301022035006301,2,3575-001,2,0800-001,2,0800-001-002,1
1826,53010220350063,3,5301022035006301,3,3575-001,3,0800-001,3,0800-001-001,3
1827,53010220350063,4,5301022035006301,4,3575-001,4,0800-001,4,0800-001-001,4
1828,53010220350063,5,5301022035006301,5,3575-001,5,0800-001,5,0800-001-001,5
1829,53010220350063,6,5301022035006301,6,3575-001,6,0800-001,6,,
1830,53010220350050,1,5301022035005001,1,,,,,,
1831,53010220350050,2,5301022035005001,2,,,,,,
1832,53010220350050,3,5301022035005001,3,,,,,,
1833,53010220350050,4,5301022035005001,4,,,,,,
1834,53010220350050,5,5301022035005001,5,,,,,,
1835,53010220350050,6,5301022035005001,6,,,,,,
1836,53010220350045,1,5301022035004501,1,3573-001,1,,,,
1837,53010220350045,2,5301022035004501,2,3573-001,2,,,,
1838,53010220350045,3,5301022035004501,3,3573-001,3,,,,
1839,53010220350045,4,5301022035004501,4,3573-001,4,,,,
1840,53010220350035,1,5301022035003501,1,3572-001,1,0798-001,1,0798-001-001,1
1841,53010220350035,2,5301022035003501,2,3572-001,2,0798-001,2,0798-001-001,2
1842,53010220350035,3,5301022035003501,3,3572-001,3,0798-001,3,0798-001-001,3
1843,53010220350035,4,5301022035003501,4,3572-001,4,0798-001,4,0798-001-001,4
