UPI,y1_hhid,indidy1,y2_hhid,indidy2,y3_hhid,indidy3,y4_hhid,indidy4,sdd_hhid,sdd_indid
9530,10030180030158,7,,,,,,,,
9531,10030180030116,1,1003018003011601,1,1857-001,1,,,,
9532,10030180030116,2,1003018003011601,2,1857-001,2,,,,
9533,10030180030116,3,1003018003011601,3,1857-003,1,,,,
9534,10030180030116,4,1003018003011601,4,1857-001,3,,,,
9535,10030180030116,5,1003018003011601,5,1857-001,4,,,,
9536,10030180030116,6,1003018003011601,6,,,,,,
9537,10030180030114,1,1003018003011401,1,1856-001,1,,,,
9538,10030180030114,2,1003018003011401,2,1856-002,1,,,,
9539,10030180030114,3,1003018003011401,3,1856-002,2,,,,
9540,10030180030114,4,1003018003011401,4,,,,,,
9541,10030180030055,1,1003018003005501,1,1855-001,1,,,,
9542,10030180030055,2,1003018003005501,3,1855-001,3,,,,
9543,10030180030055,3,1003018003005501,4,1855-001,4,,,,
9544,10030180030055,4,1003018003005501,5,1855-001,5,,,,
9545,10030180030055,5,1003018003005501,6,1855-006,3,,,,
9546,10030180030055,6,1003018003005501,7,1855-001,6,,,,
9547,10030140020509,1,1003014002050901,1,1854-001,1,,,,
9548,10030140020509,2,1003014002050901,2,1854-001,2,,,,
9549,10030140020509,3,1003014002050901,3,1854-001,3,,,,
9550,10030140020509,4,1003014002050901,4,1854-001,4,,,,
9551,10030140020509,5,1003014002050901,5,1854-001,5,,,,
9552,10030140020509,6,1003014002050901,6,1854-001,6,,,,
9553,10030140020509,7,1003014002050901,7,1854-001,7,,,,
9554,10030140020509,8,,,,,,,,
9555,10030140020500,1,1003014002050001,1,1852-001,1,,,,
9556,10030140020500,2,1003014002050002,2,1853-001,2,,,,
9557,10030140020500,3,,,,,,,,
9558,10030140020500,4,1003014002050001,3,1852-001,3,,,,
9559,10030140020500,5,1003014002050001,4,1852-001,4,,,,
9560,10030140020500,6,1003014002050001,5,1852-001,5,,,,
9561,10030140020405,1,1003014002040501,1,1850-001,1,,,,
9562,10030140020405,2,1003014002040501,2,1850-001,2,,,,
9563,10030140020405,3,1003014002040501,3,1850-003,1,,,,
9564,10030140020405,4,1003014002040504,2,1851-001,2,,,,
9565,10030140020405,5,1003014002040501,4,1850-001,3,,,,
9566,10030140020349,1,1003014002034901,1,1849-001,1,,,,
9567,10030140020349,2,1003014002034901,2,1849-001,2,,,,
9568,10030140020349,3,1003014002034901,3,1849-003,2,,,,
9569,10030140020349,4,1003014002034901,4,1849-001,3,,,,
9570,10030140020349,5,1003014002034901,5,1849-001,4,,,,
9571,10030140020317,1,1003014002031701,1,1848-001,1,,,,
9572,10030140020317,2,1003014002031701,2,1848-001,2,,,,
9573,10030140020317,3,1003014002031701,3,1848-001,3,,,,
9574,10030140020196,1,1003014002019601,1,1847-001,1,,,,
9575,10030140020196,2,1003014002019601,2,1847-001,2,,,,
9576,10030140020196,3,1003014002019601,3,1847-001,3,,,,
9577,10030140020196,4,1003014002019601,4,1847-001,4,,,,
9578,10030140020196,5,1003014002019601,5,1847-001,5,,,,
9579,10030140020153,1,1003014002015301,1,,,,,,
9580,10030140020153,2,1003014002015301,2,1846-002,1,,,,
9581,10030140020153,3,1003014002015301,3,,,,,,
9582,10030140020004,1,1003014002000401,1,1845-001,1,,,,
9583,10030140020004,2,,,1845-001,5,,,,
9584,10030140020004,3,,,,,,,,
9585,10030140020004,4,1003014002000401,2,1845-001,2,,,,
9586,10030140020004,5,1003014002000401,3,1845-001,3,,,,
9587,10030130010470,1,1003013001047001,1,1844-001,1,,,,
9588,10030130010470,2,1003013001047001,2,1844-001,2,,,,
9589,10030130010470,3,1003013001047001,3,1844-001,3,,,,
9590,10030130010470,4,1003013001047001,4,1844-004,1,,,,
9591,10030130010470,5,1003013001047001,5,1844-001,4,,,,
9592,10030130010470,6,1003013001047001,6,1844-001,5,,,,
9593,10030130010419,1,1003013001041901,1,1843-001,1,,,,
9594,10030130010419,2,1003013001041901,2,1843-001,2,,,,
9595,10030130010419,3,1003013001041901,3,1843-001,3,,,,
9596,10030130010317,1,1003013001031701,1,1842-001,1,,,,
9597,10030130010317,2,1003013001031701,2,1842-001,2,,,,
9598,10030130010193,1,1003013001019301,1,1841-001,1,,,,
9599,10030130010193,2,1003013001019301,2,1841-001,2,,,,
9600,10030130010193,3,1003013001019301,3,1841-001,3,,,,
9601,10030130010124,1,1003013001012401,1,1840-001,1,,,,
9602,10030130010124,2,1003013001012401,2,1840-001,2,,,,
9603,10030130010124,3,1003013001012401,3,1840-001,3,,,,
9604,10030130010115,1,,,,,,,,
9605,10030130010115,2,1003013001011502,1,1838-001,1,,,,
9606,10030130010115,3,1003013001011502,2,1838-001,2,,,,
9607,10030130010115,4,1003013001011504,2,,,,,,
9608,10030130010115,5,1003013001011502,3,1838-001,3,,,,
9609,10030130010115,6,1003013001011502,4,1838-001,4,,,,
9610,10030130010112,1,1003013001011201,1,1837-001,1,,,,
9611,10030130010112,2,1003013001011201,2,1837-001,2,,,,
9612,10030130010112,3,1003013001011201,3,1837-001,3,,,,
9613,10030130010044,1,1003013001004401,1,1836-001,1,,,,
9614,10020140040225,1,1002014004022501,1,1835-001,1,0418-001,1,0418-001-001,1
9615,10020140040225,2,1002014004022501,2,1835-001,2,0418-001,2,0418-001-001,2
9616,10020140040225,3,1002014004022501,3,1835-001,3,0418-001,3,0418-001-001,3
9617,10020140040225,4,1002014004022501,4,1835-001,4,0418-001,4,0418-001-001,4
9618,10020140040192,1,1002014004019201,2,1833-001,2,0416-001,2,0416-001-001,2
9619,10020140040192,2,1002014004019202,2,1834-001,2,,,,
9620,10020140040192,3,1002014004019201,3,1833-001,3,0416-001,3,0416-001-001,3
9621,10020140040192,4,1002014004019201,4,1833-001,4,0416-001,4,0416-001-001,4
9622,10020140040192,5,1002014004019201,5,1833-001,5,0416-001,5,0416-001-001,5
9623,10020140040192,6,1002014004019201,6,1833-001,6,0416-001,6,0416-001-001,6
9624,10020140040192,7,,,,,,,,
9625,10020140040192,8,,,,,,,,
9626,10020140040188,1,1002014004018801,1,1832-001,1,0414-001,4,,
9627,10020140040188,2,1002014004018801,2,1832-001,2,0415-002,1,0415-002-001,1
9628,10020140040188,3,1002014004018801,3,1832-001,3,0415-002,2,0415-002-001,2
9629,10020140040188,4,1002014004018801,4,1832-001,4,0415-002,3,0415-002-001,3
9630,10020140040188,5,1002014004018801,5,1832-005,1,0414-001,1,0414-001-001,1
9631,10020140040188,6,,,,,,,,
9632,10020140040188,7,,,1832-001,5,,,,
9633,10020140040181,1,,,,,,,,
9634,10020140040092,1,1002014004009201,1,1831-001,1,,,,
9635,10020140040092,2,1002014004009201,2,1831-001,2,,,,
9636,10020140040092,3,1002014004009201,3,1831-001,3,,,,
9637,10020140040092,4,1002014004009201,4,1831-001,4,,,,
9638,10020140040092,5,1002014004009201,5,1831-001,5,,,,
9639,10020140040068,1,1002014004006801,1,1829-001,1,,,,
9640,10020140040068,2,1002014004006802,1,1830-001,1,0412-001,1,0412-001-001,1
9641,10020140040059,1,1002014004005901,1,1828-001,1,0409-001,1,0409-001-001,1
9642,10020140040059,2,1002014004005901,2,1828-001,2,0409-001,2,0409-001-001,2
9643,10020140040059,3,1002014004005901,3,1828-001,3,0409-001,3,0409-001-001,3
9644,10020140040059,4,1002014004005901,4,1828-001,4,0409-001,4,0409-001-001,4
9645,10020140040059,5,1002014004005901,5,1828-001,5,0409-001,5,0409-001-001,5
9646,10020140040059,6,1002014004005901,6,1828-001,6,0409-001,6,0409-001-001,6
9647,10020140040059,7,1002014004005901,7,1828-001,7,0409-001,7,0409-001-001,7
9648,10020140040036,1,1002014004003601,1,1827-001,1,0408-001,1,0408-001-001,1
9649,10020140040036,2,1002014004003601,2,1827-001,2,0408-001,2,0408-001-001,2
9650,10020140040036,3,1002014004003601,3,1827-001,3,0408-001,7,,
9651,10020140040036,4,1002014004003601,4,1827-001,4,0408-001,3,0408-001-001,3
9652,10020140040036,5,1002014004003601,5,1827-001,5,0408-001,4,0408-001-001,4
9653,10020140040036,6,1002014004003601,6,1827-001,6,0408-001,5,0408-001-001,5
9654,10020140040036,7,1002014004003601,7,1827-007,2,0407-001,2,0407-001-001,2
9655,10020113110096,1,1002011311009601,1,1826-001,1,0405-001,1,0405-001-001,1
9656,10020113110096,2,1002011311009601,2,1826-001,2,0405-001,2,0405-001-001,2
9657,10020113110096,3,1002011311009601,3,1826-001,4,0405-001,3,0405-001-001,3
9658,10020113110096,4,1002011311009601,4,1826-001,5,0405-001,4,0405-001-001,4
9659,10020113110083,1,1002011311008301,1,1825-001,1,0404-001,1,0404-001-001,1
9660,10020113110033,1,1002011311003301,1,1824-001,1,0403-001,1,0403-001-001,1
9661,10020113110033,2,1002011311003301,2,1824-002,2,0402-001,2,0402-001-002,2
9662,10020113110033,3,1002011311003301,3,1824-001,2,0403-001,2,0403-001-001,2
9663,10020113110033,4,1002011311003301,4,1824-002,3,0402-001,3,0402-001-003,2
9664,10020113110033,5,1002011311003301,5,1824-001,3,0403-001,3,0403-001-001,3
9665,10020113110033,6,,,,,,,,
9666,10020113110033,7,1002011311003301,6,1824-002,4,,,,
9667,10020113110030,1,1002011311003001,1,1823-001,1,0401-001,1,0401-001-001,1
9668,10020113110030,2,1002011311003001,2,1823-001,2,0401-001,2,,
9669,10020113110030,3,1002011311003001,3,1823-001,3,,,,
9670,10020113110030,4,1002011311003001,6,1823-001,4,0401-001,3,0401-001-001,3
9671,10020113110030,5,1002011311003001,4,1823-004,2,0400-001,2,0400-001-001,2
9672,10020113110030,6,,,,,,,,
9673,10020113110030,7,1002011311003001,5,,,,,,
9674,10020113110019,1,1002011311001901,1,1822-001,1,0399-001,1,0399-001-001,1
9675,10020113110019,2,1002011311001901,2,1822-001,2,0399-001,2,0399-001-001,2
9676,10020113110019,3,1002011311001901,3,1822-001,3,0399-001,3,0399-001-001,3
9677,10020113110019,4,1002011311001901,4,1822-001,4,0399-001,4,0399-001-001,4
9678,10020113110019,5,1002011311001901,5,1822-001,5,0399-001,5,0399-001-001,5
9679,10020113110016,1,1002011311001601,1,1820-001,1,0397-001,1,0397-001-001,1
9680,10020113110016,2,1002011311001602,1,1821-001,1,0398-001,1,0398-001-001,1
9681,10020113110016,3,1002011311001602,3,1820-001,2,0397-001,2,0397-001-001,2
9682,10020113110016,4,1002011311001602,4,1821-001,3,0398-001,3,0398-001-003,3
9683,10020113110013,1,1002011311001301,1,1819-001,1,0396-001,1,0396-001-001,1
9684,10020113110013,2,1002011311001301,2,,,0396-102,1,0396-102-001,1
9685,10020113110013,3,,,,,,,,
9686,10020113110008,1,1002011311000801,1,1818-001,1,0395-001,6,0395-001-006,1
9687,10020113110008,2,1002011311000801,2,1818-001,2,0395-002,1,0395-001-006,2
9688,10020113110008,3,1002011311000801,3,1818-001,3,0395-001,7,0395-001-006,3
9689,10020090030452,1,1002009003045201,1,1817-001,1,,,,
9690,10020090030452,2,1002009003045201,2,1817-001,2,,,,
9691,10020090030452,3,1002009003045201,3,1817-001,3,,,,
9692,10020090030452,4,1002009003045201,4,1817-001,4,,,,
9693,10020090030452,5,1002009003045201,5,1817-001,5,,,,
9694,10020090030452,6,1002009003045201,6,1817-001,6,,,,
9695,10020090030389,1,1002009003038901,1,1816-001,1,,,,
9696,10020090030389,2,1002009003038901,2,1816-001,2,,,,
9697,10020090030389,3,1002009003038901,3,1816-001,3,,,,
9698,10020090030341,1,1002009003034101,1,1814-001,1,,,,
9699,10020090030341,2,1002009003034101,2,1814-001,2,,,,
9700,10020090030341,3,1002009003034103,1,1815-001,1,,,,
9701,10020090030341,4,1002009003034101,3,1814-001,3,,,,
9702,10020090030341,5,1002009003034101,4,1814-001,4,,,,
9703,10020090030307,1,1002009003030701,1,1813-001,1,,,,
9704,10020090030307,2,1002009003030701,2,1813-001,2,,,,
9705,10020090030307,3,1002009003030701,3,,,,,,
9706,10020090030307,4,1002009003030701,4,1813-001,3,,,,
9707,10020090030240,1,1002009003024001,1,1812-001,1,,,,
9708,10020090030240,2,1002009003024001,2,1812-001,2,,,,
9709,10020090030186,1,1002009003018601,1,1811-001,1,,,,
9710,10020090030186,2,1002009003018601,2,1811-001,2,,,,
9711,10020090030186,3,1002009003018601,3,1811-001,7,,,,
9712,10020090030186,4,1002009003018601,4,1811-001,3,,,,
9713,10020090030186,5,1002009003018601,5,1811-001,4,,,,
9714,10020090030186,6,1002009003018601,6,1811-001,5,,,,
9715,10020090030136,1,1002009003013601,1,1810-001,1,,,,
9716,10020090030136,2,1002009003013601,2,1810-001,2,,,,
9717,10020090030136,3,1002009003013601,3,1810-003,2,,,,
9718,10020090030136,4,1002009003013601,4,1810-001,3,,,,
9719,10020090030136,5,1002009003013601,5,1810-001,4,,,,
9720,10020090030136,6,1002009003013601,6,1810-001,5,,,,
9721,10020090030112,1,1002009003011201,1,1809-001,1,,,,
9722,10020090030112,2,1002009003011201,2,1809-001,2,,,,
9723,10020090030112,3,1002009003011201,3,1809-001,3,,,,
9724,10020090030112,4,1002009003011201,4,1809-001,4,,,,
9725,10020090030112,5,1002009003011201,5,1809-001,5,,,,
9726,10020070040161,1,1002007004016101,1,1808-001,1,,,,
9727,10020070040161,2,1002007004016101,2,1808-001,2,,,,
9728,10020070040161,3,1002007004016101,3,1808-001,3,,,,
9729,10020070040161,4,1002007004016101,4,1808-001,4,,,,
9730,10020070040161,5,1002007004016101,5,1808-001,5,,,,
9731,10020070040161,6,1002007004016101,6,1808-001,6,,,,
9732,10020070040161,7,1002007004016101,7,1808-001,7,,,,
9733,10020070040136,1,1002007004013601,1,1807-001,1,,,,
9734,10020070040136,2,1002007004013601,2,1807-001,2,,,,
9735,10020070040136,3,1002007004013601,3,1807-001,3,,,,
9736,10020070040136,4,1002007004013601,4,1807-001,4,,,,
9737,10020070040136,5,1002007004013601,5,1807-001,5,,,,
9738,10020070040136,6,1002007004013601,6,1807-001,6,,,,
9739,10020070040110,1,1002007004011001,1,1805-001,1,,,,
9740,10020070040110,2,1002007004011002,1,1806-001,1,,,,
9741,10020070040110,3,1002007004011001,2,1805-001,2,,,,
9742,10020070040110,4,1002007004011001,3,1805-001,3,,,,
9743,10020070040110,5,1002007004011001,4,1805-001,4,,,,
9744,10020070040088,1,1002007004008801,1,1804-001,1,,,,
9745,10020070040088,2,1002007004008801,2,1804-001,2,,,,
9746,10020070040088,3,,,1804-103,2,,,,
9747,10020070040088,4,,,1804-104,2,,,,
9748,10020070040088,5,,,1804-104,3,,,,
9749,10020070040088,6,,,,,,,,
9750,10020070040088,7,1002007004008801,4,1804-001,4,,,,
9751,10020070040063,1,1002007004006301,1,1803-001,1,,,,
9752,10020070040063,2,1002007004006301,2,1803-001,2,,,,
9753,10020070040063,3,1002007004006301,3,1803-001,3,,,,
9754,10020070040063,4,1002007004006301,4,1803-004,2,,,,
9755,10020070040063,5,1002007004006301,5,1801-001,6,,,,
9756,10020070040050,1,1002007004005001,1,1802-001,1,,,,
9757,10020070040050,2,1002007004005001,2,1802-001,2,,,,
9758,10020070040050,3,1002007004005001,3,1802-001,3,,,,
9759,10020070040050,4,1002007004005001,4,1802-001,4,,,,
9760,10020070040050,5,1002007004005001,5,1802-001,5,,,,
9761,10020070040050,6,1002007004005001,6,1802-001,6,,,,
9762,10020070040050,7,1002007004005001,7,1802-001,7,,,,
9763,10020070040045,1,1002007004004501,1,1801-001,1,,,,
9764,10020070040045,2,1002007004004501,2,1801-001,2,,,,
9765,10020070040045,3,1002007004004501,3,1801-001,3,,,,
9766,10020070040045,4,1002007004004501,4,1801-001,4,,,,
9767,10020070040045,5,1002007004004501,5,1801-001,5,,,,
9768,10020070040016,1,1002007004001601,1,1800-001,1,,,,
9769,10020070040016,2,1002007004001601,2,1800-001,2,,,,
9770,10010190040124,1,1001019004012401,1,1799-001,1,,,,
9771,10010190040124,2,1001019004012401,2,1799-001,2,,,,
9772,10010190040058,1,,,,,,,,
9773,10010190040058,2,,,,,,,,
9774,10010190040058,3,,,,,,,,
9775,10010190040055,1,1001019004005501,1,1798-001,1,,,,
9776,10010190040046,1,1001019004004601,1,1797-001,1,,,,
9777,10010190040046,2,1001019004004601,2,1797-001,2,,,,
9778,10010190040046,3,1001019004004601,3,1797-001,3,,,,
9779,10010190040046,4,1001019004004601,4,1797-001,4,,,,
9780,10010190040046,5,1001019004004601,5,1797-001,5,,,,
9781,10010190040046,6,1001019004004601,6,1797-001,6,,,,
9782,10010190040042,1,1001019004004201,1,1796-001,1,,,,
9783,10010190040042,2,1001019004004201,2,1796-001,2,,,,
9784,10010190040042,3,,,1796-001,7,,,,
9785,10010190040042,4,1001019004004201,3,1796-001,6,,,,
9786,10010190040042,5,1001019004004201,4,1796-001,3,,,,
9787,10010190040042,6,1001019004004201,5,1796-001,4,,,,
9788,10010190040042,7,1001019004004201,6,1796-001,5,,,,
9789,10010190040031,1,1001019004003101,1,1795-001,1,,,,
9790,10010190040031,2,1001019004003101,2,1795-001,2,,,,
9791,10010190040031,3,1001019004003101,3,1795-001,3,,,,
9792,10010190040031,4,1001019004003101,4,1795-001,4,,,,
9793,10010190040031,5,1001019004003101,5,1795-001,5,,,,
9794,10010190040031,6,1001019004003101,6,1795-001,6,,,,
9795,10010190040031,7,1001019004003101,7,1795-001,7,,,,
9796,10010190040030,1,1001019004003001,1,1794-001,1,,,,
9797,10010190040030,2,1001019004003001,2,1794-001,2,,,,
9798,10010190040030,3,1001019004003001,3,1794-001,3,,,,
9799,10010190040001,1,1001019004000101,1,1793-001,1,,,,
9800,10010190040001,2,1001019004000101,2,1793-001,2,,,,
9801,10010190040001,3,1001019004000101,3,1793-001,3,,,,
9802,10010190040001,4,1001019004000101,4,1793-001,4,,,,
9803,10010190040001,5,1001019004000101,5,1793-001,5,,,,
9804,10010190040001,6,1001019004000101,6,1793-001,6,,,,
9805,10010190040001,7,1001019004000101,7,1793-001,7,,,,
9806,10010033250080,1,1001003325008001,1,1792-001,1,,,,
9807,10010033250080,2,1001003325008001,2,1792-001,2,,,,
9808,10010033250080,3,1001003325008001,3,1792-001,3,,,,
9809,10010033250080,4,1001003325008001,4,1792-001,4,,,,
9810,10010033250080,5,1001003325008001,5,1792-001,5,,,,
9811,10010033250080,6,1001003325008001,6,1792-001,6,,,,
9812,10010033250077,1,1001003325007701,1,1791-001,1,,,,
9813,10010033250077,2,1001003325007701,2,1791-001,2,,,,
9814,10010033250077,3,1001003325007701,3,1791-003,1,,,,
9815,10010033250077,4,1001003325007701,4,1791-001,3,,,,
9816,10010033250077,5,1001003325007701,5,1791-001,4,,,,
9817,10010033250054,1,1001003325005401,1,1790-001,1,,,,
9818,10010033250049,1,1001003325004901,1,1788-001,1,,,,
9819,10010033250049,2,1001003325004902,1,1789-001,1,,,,
9820,10010033250049,3,1001003325004901,2,1788-001,3,,,,
9821,10010033250049,4,1001003325004902,2,1789-001,2,,,,
9822,10010033250049,5,1001003325004902,3,1789-001,3,,,,
9823,10010033250049,6,1001003325004902,4,1789-001,4,,,,
9824,10010033250049,7,1001003325004901,4,1788-001,4,,,,
9825,10010033250041,1,1001003325004101,1,,,,,,
9826,10010033250041,2,1001003325004101,2,1787-002,1,,,,
9827,10010033250041,3,1001003325004101,3,1787-002,2,,,,
9828,10010033250041,4,1001003325004101,4,1787-002,3,,,,
9829,10010033250032,1,1001003325003201,1,1785-001,1,,,,
9830,10010033250032,2,1001003325003202,1,1786-001,1,,,,
9831,10010033250032,3,1001003325003201,2,1785-001,2,,,,
9832,10010033250013,1,1001003325001301,1,1784-001,6,,,,
9833,10010033250013,2,1001003325001301,2,,,,,,
9834,10010033250013,3,1001003325001301,3,,,,,,
9835,10010033250013,4,1001003325001301,4,,,,,,
9836,10010033250013,5,1001003325001301,5,,,,,,
9837,10010033250013,6,1001003325001301,6,,,,,,
9838,10010033250007,1,1001003325000701,1,1783-001,1,,,,
9839,10010033060124,1,1001003306012401,2,1782-001,2,,,,
9840,10010033060124,2,1001003306012401,3,1782-001,3,,,,
9841,10010033060124,3,1001003306012401,4,1782-001,4,,,,
9842,10010033060124,4,1001003306012401,5,1782-001,5,,,,
9843,10010033060112,1,1001003306011201,1,,,,,,
9844,10010033060112,2,1001003306011201,2,1781-001,1,,,,
9845,10010033060112,3,1001003306011201,3,1781-003,5,,,,
9846,10010033060112,4,1001003306011201,4,1781-001,3,,,,
9847,10010033060103,1,1001003306010301,1,1780-001,1,,,,
9848,10010033060103,2,1001003306010301,2,1780-001,2,,,,
9849,10010033060089,1,1001003306008901,1,1779-001,1,,,,
9850,10010033060089,2,1001003306008901,2,1779-002,1,,,,
9851,10010033060089,3,1001003306008901,3,1779-002,2,,,,
9852,10010033060059,1,1001003306005901,1,1778-001,1,,,,
9853,10010033060059,2,1001003306005901,2,,,,,,
9854,10010033060044,1,1001003306004401,1,1777-001,1,,,,
9855,10010033060044,2,1001003306004401,2,1777-001,2,,,,
9856,10010033060044,3,1001003306004401,3,1777-003,1,,,,
9857,10010033060044,4,1001003306004401,4,1777-001,3,,,,
9858,10010033060044,5,1001003306004401,5,1777-001,4,,,,
9859,10010033060042,1,1001003306004201,1,,,,,,
9860,10010033060042,2,1001003306004201,2,,,,,,
9861,10010033060042,3,1001003306004201,3,,,,,,
9862,10010033060042,4,1001003306004201,4,,,,,,
9863,10010033060042,5,1001003306004201,5,,,,,,
9864,10010033060028,1,1001003306002801,1,1775-001,1,,,,
9865,10010033060028,2,1001003306002801,2,1775-001,2,,,,
9866,10010033060028,3,1001003306002801,3,1775-001,3,,,,
9867,10010033060028,4,1001003306002801,4,1775-001,4,,,,
9868,10010033050078,1,1001003305007801,1,1773-001,1,,,,
9869,10010033050078,2,1001003305007802,1,1774-001,1,,,,
9870,10010033050078,3,1001003305007801,2,1773-001,2,,,,
9871,10010033050078,4,1001003305007801,3,1773-001,3,,,,
9872,10010033050078,5,1001003305007801,4,1773-001,4,,,,
9873,10010033050078,6,1001003305007801,5,1773-001,5,,,,
9874,10010033050078,7,1001003305007801,6,1773-001,6,,,,
9875,10010033050059,1,1001003305005901,1,1772-001,1,,,,
9876,10010033050059,2,1001003305005901,2,1772-001,2,,,,
9877,10010033050059,3,1001003305005901,3,1772-001,3,,,,
9878,10010033050059,4,1001003305005901,4,1772-001,4,,,,
9879,10010033050059,5,1001003305005901,5,1772-001,5,,,,
9880,10010033050054,1,1001003305005401,1,1771-001,1,,,,
9881,10010033050054,2,1001003305005401,2,1771-001,2,,,,
9882,10010033050054,3,1001003305005401,3,1771-001,3,,,,
9883,10010033050054,4,1001003305005401,4,1771-001,4,,,,
9884,10010033050054,5,1001003305005401,5,1771-001,5,,,,
9885,10010033050054,6,1001003305005401,6,1771-001,6,,,,
9886,10010033050044,1,1001003305004401,1,1770-001,1,,,,
9887,10010033050044,2,1001003305004401,2,1770-001,2,,,,
9888,10010033050044,3,1001003305004401,3,1770-001,3,,,,
9889,10010033050044,4,1001003305004401,4,1770-001,4,,,,
9890,10010033050044,5,1001003305004401,5,1770-001,5,,,,
9891,10010033050042,1,1001003305004201,1,,,,,,
9892,10010033050042,2,1001003305004201,2,1769-002,1,,,,
9893,10010033050040,1,1001003305004001,1,1768-001,1,,,,
9894,10010033050040,2,1001003305004001,2,1768-001,2,,,,
9895,10010033050040,3,1001003305004001,3,1768-001,3,,,,
9896,10010033050040,4,1001003305004001,4,1768-001,4,,,,
9897,10010033050040,5,1001003305004001,5,1768-001,5,,,,
9898,10010033050040,6,1001003305004001,6,1768-001,6,,,,
9899,10010033050034,1,1001003305003401,1,1767-001,1,,,,
9900,10010033050034,2,1001003305003401,2,1767-001,2,,,,
9901,10010033050034,3,1001003305003401,3,1767-003,2,,,,
9902,10010033050034,4,1001003305003401,4,1767-001,3,,,,
9903,10010033050034,5,1001003305003401,5,1767-001,4,,,,
9904,10010033050034,6,1001003305003401,6,1767-006,1,,,,
9905,10010033050028,1,1001003305002801,1,1766-001,1,,,,
9906,10010033050028,2,1001003305002801,2,1766-001,2,,,,
9907,10010033050028,3,1001003305002801,3,1766-001,3,,,,
9908,10010033050028,4,1001003305002801,4,1766-001,4,,,,
9909,10010030040455,1,1001003004045501,1,1765-001,1,,,,
9910,10010030040455,2,1001003004045501,2,1765-001,2,,,,
9911,10010030040455,3,1001003004045501,3,1765-001,3,,,,
9912,10010030040455,4,1001003004045501,4,1765-001,4,,,,
9913,10010030040455,5,1001003004045501,5,1765-001,5,,,,
9914,10010030040381,1,1001003004038101,1,1764-001,1,,,,
9915,10010030040381,2,1001003004038101,2,1764-001,2,,,,
9916,10010030040381,3,1001003004038101,3,1764-001,3,,,,
9917,10010030040293,1,1001003004029301,1,1763-001,1,,,,
9918,10010030040293,2,1001003004029301,2,1763-001,2,,,,
9919,10010030040293,3,1001003004029301,3,1763-001,3,,,,
9920,10010030040207,1,1001003004020701,1,1762-001,1,,,,
9921,10010030040207,2,1001003004020701,2,1762-001,2,,,,
9922,10010030040181,1,1001003004018101,1,1760-001,1,,,,
9923,10010030040181,2,1001003004018102,2,1761-001,2,,,,
9924,10010030040181,3,1001003004018101,3,1760-001,3,,,,
9925,10010030040042,1,1001003004004201,1,1759-001,1,,,,
9926,10010030040042,2,1001003004004201,2,1759-001,2,,,,
9927,10010030040042,3,1001003004004201,3,1759-001,3,,,,
9928,10010030040042,4,1001003004004201,4,1759-001,4,,,,
9929,10010030040042,5,1001003004004201,5,1759-001,5,,,,
9930,10010030040042,6,1001003004004201,6,1759-001,6,,,,
9931,10010030040029,1,1001003004002901,1,1758-001,1,,,,
9932,10010030040029,2,1001003004002901,2,1758-001,2,,,,
9933,10010030040029,3,1001003004002901,3,1758-003,1,,,,
9934,10010030040029,4,1001003004002901,4,1758-003,3,,,,
9935,10010030040029,5,1001003004002901,5,1758-005,2,,,,
9936,10010030040029,6,1001003004002901,6,1758-003,4,,,,
9937,10010030040029,7,1001003004002901,7,1758-001,3,,,,
9938,10010030040029,8,1001003004002901,8,1758-001,4,,,,
9939,10010030040029,9,1001003004002901,9,1758-001,5,,,,
9940,10010030040029,10,1001003004002901,10,1758-001,6,,,,
9941,10010030040029,11,1001003004002901,11,1758-003,2,,,,
9942,10010030040029,12,1001003004002901,12,1758-001,7,,,,
9943,10010030040029,13,1001003004002901,13,1758-013,6,,,,
9944,10010030040029,14,1001003004002901,14,,,,,,
9945,10010030040029,15,1001003004002901,15,1758-001,8,,,,
9946,10010030040014,1,1001003004001401,1,1757-001,1,,,,
9947,10010030040014,2,1001003004001401,2,1757-001,2,,,,
9948,10010030040014,3,1001003004001401,3,1757-001,3,,,,
9949,10010030040014,4,1001003004001401,4,1757-001,4,,,,
9950,10010030040014,5,1001003004001401,5,1757-001,5,,,,
9951,10010030040014,6,1001003004001401,6,1757-001,6,,,,
9952,09050123250081,1,0905012325008101,2,1755-002,1,,,,
9953,09050123250081,2,0905012325008102,1,1756-001,1,,,,
9954,09050123250081,3,,,1755-103,4,,,,
9955,09050123250059,1,0905012325005901,1,1753-001,1,,,,
9956,09050123250059,2,0905012325005902,3,1754-003,1,,,,
9957,09050123250059,3,0905012325005902,6,1754-003,3,,,,
9958,09050123250058,1,0905012325005801,3,1750-001,3,,,,
9959,09050123250058,2,0905012325005802,2,1751-001,2,,,,
9960,09050123250058,3,0905012325005803,2,1752-001,2,,,,
9961,09050123250058,4,0905012325005802,3,,,,,,
9962,09050123250058,5,,,,,,,,
9963,09050123250058,6,0905012325005801,1,1750-001,1,,,,
9964,09050123250042,1,0905012325004201,1,1749-001,1,,,,
9965,09050123250042,2,0905012325004201,2,1749-001,2,,,,
9966,09050123250042,3,0905012325004201,3,1749-003,2,,,,
9967,09050123250042,4,0905012325004201,4,1749-001,3,,,,
9968,09050123250042,5,0905012325004201,5,1749-001,4,,,,
9969,09050123250038,1,,,,,,,,
