sdd_hhid,foodbev,alctob,foodIN,foodOUT,utilities,clothing,hhexpenses,health,transport,communic,recreat,educa,other,expm,fisherb4c4,foodbevR,alctobR,foodINR,foodOUTR,utilitiesR,clothingR,hhexpensesR,healthR,transportR,communicR,recreatR,educaR,otherR,expmR,region,quarter,urban,area,mainland,hhsize,adulteq
0684-005-001,2136577.75,0,2136577.75,0,48000,100000,27000,6500,0,72000,0,69500,176200,2535777.75,1.01817429065704,2098440,0,2098440,0,47143.20703125,98215.015625,26518.052734375,6383.9755859375,0,70714.8046875,0,68259.4296875,173054.84375,2490514.5,18,Oct-Dec 2019,Rural,Rural,Mainland,7,5.640000015497208
0684-005-002,5304000,0,0,5304000,144000,520000,197000,0,312000,288000,0,0,825000,7070000,1.03654038906097,5117022,0,0,5117022,138923.671875,501668.8125,190055.3125,0,301001.28125,277847.34375,0,0,795916.875,6820766.5,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,1,0.8799999952316284
0685-001-001,1756365,156000,1392365,520000,74000,220000,31000,0,0,24000,0,59500,87600,2188465,1.01817429065704,1725014.125,153215.421875,1367511.5,510718.0625,72679.109375,216073.03125,30446.654296875,0,0,23571.603515625,0,58437.93359375,86036.3515625,2149401.25,18,Oct-Dec 2019,Rural,Rural,Mainland,5,3.479999989271164
0686-001-001,5714800,0,5272800,442000,906000,165000,60000,1467500,0,120000,0,0,240000,8508300,1.12459218502045,5081664.5,0,4688633,393031.375,805625.375,146719.859375,53352.671875,1304917.5,0,106705.34375,0,0,213410.6875,7565676,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,4,2.6800000071525574
0687-001-001,6520800,0,2334800,4186000,197200,145000,0,0,416000,180000,0,25000,66000,7405000,1.03654038906097,6290927,0,2252493,4038434,190248.25,139888.421875,0,0,401335.0625,173654.59375,0,24118.693359375,63673.3515625,7143957,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,4.639999985694885
0687-001-004,1820000,0,0,1820000,108000,240000,24000,0,156000,96000,0,0,219000,2423000,1.03654038906097,1755840.875,0,0,1755840.875,104192.7578125,231539.453125,23153.9453125,0,150500.640625,92615.78125,0,0,211279.75,2337583.75,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,1,1
0687-006-001,3874000,0,1362400,2511600,125200,153500,25000,429000,364000,480000,0,0,102000,5399200,0.842694699764252,4597157,0,1616718.375,2980438.75,148571,182153.75,29666.734375,509081.15625,431947.65625,569601.3125,0,0,121040.2734375,6407065.5,19,Apr-Jun 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0687-006-002,1086366.625,0,436366.65625,650000,408000,83000,127600,0,41600,600000,0,0,159600,2423166.5,0.842694699764252,1289158,0,517822.9375,771335.125,484161.09375,98493.5625,151419.015625,0,49365.4453125,712001.625,0,0,189392.4375,2875497.5,19,Apr-Jun 2019,Urban,Rest of urban,Mainland,2,1.8799999952316284
0688-001-001,4492886,0,3348885.75,1144000,62000,233000,15000,78000,84000,36000,0,57100,134000,4958986,1.01817429065704,4412688.5,0,3289108.5,1123579.75,60893.30859375,228840.984375,14732.251953125,76607.7109375,82500.609375,35357.40234375,0,56080.7734375,131608.109375,4870468.5,18,Oct-Dec 2019,Rural,Rural,Mainland,6,3.8799999952316284
0689-001-001,3137377.75,104000,3137377.75,104000,12000,110000,250000,0,0,48000,0,149500,66000,3766877.75,1.03654038906097,3026778,100333.765625,3026778,100333.765625,11576.97265625,106122.25,241186.9375,0,0,46307.890625,0,144229.78125,63673.3515625,3634086.75,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,7,6.400000065565109
0689-001-008,3109032.25,0,3109032.25,0,10400,85000,0,0,0,24000,0,2212000,72000,5427432,1.01817429065704,3053536.5,0,3053536.5,0,10214.361328125,83482.7578125,0,0,0,23571.603515625,0,2172516,70714.8046875,5330553,18,Oct-Dec 2019,Rural,Rural,Mainland,4,4.080000042915344
0690-001-001,1645626.625,0,1255626.625,390000,50000,75000,15000,0,0,12000,0,64000,46800,1833426.625,1.03654038906097,1587614.625,0,1211363,376251.625,48237.38671875,72356.078125,14471.2158203125,0,0,11576.97265625,0,61743.85546875,45150.1953125,1768794.25,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,3,2.439999997615814
0692-002-001,4791800,0,3803800,988000,497200,615000,32500,0,0,144000,0,84000,583400,6132900,1.03654038906097,4622878,0,3669707.5,953170.75,479672.5625,593319.875,31354.30078125,0,0,138923.671875,0,81038.8125,562833.8125,5916701.5,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,3.240000009536743
0694-001-001,6557997,0,3708396.75,2849600,648000,1020000,665000,234000,3780000,780000,15000,4550000,426000,17655996,1.03654038906097,6326813,0,3577667.5,2749145.25,625156.5625,984042.6875,641557.25,225750.96875,3646746.5,752503.25,14471.2158203125,4389602,410982.53125,17033582,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,8,6.399999976158142
0695-001-001,3116100,0,1972100,1144000,116800,175000,36000,0,260000,12000,0,0,216000,3756900,0.972517251968384,3204159,0,2027830.375,1176328.75,120100.6953125,179945.390625,37017.33984375,0,267347.4375,12339.1123046875,0,0,222104.03125,3863067.75,18,Apr-Jun 2019,Rural,Rural,Mainland,5,4.159999996423721
0695-004-001,2531106.5,0,2479106.5,52000,15600,160000,46000,240500,0,48000,0,243000,48000,3172206.5,0.972517251968384,2602634,0,2549164.5,53469.48828125,16040.8466796875,164521.5,47299.93359375,247296.390625,0,49356.44921875,0,249867.03125,49356.44921875,3261851.25,18,Apr-Jun 2019,Rural,Rural,Mainland,8,6.440000027418137
0695-004-003,1249485.75,0,1249485.75,0,111600,261000,47000,78000,312000,18000,0,74000,450000,2340085.75,0.972517251968384,1284795.5,0,1284795.5,0,114753.75,268375.6875,48328.19140625,80204.234375,320816.9375,18508.669921875,0,76091.1953125,462716.71875,2406215.25,18,Apr-Jun 2019,Rural,Rural,Mainland,4,3.0799999833106995
0696-001-001,552623.25,0,552623.25,0,53200,0,12000,0,0,0,0,0,0,617823.25,0.972517251968384,568240.0625,0,568240.0625,0,54703.3984375,0,12339.1123046875,0,0,0,0,0,0,635282.5625,18,Apr-Jun 2019,Rural,Rural,Mainland,1,0.7200000286102295
0696-002-001,769112.5,0,769112.5,0,5200,47000,0,0,0,0,0,0,27600,801912.5,0.972517251968384,790847.125,0,790847.125,0,5346.94873046875,48328.19140625,0,0,0,0,0,0,28379.958984375,824574.0625,18,Apr-Jun 2019,Rural,Rural,Mainland,4,2.759999990463257
0696-004-001,784290,0,784290,0,53200,59000,6000,65000,0,0,0,16000,30000,954490,0.842694699764252,930692.9375,0,930692.9375,0,63130.8125,70013.4921875,7120.01611328125,77133.5078125,0,0,0,18986.7109375,35600.08203125,1132664,18,Apr-Jun 2019,Urban,Rest of urban,Mainland,5,3.2799999713897705
0697-001-001,3994420.5,0,3994420.5,0,821200,503500,145200,3241000,338000,192000,0,2045000,736400,11513220,1.03654038906097,3853608.25,0,3853608.25,0,792250.875,485750.5,140081.375,3126747.5,326084.75,185231.5625,0,1972909.125,710440.25,11107353,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,4,3.8799999952316284
0698-001-001,3329704.5,0,2861704.5,468000,48000,143000,0,0,0,96000,0,119500,70800,3664004.5,1.03654038906097,3212325,0,2760823,451501.9375,46307.890625,137958.921875,0,0,0,92615.78125,0,115287.3515625,68304.140625,3534840,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,7,5.840000003576279
0698-003-002,986896.75,0,986896.75,0,386000,142000,40000,39000,104000,12000,0,0,129500,1697396.75,1.01817429065704,969280.75,0,969280.75,0,379109.9375,139465.3125,39286.00390625,38303.85546875,102143.609375,11785.8017578125,0,0,127188.4375,1667098.375,18,Oct-Dec 2019,Rural,Rural,Mainland,4,2.4800000190734863
0698-009-001,1947437.125,546000,2311437,182000,26000,109000,9000,65000,88000,144000,0,7600,122400,2955437,1.01817429065704,1912675.625,536253.9375,2270178,178751.328125,25535.90234375,107054.359375,8839.3505859375,63839.7578125,86429.2109375,141429.609375,0,7464.3408203125,120215.171875,2902682.75,18,Oct-Dec 2019,Rural,Rural,Mainland,6,4.239999979734421
0699-001-001,3200426.5,390000,1380426.625,2210000,281200,225000,48000,98000,3120000,96000,0,3300000,474000,11007626,1.03654038906097,3087604.25,376251.625,1331763.5,2132092.5,271287.0625,217068.234375,46307.890625,94545.28125,3010013,92615.78125,0,3183667.5,457290.4375,10619582,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,3,2.8799999952316284
0700-001-001,1368394.5,0,1368394.5,0,114600,335000,0,0,0,180000,0,795000,44400,2502394.5,1.03654038906097,1320155.5,0,1320155.5,0,110560.09375,323190.5,0,0,0,173654.59375,0,766974.4375,42834.80078125,2414179.5,18,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,4.879999995231628
0701-003-001,6443667,0,3843666.75,2600000,966000,705000,180000,910000,2520000,144000,0,0,450000,11613667,1.12459218502045,5729781,0,3417831.75,2311949.25,858978.0625,626893.9375,160058.015625,809182.25,2240812.25,128046.4140625,0,0,400145.0625,10327003,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,4,2.759999990463257
0702-001-001,3278600,0,2394600,884000,1210400,680000,87000,39000,156000,480000,0,300000,252000,5803000,1.03654038906097,3163022,0,2310185,852837,1167730.625,656028.4375,83933.0546875,37625.16015625,150500.640625,463078.90625,0,289424.3125,243116.4375,5598431,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,4.639999985694885
0703-001-001,3603600,0,1939600,1664000,168800,475000,9600,1105000,0,72000,0,16000,48000,5023000,1.03654038906097,3476565,0,1871224.75,1605340.25,162849.421875,458255.1875,9261.578125,1066046.25,0,69461.8359375,0,15435.9638671875,46307.890625,4845928,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,3,2.560000002384186
0705-002-001,1092000,520000,0,1612000,0,0,0,130000,0,0,0,580000,0,2322000,0.972517251968384,1122859.25,534694.875,0,1657554.125,0,0,0,133673.71875,0,0,0,596390.4375,0,2387618.25,18,Apr-Jun 2019,Rural,Rural,Mainland,10,7.520000010728836
0706-002-001,3231280,312000,3231280,312000,670400,459000,44600,0,0,300000,0,2542000,174000,7274280,1.03654038906097,3117370,301001.28125,3117370,301001.28125,646766.875,442819.21875,43027.75,0,0,289424.3125,0,2452388.75,167866.109375,7017845,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,4,3.8799999952316284
0707-001-001,2985047.5,0,2896647.5,88400,298400,195000,51000,203100,520000,120000,0,205000,180000,4562547.5,0.972517251968384,3069403.25,0,2978505,90898.1328125,306832.59375,200510.578125,52441.23046875,208839.484375,534694.875,123391.125,0,210793.171875,185086.6875,4691482.5,19,Apr-Jun 2019,Rural,Rural,Mainland,11,8.520000040531158
0707-001-003,1820000,0,0,1820000,0,150000,30000,0,0,72000,0,0,66000,1988000,0.969407081604004,1877436.25,0,0,1877436.25,0,154733.75,30946.751953125,0,0,74272.203125,0,0,68082.8515625,2050738,19,Jul-Sep 2019,Rural,Rural,Mainland,1,0.8799999952316284
0707-002-001,1560000,0,0,1560000,420000,170000,24000,0,0,540000,0,0,96000,2640000,1.03654038906097,1505006.5,0,0,1505006.5,405194.0625,164007.109375,23153.9453125,0,0,520963.78125,0,0,92615.78125,2546934,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,1,1
0708-002-001,608243.5,0,608243.5,0,223600,2000,54000,0,0,72000,0,0,114000,1071843.5,0.95273357629776,638419.3125,0,638419.3125,0,234693.109375,2099.22265625,56679.015625,0,0,75572.015625,0,0,119655.6953125,1125019.125,25,Jan-Mar 2019,Rural,Rural,Mainland,2,1.7599999904632568
0709-001-001,2308800,0,1892800,416000,0,145000,12000,0,156000,180000,0,25000,104400,2786200,1.03654038906097,2227409.5,0,1826074.5,401335.0625,0,139888.421875,11576.97265625,0,150500.640625,173654.59375,0,24118.693359375,100719.6640625,2687980.25,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,3,3.0800000429153442
0709-001-002,3390400,395200,1887600,1898000,358400,242000,87000,85000,0,300000,10000,18000,134400,4778400,1.03654038906097,3270880.75,381268.3125,1821057.875,1831091.25,345765.59375,233468.953125,83933.0546875,82003.5546875,0,289424.3125,9647.4775390625,17365.458984375,129662.09375,4609950.5,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,3.240000009536743
0710-001-001,2480335,0,2480335,0,10400,95000,101000,26000,60000,60000,0,114500,126000,2978235,0.972517251968384,2550427.75,0,2550427.75,0,10693.8974609375,97684.640625,103854.1953125,26734.744140625,61695.5625,61695.5625,0,117735.703125,129560.6875,3062398,19,Apr-Jun 2019,Rural,Rural,Mainland,5,4.2799999713897705
0710-003-001,2979600,26000,3005600,0,0,330000,24000,0,0,48000,0,47000,114000,3238600,0.972517251968384,3063801.75,26734.744140625,3090536.5,0,0,339325.59375,24678.224609375,0,0,49356.44921875,0,48328.19140625,117221.5703125,3330120.75,19,Apr-Jun 2019,Rural,Rural,Mainland,10,8.080000013113022
0710-003-003,2032983.375,0,1980983.375,52000,0,85000,0,200000,0,24000,0,22500,48000,2327483.5,1.01817429065704,1996694.875,0,1945623,51071.8046875,0,83482.7578125,0,196430.03125,0,23571.603515625,0,22098.376953125,47143.20703125,2285938.25,19,Oct-Dec 2019,Rural,Rural,Mainland,4,3.6399999856948853
0710-004-001,2458857,0,1002857.125,1456000,34400,15000,12000,156000,0,24000,0,0,40800,2726057,0.972517251968384,2528342.75,0,1031197.25,1497145.625,35372.125,15423.890625,12339.1123046875,160408.46875,0,24678.224609375,0,0,41952.984375,2803093.75,19,Apr-Jun 2019,Rural,Rural,Mainland,3,2.600000023841858
0711-001-003,2831400,0,2259400,572000,190400,195000,218000,45500,156000,144000,0,0,126000,3711300,0.989414274692535,2861693,0,2283573.25,578119.8125,192437.09375,197086.296875,220332.375,45986.8046875,157669.046875,145540.65625,0,0,127348.0703125,3751007.25,25,Jan-Mar 2019,Urban,Rest of urban,Mainland,6,4.199999988079071
0714-001-002,2332200,0,2332200,0,521200,300000,66000,338000,208000,72000,0,90000,343000,3970400,1.01817429065704,2290570.5,0,2290570.5,0,511896.65625,294645.03125,64821.90625,331966.75,204287.21875,70714.8046875,0,88393.5078125,336877.5,3899528.75,24,Oct-Dec 2019,Rural,Rural,Mainland,4,3.0399999916553497
0715-001-001,6117800,0,4027400,2090400,646400,272000,120000,39000,1440000,192000,0,96000,929400,9580600,1.03654038906097,5902133.5,0,3885425,2016708.625,623612.9375,262411.375,115769.7265625,37625.16015625,1389236.75,185231.5625,0,92615.78125,896636.5625,9242862,19,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,3.6400000154972076
0715-004-001,1276860,0,1276860,0,710000,55000,54000,0,180000,216000,0,46000,198000,2680860,0.842694699764252,1515210.625,0,1515210.625,0,842535.25,65266.81640625,64080.1484375,0,213600.484375,256320.59375,0,54586.79296875,234960.53125,3181294.5,17,Apr-Jun 2019,Urban,Rest of urban,Mainland,4,3.600000023841858
0717-001-001,1777970.875,0,1673970.875,104000,20800,196000,10000,0,0,24000,0,35800,48000,1916570.875,0.972517251968384,1828215.25,0,1721276.25,106938.9765625,21387.794921875,201538.84375,10282.59375,0,0,24678.224609375,0,36811.6875,49356.44921875,1970732,25,Apr-Jun 2019,Rural,Rural,Mainland,8,6.760000020265579
0718-001-001,4709466.5,0,4709466.5,0,5200,60000,24000,58500,0,18000,0,95500,67200,4977866.5,0.972517251968384,4842553,0,4842553,0,5346.94873046875,61695.5625,24678.224609375,60153.17578125,0,18508.669921875,0,98198.7734375,69099.03125,5118538,19,Apr-Jun 2019,Rural,Rural,Mainland,9,7.480000019073486
0718-003-001,780000,0,780000,0,5200,41000,18000,0,0,0,0,0,54000,857200,0.969407081604004,804615.5625,0,804615.5625,0,5364.103515625,42293.89453125,18568.05078125,0,0,0,0,0,55704.15234375,884251.875,19,Jul-Sep 2019,Rural,Rural,Mainland,4,2.759999990463257
0718-010-001,2710933.25,109200,2820133.25,0,52400,193000,52200,0,0,72000,0,38000,66000,3100733.25,1.01817429065704,2662543.5,107250.7890625,2769794.25,0,51464.66796875,189554.96875,51268.234375,0,0,70714.8046875,0,37321.703125,64821.90625,3045385.5,25,Oct-Dec 2019,Rural,Rural,Mainland,10,7.520000010728836
0719-001-001,926278.25,0,926278.25,0,11200,62000,48000,0,36000,6000,2000,15000,69600,1114078.25,0.842694699764252,1099186,0,1099186,0,13290.697265625,73573.5,56960.12890625,0,42720.09765625,7120.01611328125,2373.3388671875,17800.041015625,82592.1875,1322042.5,25,Apr-Jun 2019,Urban,Rest of urban,Mainland,8,6.040000081062317
0720-001-001,5130184.5,0,5130184.5,0,5200,20000,127200,0,0,36000,0,113000,102000,5513584.5,0.972517251968384,5275160.5,0,5275160.5,0,5346.94873046875,20565.1875,130794.59375,0,0,37017.33984375,0,116193.3125,104882.4609375,5669395,25,Apr-Jun 2019,Rural,Rural,Mainland,14,12.36000007390976
0720-001-011,6436040,20800,3794440,2662400,10000,504800,124800,1270100,1456000,90000,0,712900,194400,10315040,0.972517251968384,6617918.5,21387.794921875,3901668.5,2737637.75,10282.59375,519065.34375,128326.7734375,1305992.25,1497145.625,92543.34375,0,733046.125,199893.625,10606537,25,Apr-Jun 2019,Rural,Rural,Mainland,17,13.200000017881393
0720-010-001,2327173.25,0,2327173.25,0,5200,180000,44000,0,0,144000,0,53000,177000,2750373.25,1.01817429065704,2285633.5,0,2285633.5,0,5107.1806640625,176787.015625,43214.60546875,0,0,141429.609375,0,52053.95703125,173840.578125,2701279.5,19,Oct-Dec 2019,Rural,Rural,Mainland,9,6
0720-010-006,2767093.25,0,2689093.25,78000,5200,37000,24000,0,1040000,72000,0,60000,156000,4124293.25,1.01817429065704,2717701,0,2641093.25,76607.7109375,5107.1806640625,36339.5546875,23571.603515625,0,1021436.125,70714.8046875,0,58929.0078125,153215.421875,4050675,19,Oct-Dec 2019,Rural,Rural,Mainland,11,7.719999969005585
0720-015-001,1178546.125,62400,1240946.125,0,22400,65500,55000,115000,60000,0,0,15000,114000,1622346.125,0.972517251968384,1211851.125,64163.38671875,1276014.5,0,23033.009765625,67350.9921875,56554.265625,118249.828125,61695.5625,0,0,15423.890625,117221.5703125,1668192.625,25,Apr-Jun 2019,Rural,Rural,Mainland,6,3.719999998807907
0720-015-003,1385800,0,1385800,0,226400,199000,21000,26000,0,54000,0,0,81600,1794800,0.969407081604004,1429533.625,0,1429533.625,0,233544.8125,205280.125,21662.7265625,26820.517578125,0,55704.15234375,0,0,84175.1640625,1851441,25,Jul-Sep 2019,Rural,Rural,Mainland,4,2.759999990463257
0720-015-004,2048800,0,956800,1092000,17200,104000,46000,195000,0,36000,0,0,60000,2403000,0.972517251968384,2106697.75,0,983838.5625,1122859.25,17686.0625,106938.9765625,47299.93359375,200510.578125,0,37017.33984375,0,0,61695.5625,2470907.25,25,Apr-Jun 2019,Rural,Rural,Mainland,3,2.280000001192093
0721-002-001,3082560,0,3082560,0,101200,88000,198400,13000,0,84000,0,28000,120000,3627160,0.842694699764252,3657979.5,0,3657979.5,0,120090.9453125,104426.90625,235435.203125,15426.7021484375,0,99680.2265625,0,33226.7421875,142400.328125,4304239.5,25,Apr-Jun 2019,Urban,Rest of urban,Mainland,12,9.03999999165535
0722-001-001,2212253.25,0,2212253.25,0,5200,202500,6000,32500,0,0,0,97500,143000,2496453.25,1.01817429065704,2172764.75,0,2172764.75,0,5107.1806640625,198885.40625,5892.90087890625,31919.87890625,0,0,0,95759.6328125,140447.46875,2451891.75,25,Oct-Dec 2019,Rural,Rural,Mainland,10,7.319999992847443
0723-001-001,1610920.875,0,1610920.875,0,15600,48000,68000,13000,0,0,0,15000,62400,1784920.875,0.972517251968384,1656444.5,0,1656444.5,0,16040.8466796875,49356.44921875,69921.640625,13367.3720703125,0,0,0,15423.890625,64163.38671875,1835361.625,25,Apr-Jun 2019,Rural,Rural,Mainland,5,4.120000004768372
0724-001-001,747500,0,747500,0,7600,62000,12000,0,0,12000,0,0,24000,803100,0.972517251968384,768623.875,0,768623.875,0,7814.771484375,63752.08203125,12339.1123046875,0,0,12339.1123046875,0,0,24678.224609375,825795.125,25,Apr-Jun 2019,Rural,Rural,Mainland,2,1.8799999952316284
0724-002-001,1362573.375,0,1362573.375,0,5200,42000,0,90500,0,48000,0,62000,60900,1629173.375,1.01817429065704,1338251.625,0,1338251.625,0,5107.1806640625,41250.3046875,0,88884.5859375,0,47143.20703125,0,60893.30859375,59812.94140625,1600092.875,25,Oct-Dec 2019,Rural,Rural,Mainland,7,5.5200000405311584
0725-001-001,1770600,26000,1796600,0,15600,50000,18000,130000,24000,12000,0,66000,95200,2157400,0.972517251968384,1820636.125,26734.744140625,1847370.875,0,16040.8466796875,51412.96875,18508.669921875,133673.71875,24678.224609375,12339.1123046875,0,67865.1171875,97890.296875,2218366.75,25,Apr-Jun 2019,Rural,Rural,Mainland,8,6.159999966621399
0725-004-001,1722240,0,1384240,338000,70400,108000,25200,195000,616000,48000,5000,0,86400,2768240,0.972517251968384,1770909.5,0,1423357.75,347551.6875,72389.4609375,111052.015625,25912.13671875,200510.578125,633407.8125,49356.44921875,5141.296875,0,88841.609375,2846468.75,25,Apr-Jun 2019,Rural,Rural,Mainland,4,2.759999990463257
0726-001-001,2177500,0,1033500,1144000,36000,102000,30300,3129000,104000,240000,0,9000,34800,5760600,0.972517251968384,2239034.75,0,1062706.125,1176328.75,37017.33984375,104882.4609375,31156.259765625,3217423.75,106938.9765625,246782.25,0,9254.3349609375,35783.42578125,5923391,25,Apr-Jun 2019,Rural,Rural,Mainland,6,3.8799999952316284
0726-004-001,731250,0,731250,0,118400,96000,54000,0,0,144000,0,25500,30000,1103150,0.972517251968384,751914.6875,0,751914.6875,0,121745.9140625,98712.8984375,55526.0078125,0,0,148069.359375,0,26220.615234375,30847.78125,1134324.375,25,Apr-Jun 2019,Rural,Rural,Mainland,4,3.6399999856948853
0726-004-006,693544.375,0,693544.375,0,5200,30000,16000,0,0,0,0,0,46800,761544.375,0.972517251968384,713143.5,0,713143.5,0,5346.94873046875,30847.78125,16452.150390625,0,0,0,0,0,48122.5390625,783065.1875,25,Apr-Jun 2019,Rural,Rural,Mainland,2,2
0727-001-001,1149633.375,0,1149633.375,0,0,27000,26000,0,0,36000,0,60000,85200,1356833.375,0.972517251968384,1182121.375,0,1182121.375,0,0,27763.00390625,26734.744140625,0,0,37017.33984375,0,61695.5625,87607.703125,1395176.625,25,Apr-Jun 2019,Rural,Rural,Mainland,5,4.960000038146973
0729-001-002,2393716,0,1353716,1040000,5200,370000,89000,65000,0,0,0,245000,150000,2947916,0.972517251968384,2461361,0,1391971.25,1069389.75,5346.94873046875,380455.96875,91515.0859375,66836.859375,0,0,0,251923.546875,154238.90625,3031222.25,25,Apr-Jun 2019,Rural,Rural,Mainland,10,6.4000000059604645
0729-003-001,1762800,0,1762800,0,82400,80000,102000,0,0,24000,1000,27000,120000,2119200,0.972517251968384,1812615.625,0,1812615.625,0,84728.5703125,82260.75,104882.4609375,0,0,24678.224609375,1028.2593994140625,27763.00390625,123391.125,2179087.25,25,Apr-Jun 2019,Rural,Rural,Mainland,7,4.639999985694885
0729-004-001,2228522,0,2072521.875,156000,125200,95000,72000,0,48000,48000,0,55000,84000,2660722,0.972517251968384,2291498.75,0,2131090,160408.46875,128738.078125,97684.640625,74034.6796875,0,49356.44921875,49356.44921875,0,56554.265625,86373.7890625,2735912.5,25,Apr-Jun 2019,Rural,Rural,Mainland,7,4.759999990463257
0731-001-001,1488933.375,0,1488933.375,0,5200,145000,12000,253500,0,24000,0,8000,40800,1832433.375,1.01817429065704,1462356.125,0,1462356.125,0,5107.1806640625,142411.765625,11785.8017578125,248975.0625,0,23571.603515625,0,7857.201171875,40071.7265625,1799724.625,25,Oct-Dec 2019,Rural,Rural,Mainland,4,2.9999999701976776
0731-001-003,1096333.375,0,1096333.375,0,5200,98000,29900,39000,0,0,0,0,576800,1747233.375,1.01817429065704,1076764,0,1076764,0,5107.1806640625,96250.7109375,29366.2890625,38303.85546875,0,0,0,0,566504.1875,1716045.5,25,Oct-Dec 2019,Rural,Rural,Mainland,3,1.7599999904632568
0732-001-001,1810513.125,0,1810513.125,0,5200,85000,34000,0,0,0,0,20000,69600,1939313.125,1.01817429065704,1778195.625,0,1778195.625,0,5107.1806640625,83482.7578125,33393.10546875,0,0,0,0,19643.001953125,68357.6484375,1904696.625,25,Oct-Dec 2019,Rural,Rural,Mainland,4,2.560000002384186
0733-001-001,2496495.25,0,1248495.25,1248000,7600,18500,36000,305500,0,42000,0,85000,64000,3036595.25,0.972517251968384,2567044.75,0,1283777,1283267.75,7814.771484375,19022.798828125,37017.33984375,314133.25,0,43186.89453125,0,87402.046875,65808.6015625,3122407.5,25,Apr-Jun 2019,Rural,Rural,Mainland,9,6.439999997615814
0734-001-001,2147600,0,2147600,0,0,85000,61000,0,0,72000,0,65000,136000,2481600,0.972517251968384,2208289.75,0,2208289.75,0,0,87402.046875,62723.82421875,0,0,74034.6796875,0,66836.859375,139843.28125,2551728.5,25,Apr-Jun 2019,Rural,Rural,Mainland,7,5.359999984502792
0736-001-001,4386200,0,2306200,2080000,1058000,0,36000,0,832000,120000,0,4090000,292800,10815000,1.09682285785675,3999005,0,2102618.5,1896386.5,964604.25,0,32822.07421875,0,758554.5625,109406.9140625,0,3728952.25,266952.875,9860298,19,Jul-Sep 2019,Urban,Rest of urban,Mainland,8,8.160000085830688
0736-003-001,3940413.75,182000,2728813.75,1393600,18000,99500,41000,338000,12000,12000,0,204000,18000,4765414,0.972517251968384,4051767.5,187143.203125,2805928.25,1432982.25,18508.669921875,102311.8125,42158.63671875,347551.6875,12339.1123046875,12339.1123046875,0,209764.921875,18508.669921875,4900081.5,25,Apr-Jun 2019,Rural,Rural,Mainland,15,11.560000032186508
0736-003-003,731900,0,731900,0,48000,20000,0,0,0,0,0,28000,38400,846300,0.969407081604004,754997.5625,0,754997.5625,0,49514.80078125,20631.16796875,0,0,0,0,0,28883.634765625,39611.84375,873007.875,25,Jul-Sep 2019,Rural,Rural,Mainland,5,3.759999990463257
0736-003-004,1344416.625,0,1344416.625,0,17200,59000,43500,0,0,120000,0,0,98400,1623516.625,0.972517251968384,1382409,0,1382409,0,17686.0625,60667.3046875,44729.28515625,0,0,123391.125,0,0,101180.7265625,1669396.25,25,Apr-Jun 2019,Rural,Rural,Mainland,3,2.280000001192093
0736-003-005,2245338.5,0,1829338.375,416000,55600,69000,109200,65000,204000,102000,0,0,72000,2853138.5,0.972517251968384,2308790.5,0,1881034.375,427755.90625,57171.22265625,70949.8984375,112285.9296875,66836.859375,209764.921875,104882.4609375,0,0,74034.6796875,2933766.5,25,Apr-Jun 2019,Rural,Rural,Mainland,3,2.3599999845027924
0736-003-006,782600,0,678600,104000,35200,135000,38000,76500,60000,36000,0,0,94800,1123100,0.972517251968384,804715.8125,0,697776.8125,106938.9765625,36194.73046875,138815.015625,39073.85546875,78661.84375,61695.5625,37017.33984375,0,0,97478.9921875,1154838.125,25,Apr-Jun 2019,Rural,Rural,Mainland,4,2.6800000071525574
0737-001-001,1188720,0,1188720,0,8800,209000,25000,136500,0,36000,0,94000,132500,1621520,1.01817429065704,1167501.5,0,1167501.5,0,8642.9208984375,205269.375,24553.75390625,134063.484375,0,35357.40234375,0,92322.109375,130134.890625,1592576,20,Oct-Dec 2019,Rural,Rural,Mainland,7,4.959999978542328
0738-001-001,2581800,0,2165800,416000,257200,205000,45000,1124500,320000,180000,0,123500,72000,4704000,0.95273357629776,2709886.75,0,2273248.25,436638.34375,269960.03125,215170.328125,47232.51171875,1180288,335875.625,188930.046875,0,129627.0078125,75572.015625,4937372,25,Jan-Mar 2019,Rural,Rural,Mainland,6,4.159999966621399
