sdd_hhid,foodbev,alctob,foodIN,foodOUT,utilities,clothing,hhexpenses,health,transport,communic,recreat,educa,other,expm,fisherb4c4,foodbevR,alctobR,foodINR,foodOUTR,utilitiesR,clothingR,hhexpensesR,healthR,transportR,communicR,recreatR,educaR,otherR,expmR,region,quarter,urban,area,mainland,hhsize,adulteq
0267-001-006,8452600,0,5293600,3159000,1168400,629000,166000,236000,1456000,216000,0,228000,1019400,12942400,1.12459218502045,7516147,0,4707128.5,2809018.25,1038954.375,559313.875,147609.0625,209853.84375,1294691.5,192069.625,0,202740.15625,906461.9375,11508527,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,7,5.96000000834465
0267-104-001,4914000,0,0,4914000,324000,164000,205000,0,416000,180000,0,0,69600,6108600,1.09637653827667,4482037,0,0,4482037,295518.90625,149583.640625,186979.5625,0,379431.6875,164177.171875,0,0,63481.83984375,5571626,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,3,2.3599999845027924
0268-001-001,1820000,0,0,1820000,480000,90000,10000,0,0,72000,0,0,57600,2439600,0.842694699764252,2159738.25,0,0,2159738.25,569601.3125,106800.2421875,11866.693359375,0,0,85440.1953125,0,0,68352.15625,2894998.75,6,Apr-Jun 2019,Urban,Rest of urban,Mainland,1,1
0268-001-002,1563898.5,0,1563898.5,0,43600,70000,0,89000,312000,36000,0,18000,114000,2176498.5,0.972517251968384,1608093.375,0,1608093.375,0,44832.109375,71978.15625,0,91515.0859375,320816.9375,37017.33984375,0,18508.669921875,117221.5703125,2238005,6,Apr-Jun 2019,Rural,Rural,Mainland,4,2.399999976158142
0269-001-001,3576712.75,0,2536712.75,1040000,360000,390000,70000,0,130000,180000,0,50000,120000,4486713,1.01817429065704,3512868.75,0,2491432.75,1021436.125,353574.03125,383038.53125,68750.5078125,0,127679.515625,176787.015625,0,49107.5078125,117858.015625,4406625.5,6,Oct-Dec 2019,Rural,Rural,Mainland,4,2.719999998807907
0270-002-001,3588866.75,0,2834866.75,754000,979600,243000,53000,169000,0,240000,0,3550000,138000,8718467,1.09637653827667,3273388.75,0,2585669,687719.9375,893488.6875,221639.1875,48341.0546875,154144.125,0,218902.890625,0,3237938.75,125869.1640625,7952073.5,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,5,4.360000014305115
0271-002-001,2286093.25,0,2286093.25,0,509200,177500,51500,0,728000,96000,0,47000,114000,3831793.25,1.09637653827667,2085135.125,0,2085135.125,0,464438.96875,161896.9375,46972.9140625,0,664005.4375,87561.15625,0,42868.484375,103978.875,3494961,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,4,2.919999986886978
0272-001-001,2945800,0,2945800,0,893200,574000,27500,754000,650000,120000,0,80000,174000,5644500,1.12459218502045,2619438.5,0,2619438.5,0,794243.5,510407.25,24453.30859375,670465.25,577987.3125,106705.34375,0,71136.8984375,154722.75,5019153,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,5,4.119999974966049
0273-001-001,3554200,0,3117400,436800,574400,190000,100000,123500,1664000,720000,0,35000,120000,6891100,1.12459218502045,3160434.5,0,2772027,388407.46875,510762.9375,168950.140625,88921.125,109817.5859375,1479647.5,640232.0625,0,31122.392578125,106705.34375,6127643.5,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,4,3.8000000715255737
0273-005-001,2735200,0,1799200,936000,869200,138000,0,0,780000,192000,0,0,104400,4680800,1.12459218502045,2432170.5,0,1599868.875,832301.6875,772902.375,122711.1484375,0,0,693584.75,170728.5625,0,0,92833.65625,4162220,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,3,2.280000001192093
0274-001-001,923297.125,234000,1157297.125,0,206800,30000,0,0,0,0,0,0,56000,1420097.125,1.12459218502045,821006.1875,208075.421875,1029081.625,0,183888.875,26676.3359375,0,0,0,0,0,0,49795.828125,1262766.25,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,1,0.7200000286102295
0275-001-002,1690000,104000,1690000,104000,190400,0,24000,0,0,36000,0,13400,96000,2153800,1.01817429065704,1659833.75,102143.609375,1659833.75,102143.609375,187001.375,0,23571.603515625,0,0,35357.40234375,0,13160.8115234375,94286.4140625,2115355,13,Oct-Dec 2019,Rural,Rural,Mainland,11,8.52000007033348
0276-001-001,1268800,0,0,1268800,192000,182000,26000,0,104000,144000,0,31000,35400,1801200,1.12459218502045,1128231.25,0,0,1128231.25,170728.5625,161836.4375,23119.4921875,0,92477.96875,128046.4140625,0,27565.548828125,31478.078125,1601647.25,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,4,2.9999999701976776
0277-001-001,4633200,0,3411200,1222000,629200,291000,50000,260000,650000,168000,0,0,225000,6615400,1.12459218502045,4119893.5,0,3033277.25,1086616.125,559491.6875,258760.46875,44460.5625,231194.921875,577987.3125,149387.484375,0,0,200072.53125,5882488,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,8,6.880000025033951
0277-008-001,1099800,0,839800,260000,478400,27000,0,195000,0,42000,0,36000,40200,1891400,1.12459218502045,977954.5,0,746759.5625,231194.921875,425398.65625,24008.703125,0,173396.1875,0,37346.87109375,0,32011.603515625,35746.29296875,1681854.125,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,2,1.6800000071525574
0278-001-001,1937000,0,1937000,0,581200,90000,151500,130000,0,96000,0,28000,108000,3031700,1.12459218502045,1722402.125,0,1722402.125,0,516809.5625,80029.0078125,134715.5,115597.4609375,0,85364.28125,0,24897.9140625,96034.8125,2695821.75,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,3,2.479999989271164
0278-001-002,1092000,0,0,1092000,300000,64000,18000,0,0,90000,0,0,98400,1598400,1.12459218502045,971018.6875,0,0,971018.6875,266763.375,56909.51953125,16005.8017578125,0,0,80029.0078125,0,0,87498.3828125,1421315.25,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,1,0.8799999952316284
0279-002-001,1820000,0,1617200,202800,437200,211000,0,0,312000,36000,0,75000,66000,2746200,1.12459218502045,1618364.5,0,1438032.375,180332.03125,388763.15625,187623.5625,0,0,277433.90625,32011.603515625,0,66690.84375,58687.94140625,2441952,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,2,1.8799999952316284
0279-002-002,3881800,0,2685800,1196000,536800,333000,27000,45500,1144000,216000,12000,0,174000,6037100,1.12459218502045,3451740.25,0,2388243.5,1063496.625,477328.59375,296107.34375,24008.703125,40459.109375,1017257.625,192069.625,10670.53515625,0,154722.75,5368257,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,3,2.280000001192093
0279-003-001,2600000,416000,0,3016000,120000,57000,25000,0,0,180000,0,0,86400,3427400,1.03654038906097,2508344.25,401335.0625,0,2909679.25,115769.7265625,54990.62109375,24118.693359375,0,0,173654.59375,0,0,83354.203125,3306576.5,9,Oct-Dec 2019,Urban,Rest of urban,Mainland,1,1
0279-006-001,1014000,0,0,1014000,180000,550000,0,200000,728000,96000,15000,0,126000,2359000,1.01817429065704,995900.25,0,0,995900.25,176787.015625,540182.5625,0,196430.03125,715005.3125,94286.4140625,14732.251953125,0,123750.9140625,2316892.25,8,Oct-Dec 2019,Rural,Rural,Mainland,3,2.3599999845027924
0280-001-001,3822000,0,3120000,702000,610400,282000,60000,0,436800,120000,0,85000,194000,5328200,1.12459218502045,3398565.25,0,2774339,624226.3125,542774.5625,250757.5625,53352.671875,0,388407.46875,106705.34375,0,75582.953125,172506.984375,4737895.5,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,5,4.7200000286102295
0280-001-003,1633320,0,1633320,0,328400,356000,55000,494000,176800,96000,0,0,240000,3023520,1.12459218502045,1452366.5,0,1452366.5,0,292016.96875,316559.1875,48906.6171875,439270.34375,157212.546875,85364.28125,0,0,213410.6875,2688548,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,3,2.3599999845027924
0280-001-004,2065960,0,2065960,0,575200,295000,110000,429000,54000,144000,0,0,787000,4165160,1.12459218502045,1837074.875,0,1837074.875,0,511474.3125,262317.3125,97813.234375,381471.625,48017.40625,128046.4140625,0,0,699809.25,3703707,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,2,1.8799999952316284
0283-001-001,1488438.125,0,1098438.125,390000,275200,18000,0,0,208000,120000,0,0,96000,2187638,1.09637653827667,1357597.625,0,1001880.375,355717.21875,251008.65625,16417.716796875,0,0,189715.84375,109451.4453125,0,0,87561.15625,1995334.5,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,2,1.7599999904632568
0283-003-001,3130400,0,2246400,884000,453200,143000,57000,1041000,161600,96000,0,0,146400,5085600,1.09637653827667,2855223.5,0,2048931.125,806292.3125,413361.625,130429.640625,51989.4375,949491.3125,147394.609375,87561.15625,0,0,133530.765625,4638552.5,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,3,2.280000001192093
0283-003-002,946400,0,868400,78000,365200,185000,18000,0,104000,48000,0,0,164400,1646000,1.09796249866486,861960.25,0,790919.5625,71040.6796875,332616.09375,168493.921875,16394.001953125,0,94720.90625,43717.33984375,0,0,149731.890625,1499140.5,7,Oct-Dec 2019,Urban,Dar es Salaam,Mainland,2,1.4399999976158142
0284-001-001,2272400,0,1232400,1040000,285600,80000,0,0,0,36000,0,0,82800,2676800,1.09637653827667,2072645.625,0,1124066.375,948579.1875,260494.453125,72967.6328125,0,0,0,32835.43359375,0,0,75521.5,2441497,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,5,4.280000001192093
0285-001-001,2548000,0,0,2548000,234000,265000,72500,0,364000,420000,0,0,168000,3806500,1.09796249866486,2320662.25,0,0,2320662.25,213122.03125,241356.15625,66031.3984375,0,331523.15625,382526.71875,0,0,153010.6875,3466876.25,7,Oct-Dec 2019,Urban,Dar es Salaam,Mainland,4,2.759999990463257
0287-001-001,1703000,0,1157000,546000,688000,170000,0,0,260000,48000,0,0,144000,2843000,1.09796249866486,1551054.75,0,1053770,497284.75,626615.1875,154832.25,0,0,236802.265625,43717.33984375,0,0,131152.015625,2589341.5,7,Oct-Dec 2019,Urban,Dar es Salaam,Mainland,4,2.759999990463257
0288-001-001,3489571.5,0,2532771.5,956800,305200,330000,239000,0,291200,96000,0,0,114000,4534971.5,1.09796249866486,3178224.75,0,2306792.25,871432.3125,277969.40625,300556.71875,217675.921875,0,265218.53125,87434.6796875,0,0,103828.6796875,4130352,7,Oct-Dec 2019,Urban,Dar es Salaam,Mainland,3,2.8799999952316284
0290-001-001,4550000,0,0,4550000,235200,140000,30000,292500,1320800,240000,0,0,150000,6818500,1.09637653827667,4150034,0,0,4150034,214524.84375,127693.359375,27362.861328125,266787.90625,1204695.625,218902.890625,0,0,136814.3125,6219122.5,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,2,2
0291-001-001,1895400,0,959400,936000,506400,20000,20000,19500,208000,60000,0,0,126000,2835300,1.09637653827667,1728785.625,0,875064.3125,853721.3125,461885.125,18241.908203125,18241.908203125,17785.859375,189715.84375,54725.72265625,0,0,114924.0234375,2586064,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,2,1.7599999904632568
0291-001-003,2340000,0,0,2340000,228000,80000,193000,0,520000,360000,0,0,102000,3743000,1.03654038906097,2257509.75,0,0,2257509.75,219962.484375,77179.8203125,186196.3125,0,501668.8125,347309.1875,0,0,98404.2734375,3611050.75,1,Oct-Dec 2019,Urban,Rest of urban,Mainland,1,1
0291-001-005,541008,0,541008,0,240000,140000,200000,19500,312000,60000,0,0,200400,1572908,1.09637653827667,493450.90625,0,493450.90625,0,218902.890625,127693.359375,182419.078125,17785.859375,284573.75,54725.72265625,0,0,182783.921875,1434642.125,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,1,0.8799999952316284
0292-001-001,1915680,0,1915680,0,113200,128000,5000,79300,1226000,72000,0,74000,127000,3612180,0.972517251968384,1969816,0,1969816,0,116398.9609375,131617.203125,5141.296875,81540.96875,1260646,74034.6796875,0,76091.1953125,130588.9453125,3714258,8,Apr-Jun 2019,Rural,Rural,Mainland,5,4.7200000286102295
0294-001-001,2431000,0,1885000,546000,465600,310000,5000,0,395200,120000,0,0,228000,3644800,1.12459218502045,2161672.5,0,1676163.125,485509.34375,414016.75,275655.46875,4446.05615234375,0,351416.28125,106705.34375,0,0,202740.15625,3240997,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,3,2.3599999845027924
0295-001-001,1062100,0,1062100,0,10400,24000,0,0,0,60000,0,66000,42000,1240500,0.972517251968384,1092114.25,0,1092114.25,0,10693.8974609375,24678.224609375,0,0,0,61695.5625,0,67865.1171875,43186.89453125,1275555.75,8,Apr-Jun 2019,Rural,Rural,Mainland,5,4.639999985694885
0296-001-002,1872000,0,936000,936000,0,19000,0,67600,0,72000,0,0,27600,2039200,0.972517251968384,1924901.625,0,962450.8125,962450.8125,0,19536.927734375,0,69510.3359375,0,74034.6796875,0,0,28379.958984375,2096826.5,8,Apr-Jun 2019,Rural,Rural,Mainland,2,1.8799999952316284
0298-006-001,5219500,0,3633500,1586000,1330400,230000,36000,390000,0,288000,0,3600000,474800,11338700,1.09796249866486,4753805.5,0,3309311.5,1444493.75,1211699,209478.921875,32788.00390625,355203.375,0,262304.03125,0,3278800.5,432437.34375,10327038,7,Oct-Dec 2019,Urban,Dar es Salaam,Mainland,5,4.639999985694885
0298-006-004,9536718,0,2615517.5,6921200,612000,874000,736000,720000,312000,360000,0,1278500,736800,14292018,1.03654038906097,9200527,0,2523314.5,6677212,590425.625,843189.5,710054.3125,694618.375,301001.28125,347309.1875,0,1233430,710826.125,13788192,10,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,4.399999976158142
0298-006-006,8057647.5,0,4032847.5,4024800,587200,192500,213500,1131500,520000,180000,10000,624500,274200,11598548,1.03654038906097,7773597,0,3890680.5,3882916.75,566499.875,185713.9375,205973.640625,1091612.125,501668.8125,173654.59375,9647.4775390625,602484.9375,264533.84375,11189673,10,Oct-Dec 2019,Urban,Rest of urban,Mainland,11,8.799999982118607
0298-006-007,3120000,0,1664000,1456000,530200,162000,22000,58500,0,96000,0,0,133200,3959900,1.03654038906097,3010013,0,1605340.25,1404672.75,511509.25,156289.140625,21224.451171875,56437.7421875,0,92615.78125,0,0,128504.3984375,3820304.5,5,Oct-Dec 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0299-001-001,776360,0,776360,0,106000,92000,118000,0,140000,60000,0,0,100000,1300360,0.972517251968384,798299.4375,0,798299.4375,0,108995.4921875,94599.8671875,121334.609375,0,143956.3125,61695.5625,0,0,102825.9375,1337107.375,8,Apr-Jun 2019,Rural,Rural,Mainland,2,1.8799999952316284
0300-001-001,4324140.5,0,4006940.5,317200,70400,218500,57000,3900,36000,180000,0,74000,96000,4841440.5,0.969407081604004,4460603.5,0,4133393,327210.3125,72621.7109375,225395.5,58798.828125,4023.07763671875,37136.1015625,185680.515625,0,76335.3203125,99029.6015625,4994228.5,8,Jul-Sep 2019,Rural,Rural,Mainland,8,5.840000003576279
0300-001-002,3313700,0,1493700,1820000,63600,31000,39000,0,0,0,0,0,75600,3491900,0.969407081604004,3418275,0,1540838.75,1877436.25,65607.109375,31978.310546875,40230.77734375,0,0,0,0,0,77985.8125,3602098.75,8,Jul-Sep 2019,Rural,Rural,Mainland,2,1.600000023841858
0301-001-001,3097070.5,0,2993070.5,104000,26000,195000,35800,0,120000,12000,0,0,90000,3380870.5,0.972517251968384,3184591.75,0,3077652.75,106938.9765625,26734.744140625,200510.578125,36811.6875,0,123391.125,12339.1123046875,0,0,92543.34375,3476411.75,9,Apr-Jun 2019,Rural,Rural,Mainland,2,1.8799999952316284
0301-005-001,980546.625,0,377346.65625,603200,5200,222000,14400,1443700,0,60000,0,0,54000,2557846.5,0.972517251968384,1008256.25,0,388010.25,620246.0625,5346.94873046875,228273.578125,14806.935546875,1484498.125,0,61695.5625,0,0,55526.0078125,2630129.75,9,Apr-Jun 2019,Rural,Rural,Mainland,5,3.1599999964237213
0302-001-001,1708200,0,1708200,0,106400,168000,55000,0,180000,72000,0,60000,66000,2247600,0.969407081604004,1762108,0,1762108,0,109757.8125,173301.8125,56735.7109375,0,185680.515625,74272.203125,0,61893.50390625,68082.8515625,2318530.5,8,Jul-Sep 2019,Rural,Rural,Mainland,6,4.559999972581863
0303-001-001,947700,0,947700,0,67200,0,0,0,0,0,0,0,24000,1038900,0.972517251968384,974481.4375,0,974481.4375,0,69099.03125,0,0,0,0,0,0,0,24678.224609375,1068258.625,8,Apr-Jun 2019,Rural,Rural,Mainland,2,1.600000023841858
0304-001-001,761800,0,761800,0,10400,46000,0,0,0,48000,0,192000,51000,1063200,0.972517251968384,783328,0,783328,0,10693.8974609375,47299.93359375,0,0,0,49356.44921875,0,197425.796875,52441.23046875,1093245.375,8,Apr-Jun 2019,Rural,Rural,Mainland,10,7.719999969005585
0305-001-001,2095600,0,2095600,0,665200,206000,41000,0,72000,180000,0,49000,156000,3258800,1.09796249866486,1908626.25,0,1908626.25,0,605849.5,187620.25,37341.89453125,0,65576.0078125,163940.03125,0,44628.1171875,142081.359375,2968043,7,Oct-Dec 2019,Urban,Dar es Salaam,Mainland,4,3.3199999928474426
0306-001-001,1611669.875,234000,1585669.875,260000,0,55500,12000,0,0,24000,0,25000,84000,1990669.875,0.969407081604004,1662531.625,241384.65625,1635711,268205.1875,0,57251.48828125,12378.7001953125,0,0,24757.400390625,0,25788.958984375,86650.90625,2053492.25,8,Jul-Sep 2019,Rural,Rural,Mainland,3,2.6399999856948853
0307-001-001,2432114.25,0,2432114.25,0,96000,230000,51000,0,0,120000,0,0,90000,2789114.25,0.969407081604004,2508867.75,0,2508867.75,0,99029.6015625,237258.421875,52609.4765625,0,0,123787.0078125,0,0,92840.2578125,2877134.25,8,Jul-Sep 2019,Rural,Rural,Mainland,5,4.239999979734421
0308-001-001,2150200,0,2046200,104000,27600,77000,238000,136500,0,36000,0,0,144000,2732300,0.969407081604004,2218056.75,0,2110774.75,107282.0703125,28471.01171875,79429.9921875,245510.890625,140807.71875,0,37136.1015625,0,0,148544.40625,2818527,8,Jul-Sep 2019,Rural,Rural,Mainland,3,2.280000001192093
0309-001-001,3554200,572000,1474200,2652000,0,72000,24000,0,0,0,0,0,67200,4217400,0.969407081604004,3666364.75,590051.375,1520723.375,2735692.75,0,74272.203125,24757.400390625,0,0,0,0,0,69320.7265625,4350494.5,8,Jul-Sep 2019,Rural,Rural,Mainland,5,4.119999974966049
0310-001-001,339795.25,26000,365795.25,0,5200,30000,8500,0,0,0,0,0,42000,421495.25,0.969407081604004,350518.625,26820.517578125,377339.15625,0,5364.103515625,30946.751953125,8768.24609375,0,0,0,0,0,43325.453125,434796.96875,8,Jul-Sep 2019,Rural,Rural,Mainland,1,1
0311-002-001,2261333.25,0,2261333.25,0,120000,259000,373800,175500,336000,120000,0,46000,186000,3618633.25,1.03654038906097,2181616.25,0,2181616.25,0,115769.7265625,249869.671875,360622.71875,169313.234375,324155.25,115769.7265625,0,44378.39453125,179443.078125,3491068.25,9,Oct-Dec 2019,Urban,Rest of urban,Mainland,4,3.6800000071525574
0312-001-001,1136757.125,52000,1188757.125,0,5200,96000,34000,0,0,0,0,80000,54000,1361957.125,0.969407081604004,1172631.375,53641.03515625,1226272.375,0,5364.103515625,99029.6015625,35072.984375,0,0,0,0,82524.671875,55704.15234375,1404938.25,8,Jul-Sep 2019,Rural,Rural,Mainland,4,3.6800000071525574
0312-002-001,2336055,0,1296055.125,1040000,0,201800,0,0,0,0,0,0,49200,2385255,0.969407081604004,2409777,0,1336956.5,1072820.75,0,208168.484375,0,0,0,0,0,0,50752.671875,2460529.75,8,Jul-Sep 2019,Rural,Rural,Mainland,4,2.919999986886978
0313-001-001,1496560,156000,1652560,0,5200,243000,48000,0,432000,60000,0,45000,109200,2351960,0.972517251968384,1538851.875,160408.46875,1699260.375,0,5346.94873046875,249867.03125,49356.44921875,0,444208.0625,61695.5625,0,46271.671875,112285.9296875,2418425,9,Apr-Jun 2019,Rural,Rural,Mainland,5,3.719999998807907
0314-001-001,2557107.5,5200,1782307.5,780000,0,48000,94800,390000,0,72000,0,0,79200,3198307.5,0.969407081604004,2637805.75,5364.103515625,1838554.25,804615.5625,0,49514.80078125,97791.734375,402307.78125,0,74272.203125,0,0,81699.421875,3299241,8,Jul-Sep 2019,Rural,Rural,Mainland,5,4.759999990463257
0314-001-005,2339566.75,0,2339566.75,0,96000,130000,60000,0,1680000,72000,0,180000,126000,4553567,0.969407081604004,2413399.75,0,2413399.75,0,99029.6015625,134102.59375,61893.50390625,0,1733018.125,74272.203125,0,185680.515625,129976.359375,4697270,8,Jul-Sep 2019,Rural,Rural,Mainland,4,4.080000042915344
0315-001-001,1523476.25,0,1523476.25,0,5200,38000,16200,117000,130000,48000,0,19000,12000,1870876.25,1.09682285785675,1388990.25,0,1388990.25,0,4740.96630859375,34645.5234375,14769.9326171875,106671.734375,118524.15625,43762.765625,0,17322.76171875,10940.69140625,1705723.25,8,Jul-Sep 2019,Urban,Rest of urban,Mainland,5,4.560000032186508
0315-001-003,1378000,0,0,1378000,24000,130000,0,0,104000,84000,0,0,70800,1660800,1.09682285785675,1256356,0,0,1256356,21881.3828125,118524.15625,0,0,94819.3203125,76584.8359375,0,0,64550.078125,1514191.625,8,Jul-Sep 2019,Urban,Rest of urban,Mainland,1,1
0315-001-006,1182133.375,0,1182133.375,0,5200,95000,0,0,0,120000,0,0,78000,1385333.375,1.09682285785675,1077779.625,0,1077779.625,0,4740.96630859375,86613.8046875,0,0,0,109406.9140625,0,0,71114.4921875,1263042,8,Jul-Sep 2019,Urban,Rest of urban,Mainland,3,2.3599999845027924
0316-001-001,2721828.5,0,1848228.625,873600,19600,50000,61000,218000,0,0,0,60000,64800,3145228.5,1.09682285785675,2481557,0,1685074.875,796482.3125,17869.794921875,45586.2109375,55615.1796875,198755.890625,0,0,0,54703.45703125,59079.73046875,2867581,8,Jul-Sep 2019,Urban,Rest of urban,Mainland,6,4.159999996423721
