interview__key,sdd_hhid,cropid,ag10_02_1,ag10_02_2,ag10_02_3,ag10_03,ag10_04_1,ag10_04_2,ag10_05,ag10_06,ag10_07_1,ag10_07_2,ag10_08,ag10_09_1,ag10_09_2,ag10_10_1,ag10_10_2,ag10_11,ag10_12_1a,ag10_12_1b,ag10_12_2a,ag10_12_2b,ag10_13,ag10_14
37-91-82-56,0369-001-001,1,MAHINDI.,1,PROCESSED,1,160,KG,160,NO,,,,,,,,,,,,,YES,16000
73-64-57-68,0373-001-001,1,MPUNGA,2,PROCESSED,2,181,KG,258,NO,,,,,,,,,,,,,YES,27950
88-99-03-66,0378-003-001,1,MAHINDI,1,PROCESSED,1,320,KG,400,NO,,,,,,,,,,,,,YES,40000
80-78-20-03,0381-001-002,1,MAHINDI,1,PROCESSED,1,270,KG,300,NO,,,,,,,,,,,,,YES,27000
80-78-20-03,0381-001-002,2,MUHOGO,10,PROCESSED,1,50,KG,80,NO,,,,,,,,,,,,,YES,8000
90-22-50-43,0387-001-001,1,MAHINDI,1,PROCESSED,1,24,KG,30,NO,,,,,,,,,,,,,YES,3000
41-18-85-21,0388-001-001,1,MAHINDI,1,PROCESSED,1,36,KG,36,NO,,,,,,,,,,,,,YES,2000
43-97-80-50,0389-001-001,1,MAHINDI,1,PROCESSED,1,302,KG,378,NO,,,,,,,,,,,,,YES,30000
49-08-86-51,0389-001-002,1,MAHINDI,1,PROCESSED,1,224,KG,242,NO,,,,,,,,,,,,,YES,22400
98-73-14-89,0390-001-001,1,MAHINDI,1,PROCESSED,2,144,KG,180,NO,,,,,,,,,,,,,YES,18000
98-73-14-89,0390-001-001,2,PUMBA,1,BY-PRODUCT,9,36,KG,180,NO,,,,,,,,,,,,,NO,
77-89-92-35,0391-001-001,1,MAHINDI,1,PROCESSED,1,202,KG,252,NO,,,,,,,,,,,,,YES,28000
42-04-98-59,0392-001-002,1,MAHINDI,1,PROCESSED,1,96,KG,120,NO,,,,,,,,,,,,,YES,12000
42-04-98-59,0392-001-002,2,PUMBA,1,BY-PRODUCT,9,24,KG,120,NO,,,,,,,,,,,,,NO,
68-78-67-09,0393-002-001,1,MAHINDI,1,PROCESSED,1,24,KG,30,NO,,,,,,,,,,,,,YES,2000
07-50-77-12,0395-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,40,NO,,,,,,,,,,,,,YES,16000
07-50-77-12,0395-001-001,2,ALIZETI,26,PROCESSED,3,7,LITRE,20,NO,,,,,,,,,,,,,YES,4000
36-58-37-13,0395-001-006,1,MAHINDI,1,PROCESSED,1,340,KG,460,NO,,,,,,,,,,,,,YES,40000
41-77-08-50,0397-001-001,1,MAHINDI,1,PROCESSED,1,500,KG,550,NO,,,,,,,,,,,,,YES,36000
26-73-74-39,0398-001-001,1,MHINDI,1,PROCESSED,1,34,KG,40,NO,,,,,,,,,,,,,YES,1400
46-80-56-01,0398-001-003,1,MAHINDI,1,PROCESSED,1,400,KG,500,NO,,,,,,,,,,,,,YES,21000
05-84-71-82,0398-001-005,1,MAHINDI,1,PROCESSED,1,800,KG,1000,NO,,,,,,,,,,,,,YES,64000
75-52-50-40,0399-001-001,1,MAHINDI,1,PROCESSED,1,365,KG,400,NO,,,,,,,,,,,,,YES,21600
80-55-95-04,0400-001-001,1,275,1,PROCESSED,1,218,KG,275,NO,,,,,,,,,,,,,YES,27500
65-75-62-15,0401-001-001,1,MAHINDI,1,PROCESSED,1,401,KG,502,NO,,,,,,,,,,,,,YES,30000
96-25-62-36,0402-001-002,1,MAHINDI,1,PROCESSED,1,304,KG,380,NO,,,,,,,,,,,,,YES,31500
96-25-62-36,0402-001-002,2,ALIZETI,26,PROCESSED,3,6,LITRE,16,NO,,,,,,,,,,,,,YES,2400
75-24-28-19,0403-001-001,1,MAHINDI,1,PROCESSED,1,280,KG,290,NO,,,,,,,,,,,,,YES,15000
23-48-39-75,0404-001-001,1,MAHINDI,1,PROCESSED,1,80,KG,120,NO,,,,,,,,,,,,,YES,12000
23-48-39-75,0404-001-001,2,ALIZETI,26,PROCESSED,3,20,LITRE,80,NO,,,,,,,,,,,,,YES,6000
71-97-65-36,0405-001-001,1,MAHINDI,1,PROCESSED,1,200,KG,230,NO,,,,,,,,,,,,,YES,11500
05-05-31-11,0405-003-001,1,MAHINDI,1,PROCESSED,1,63,KG,70,NO,,,,,,,,,,,,,YES,5000
75-14-26-71,0406-001-001,1,MAHINDI,1,PROCESSED,1,224,KG,280,NO,,,,,,,,,,,,,YES,28000
90-30-68-35,0407-001-001,1,MAHINDI,1,PROCESSED,1,400,KG,500,NO,,,,,,,,,,,,,YES,40000
51-68-01-74,0408-001-001,1,MAHINDI,1,PROCESSED,1,480,KG,540,NO,,,,,,,,,,,,,YES,37800
45-60-97-69,0409-001-001,1,MAHINDI,2,PROCESSED,1,860,KG,1080,NO,,,,,,,,,,,,,YES,86400
45-60-97-69,0409-001-001,2,PUMBA,1,BY-PRODUCT,9,216,KG,1080,NO,,,,,,,,,,,,,NO,
45-60-97-69,0409-001-001,3,MPUNGA,2,PROCESSED,2,55,KG,80,NO,,,,,,,,,,,,,YES,8100
98-64-80-85,0411-001-001,1,MUHOGO,10,PROCESSED,1,320,KG,340,NO,,,,,,,,,,,,,YES,12000
20-06-16-32,0414-001-001,1,MAHINDI,1,PROCESSED,1,576,KG,720,NO,,,,,,,,,,,,,YES,57600
20-06-16-32,0414-001-001,2,PUMBA,1,BY-PRODUCT,9,144,KG,720,NO,,,,,,,,,,,,,NO,
32-54-64-43,0416-001-001,1,MAHINDI,1,PROCESSED,1,464,KG,580,NO,,,,,,,,,,,,,YES,60000
61-37-92-17,0418-001-001,1,MAHINDI,1,PROCESSED,1,400,KG,500,NO,,,,,,,,,,,,,YES,50000
61-37-92-17,0418-001-001,2,ULEZI,5,PROCESSED,1,30,KG,30,NO,,,,,,,,,,,,,YES,2100
26-99-70-78,0419-001-001,1,MAHINDI,1,PROCESSED,1,400,KG,500,NO,,,,,,,,,,,,,YES,15000
26-99-70-78,0419-001-001,2,MAHINDI,1,PROCESSED,2,90,KG,100,NO,,,,,,,,,,,,,YES,1500
29-39-31-65,0420-001-001,1,MAHINDI,1,PROCESSED,1,48,KG,35,NO,,,,,,,,,,,,,YES,2450
53-51-88-47,0421-001-001,1,MAHINDI,1,PROCESSED,1,518,KG,648,NO,,,,,,,,,,,,,YES,43200
53-51-88-47,0421-001-001,2,ALIZETI,26,PROCESSED,3,30,LITRE,120,YES,10,LITRE,40,1,7,1,7,30000,,,JIRANI,NDANI YA KIJIJI/MJI,YES,10000
52-26-67-08,0421-001-002,1,MAHINDI,1,PROCESSED,1,165,KG,210,NO,,,,,,,,,,,,,YES,23500
64-07-55-27,0422-106-001,1,MUHOGO,10,PROCESSED,1,200,KG,250,NO,,,,,,,,,,,,,NO,
56-15-63-11,0424-001-001,1,MAHINDI,1,PROCESSED,1,18,KG,20,NO,,,,,,,,,,,,,YES,1500
79-86-35-12,0425-001-001,1,MAHINDI,1,PROCESSED,1,100,KG,120,NO,,,,,,,,,,,,,YES,18000
79-86-35-12,0425-001-001,2,MUHOGO,10,PROCESSED,1,20,KG,30,NO,,,,,,,,,,,,,NO,
56-01-92-97,0426-001-001,1,MPUNGA,2,PROCESSED,2,40,KG,80,NO,,,,,,,,,,,,,NO,
56-01-92-97,0426-001-001,2,MUHOGO,10,PROCESSED,1,1200,KG,1800,NO,,,,,,,,,,,,,YES,2500
56-01-92-97,0426-001-001,3,MAHINDI,1,PROCESSED,1,80,KG,100,NO,,,,,,,,,,,,,YES,4800
73-36-66-15,0427-001-001,1,MAHINDI,1,PROCESSED,1,100,KG,120,NO,,,,,,,,,,,,,YES,8000
73-36-66-15,0427-001-001,2,MPUNGA,2,PROCESSED,2,30,KG,50,NO,,,,,,,,,,,,,NO,
73-36-66-15,0427-001-001,3,MUHOGO,10,PROCESSED,1,180,KG,200,NO,,,,,,,,,,,,,NO,
46-28-63-44,0430-002-001,1,MAHINDI,1,PROCESSED,1,16,KG,20,NO,,,,,,,,,,,,,YES,2500
46-28-63-44,0430-002-001,2,MIHOGO,10,PROCESSED,1,1200,KG,1700,NO,,,,,,,,,,,,,NO,
20-19-96-28,0432-001-001,1,MAHIND I,1,PROCESSED,1,160,KG,200,NO,,,,,,,,,,,,,YES,12000
20-19-96-28,0432-001-001,2,MPUNGA,2,PROCESSED,2,60,KG,120,NO,,,,,,,,,,,,,YES,9000
20-19-96-28,0432-001-001,3,MIHOGO,10,PROCESSED,1,300,KG,400,NO,,,,,,,,,,,,,YES,4000
89-59-90-58,0436-001-001,1,MUHOGO,10,PROCESSED,1,130,KG,150,NO,,,,,,,,,,,,,NO,
60-87-75-28,0436-002-001,1,MUHOGO,10,PROCESSED,1,30,KG,50,NO,,,,,,,,,,,,,NO,
03-49-85-68,0437-001-001,1,MAHINDI,1,PROCESSED,1,197,KG,246,NO,,,,,,,,,,,,,YES,19500
40-38-17-08,0438-001-002,1,MAHINDI,1,PROCESSED,1,276,KG,345,NO,,,,,,,,,,,,,YES,38000
39-42-81-55,0439-001-001,1,MAHINDI,1,PROCESSED,1,336,KG,480,NO,,,,,,,,,,,,,YES,48000
31-07-58-53,0441-001-001,1,MAHINDI,1,PROCESSED,1,342,KG,285,NO,,,,,,,,,,,,,YES,38000
05-88-93-30,0443-001-001,1,MAHINDI,1,PROCESSED,1,110,KG,140,NO,,,,,,,,,,,,,YES,14000
50-82-03-42,0444-001-001,1,MAHINDI,1,PROCESSED,1,224,KG,252,NO,,,,,,,,,,,,,YES,28000
50-82-03-42,0444-001-001,2,MAHINDI,1,BY-PRODUCT,9,28,KG,252,YES,28,KG,252,2,,2,,5000,JIRANI,,JIRANI,NDANI YA KIJIJI/MJI,NO,
65-60-88-82,0444-002-001,1,MAHINDI,1,PROCESSED,1,30,KG,35,NO,,,,,,,,,,,,,YES,4000
73-77-71-52,0445-001-002,1,MAHINDI,1,PROCESSED,1,466,KG,610,NO,,,,,,,,,,,,,YES,60000
73-77-71-52,0445-001-002,2,MAHINDI,1,BY-PRODUCT,9,144,KG,610,NO,,,,,,,,,,,,,NO,
73-77-71-52,0445-001-002,3,MAHINDI,1,PROCESSED,2,100,KG,200,NO,,,,,,,,,,,,,NO,
86-47-16-30,0447-001-001,1,MAHINDI,1,PROCESSED,1,80,KG,100,NO,,,,,,,,,,,,,YES,7500
57-69-67-98,0449-001-001,1,MAHINDI,1,PROCESSED,1,150,KG,180,NO,,,,,,,,,,,,,YES,32000
10-67-74-98,0451-001-001,1,MAHINDI,1,PROCESSED,1,168,KG,210,NO,,,,,,,,,,,,,YES,21000
80-39-97-04,0455-001-001,1,MAHINDI,1,PROCESSED,1,180,KG,260,NO,,,,,,,,,,,,,YES,15000
80-39-97-04,0455-001-001,2,ALIZETI,26,PROCESSED,3,40,LITRE,200,NO,,,,,,,,,,,,,YES,9000
08-66-17-10,0456-001-001,1,MAHINDI,1,PROCESSED,1,120,KG,120,NO,,,,,,,,,,,,,YES,9000
08-66-17-10,0456-001-001,2,ALIZETI,26,PROCESSED,3,32,LITRE,180,YES,10,LITRE,56,1,,1,,38000,JIRANI,,JIRANI,NDANI YA KIJIJI/MJI,YES,27000
74-23-57-59,0457-001-001,1,MAHINDI,1,PROCESSED,1,86,KG,108,NO,,,,,,,,,,,,,YES,12000
74-23-57-59,0457-001-001,2,MAHINDI,1,BY-PRODUCT,9,22,KG,108,NO,,,,,,,,,,,,,NO,
79-92-81-05,0459-001-001,1,560,1,PROCESSED,1,448,KG,560,NO,,,,,,,,,,,,,YES,56000
10-58-95-87,0461-001-001,1,MAHINDI,1,PROCESSED,1,432,KG,480,NO,,,,,,,,,,,,,YES,48000
28-80-80-37,0463-001-001,1,MAHINDI,1,PROCESSED,1,576,KG,720,NO,,,,,,,,,,,,,YES,72000
28-80-80-37,0463-001-001,2,PUMBA,1,BY-PRODUCT,9,154,KG,720,YES,154,KG,720,2,,2,,25600,JIRANI,,JIRANI,NDANI YA KIJIJI/MJI,NO,
54-47-99-19,0465-001-002,1,MAHINDI,1,PROCESSED,1,60,KG,60,NO,,,,,,,,,,,,,YES,7500
00-59-19-34,0466-001-001,1,MAHINDI,1,PROCESSED,1,576,KG,720,NO,,,,,,,,,,,,,YES,72000
00-59-19-34,0466-001-001,2,PUMBA,1,BY-PRODUCT,9,144,KG,720,NO,,,,,,,,,,,,,NO,
44-15-41-02,0467-001-002,1,MAHINDI,1,PROCESSED,1,1000,KG,1000,NO,,,,,,,,,,,,,YES,130000
35-25-01-93,0468-001-001,1,MAHINDI,1,PROCESSED,1,294,KG,360,NO,,,,,,,,,,,,,YES,42000
28-12-55-49,0469-001-001,1,MAHINDI,1,PROCESSED,1,280,KG,380,NO,,,,,,,,,,,,,YES,25500
42-91-86-83,0469-001-003,1,MAHINDI,1,PROCESSED,1,180,KG,180,NO,,,,,,,,,,,,,YES,20000
99-52-82-56,0470-001-001,1,MAHINDI,1,PROCESSED,1,48,KG,60,NO,,,,,,,,,,,,,YES,6000
01-20-50-14,0471-001-001,1,MAHINDI,1,PROCESSED,1,334,KG,417,NO,,,,,,,,,,,,,YES,46300
38-25-53-03,0472-001-001,1,MAHINDI,1,PROCESSED,1,130,KG,13500,NO,,,,,,,,,,,,,YES,13500
05-32-96-07,0474-001-001,1,MAHINDI,1,PROCESSED,1,288,KG,360,NO,,,,,,,,,,,,,YES,30000
65-14-41-78,0475-001-002,1,MAHINDI,1,PROCESSED,1,36,KG,36,NO,,,,,,,,,,,,,YES,2000
78-45-68-39,0476-001-001,1,MAHINDI,1,PROCESSED,1,96,KG,120,NO,,,,,,,,,,,,,YES,22500
72-03-92-77,0477-001-001,1,MAHINDI,1,PROCESSED,1,675,KG,810,NO,,,,,,,,,,,,,YES,90000
94-04-57-79,0478-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,24000
94-62-16-61,0479-001-001,1,MAHINDI,1,PROCESSED,1,144,KG,180,NO,,,,,,,,,,,,,YES,15000
44-86-40-50,0481-001-001,1,MAHINDI,1,PROCESSED,1,220,KG,220,NO,,,,,,,,,,,,,YES,22000
25-23-86-61,0483-001-001,1,MAHINDI,1,PROCESSED,1,680,KG,680,NO,,,,,,,,,,,,,YES,34000
29-78-41-94,0484-001-001,1,MAHINDI,1,PROCESSED,1,350,KG,350,NO,,,,,,,,,,,,,YES,16000
67-76-38-68,0485-001-002,1,MAHINDI,1,PROCESSED,1,1560,KG,1560,NO,,,,,,,,,,,,,YES,30000
92-10-23-86,0486-001-001,1,MAHINDI,1,PROCESSED,1,400,KG,400,NO,,,,,,,,,,,,,YES,32000
47-36-77-75,0486-001-002,1,MAHINDI,1,PROCESSED,1,90,KG,120,NO,,,,,,,,,,,,,YES,15000
47-36-77-75,0486-001-002,2,PUMBA,1,BY-PRODUCT,9,30,KG,120,NO,,,,,,,,,,,,,NO,
06-58-60-31,0487-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,14400
68-66-69-90,0488-002-001,1,MAHINDI,1,PROCESSED,1,199,KG,199,NO,,,,,,,,,,,,,YES,9950
66-18-09-29,0489-001-001,1,MAHINDI,1,PROCESSED,1,500,KG,500,NO,,,,,,,,,,,,,YES,20000
24-04-32-53,0490-001-001,1,MAHINDI,1,PROCESSED,1,340,KG,400,NO,,,,,,,,,,,,,YES,30000
24-04-32-53,0490-001-001,2,MAHINDI,1,BY-PRODUCT,9,60,KG,400,NO,,,,,,,,,,,,,NO,
61-73-23-72,0491-001-001,1,MAHINDI,1,PROCESSED,1,472,KG,590,NO,,,,,,,,,,,,,YES,59000
53-31-43-03,0491-001-002,1,MAHINDI,1,PROCESSED,1,376,KG,477,NO,,,,,,,,,,,,,YES,478500
75-89-58-82,0491-001-003,1,MAHINDI,1,PROCESSED,1,120,KG,150,NO,,,,,,,,,,,,,YES,8000
76-15-29-53,0491-002-001,1,MAHINDI,1,PROCESSED,1,475,KG,380,NO,,,,,,,,,,,,,YES,57500
68-73-60-31,0491-003-001,1,MAHINDI,1,PROCESSED,1,200,KG,250,NO,,,,,,,,,,,,,YES,18750
00-55-08-95,0491-004-001,1,MAHINDI,1,PROCESSED,1,440,KG,550,NO,,,,,,,,,,,,,YES,55000
20-63-33-06,0492-001-001,1,MAHINDI,1,PROCESSED,1,450,KG,450,NO,,,,,,,,,,,,,YES,22000
69-69-83-72,0493-001-001,1,MAHINDI,1,PROCESSED,1,580,KG,580,NO,,,,,,,,,,,,,YES,15000
47-92-40-90,0494-001-001,1,MAHINDI,1,PROCESSED,1,650,KG,800,NO,,,,,,,,,,,,,YES,48000
47-92-40-90,0494-001-001,2,MAHINDI,1,BY-PRODUCT,9,150,KG,800,NO,,,,,,,,,,,,,NO,
47-92-40-90,0494-001-001,3,ALIZETI,26,PROCESSED,3,80,LITRE,210,YES,50,LITRE,210,1,,1,,125000,KIWANDA,,KIWANDA,KARIBU NA KIJIJI,YES,20000
47-92-40-90,0494-001-001,4,ALIZETI,26,BY-PRODUCT,10,100,KG,210,NO,,,,,,,,,,,,,NO,
94-84-76-53,0494-105-001,1,MAHINDI,1,PROCESSED,1,560,KG,560,NO,,,,,,,,,,,,,YES,28000
94-84-76-53,0494-105-001,2,MTAMA,3,PROCESSED,1,340,KG,340,NO,,,,,,,,,,,,,YES,17000
24-90-97-55,0495-001-001,1,MAHINDI,1,PROCESSED,1,2020,KG,2020,NO,,,,,,,,,,,,,YES,21000
85-40-12-14,0496-001-002,1,MAHINDI,1,PROCESSED,1,560,KG,560,NO,,,,,,,,,,,,,YES,28000
85-40-12-14,0496-001-002,2,MTAMA,3,PROCESSED,1,120,KG,120,NO,,,,,,,,,,,,,YES,6000
82-96-20-56,0497-001-001,1,MAHINDI,1,PROCESSED,1,1700,KG,1700,NO,,,,,,,,,,,,,YES,85000
58-25-83-45,0497-001-003,1,MAHINDI,1,PROCESSED,1,395,KG,395,NO,,,,,,,,,,,,,YES,19750
58-25-83-45,0497-001-003,2,MTAMA,3,PROCESSED,1,95,KG,95,NO,,,,,,,,,,,,,YES,9500
86-35-99-27,0498-001-001,1,MAHINDI,1,PROCESSED,1,420,KG,500,NO,,,,,,,,,,,,,YES,4000
85-30-11-93,0498-001-006,1,MAHINDI,1,PROCESSED,1,600,KG,600,NO,,,,,,,,,,,,,YES,30000
85-30-11-93,0498-001-006,2,MTAMA,3,PROCESSED,1,190,KG,190,NO,,,,,,,,,,,,,YES,10000
24-45-26-49,0498-004-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
51-60-75-13,0499-001-004,1,MAHINDI,57,PROCESSED,1,90,KG,90,NO,,,,,,,,,,,,,YES,5000
66-76-23-69,0500-001-001,1,MAHINDI,1,PROCESSED,1,160,KG,200,NO,,,,,,,,,,,,,YES,12000
81-34-91-83,0501-001-001,1,MAHINDI,1,PROCESSED,1,500,KG,600,NO,,,,,,,,,,,,,YES,30000
81-34-91-83,0501-001-001,2,MAHINDI,1,BY-PRODUCT,9,100,KG,600,NO,,,,,,,,,,,,,NO,
94-06-30-25,0502-001-002,1,UWELE,4,PROCESSED,1,450,KG,450,NO,,,,,,,,,,,,,YES,15000
99-52-98-92,0502-004-001,1,MAHINDI,1,PROCESSED,1,600,KG,600,NO,,,,,,,,,,,,,YES,3000
20-96-70-22,0503-001-001,1,MTAMA,3,PROCESSED,1,340,KG,340,NO,,,,,,,,,,,,,YES,17000
20-96-70-22,0503-001-001,2,ALIZETI,26,PROCESSED,3,44,LITRE,350,NO,,,,,,,,,,,,,YES,17500
20-96-70-22,0503-001-001,3,KARANGA,28,PROCESSED,2,90,KG,135,NO,,,,,,,,,,,,,NO,
65-14-61-05,0504-008-001,1,MAHINDI,1,PROCESSED,1,1080,KG,1080,NO,,,,,,,,,,,,,YES,42000
65-14-61-05,0504-008-001,2,MPUNGA,2,PROCESSED,2,1440,KG,144,NO,,,,,,,,,,,,,YES,43200
08-87-48-82,0505-001-001,1,MAHINDI,1,PROCESSED,1,960,KG,960,NO,,,,,,,,,,,,,YES,25000
08-87-48-82,0505-001-001,2,ALIZETI,26,PROCESSED,3,20,LITRE,40,NO,,,,,,,,,,,,,YES,2000
83-21-21-03,0505-001-002,1,MAHINDI,1,PROCESSED,1,120,KG,120,NO,,,,,,,,,,,,,YES,6000
31-41-21-88,0506-001-001,1,MAHINDI,1,PROCESSED,1,432,KG,540,NO,,,,,,,,,,,,,YES,30000
99-79-94-61,0506-003-001,1,MAHINDI,1,PROCESSED,1,160,KG,160,NO,,,,,,,,,,,,,YES,8000
30-76-15-30,0508-001-001,1,MAHINDI,1,PROCESSED,1,330,KG,412,NO,,,,,,,,,,,,,YES,22000
02-51-58-04,0509-001-001,1,MAHINDI,1,PROCESSED,1,216,KG,216,NO,,,,,,,,,,,,,YES,12960
02-51-58-04,0509-001-001,2,MPUNGA,2,PROCESSED,3,240,KG,360,NO,,,,,,,,,,,,,YES,12000
10-51-31-09,0510-001-001,1,MAHINDI,1,PROCESSED,1,450,KG,450,NO,,,,,,,,,,,,,YES,20000
10-51-31-09,0510-001-001,2,MTAMA,3,PROCESSED,1,400,KG,400,NO,,,,,,,,,,,,,YES,18000
21-30-35-20,0510-003-001,1,MAHINDI,1,PROCESSED,1,414,KG,414,NO,,,,,,,,,,,,,YES,20700
17-59-80-31,0511-001-001,1,ALIZETI,26,PROCESSED,3,18,LITRE,90,NO,,,,,,,,,,,,,YES,3000
17-59-80-31,0511-001-001,2,MTAMA,3,PROCESSED,1,90,KG,90,NO,,,,,,,,,,,,,YES,6000
02-15-25-91,0512-001-001,1,MAHINDI,1,PROCESSED,1,80,KG,100,NO,,,,,,,,,,,,,YES,5000
29-85-19-31,0513-001-001,1,MAHINDI,1,PROCESSED,1,173,KG,216,NO,,,,,,,,,,,,,YES,12000
50-14-76-19,0514-001-001,1,MAHINDI,1,PROCESSED,1,108,KG,108,NO,,,,,,,,,,,,,YES,6000
50-14-76-19,0514-001-001,2,MTAMA,3,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,18000
16-94-94-48,0515-001-001,1,MAHINDI,1,PROCESSED,1,108,KG,108,NO,,,,,,,,,,,,,YES,8100
16-94-94-48,0515-001-001,2,MTAMA,3,PROCESSED,1,120,KG,120,NO,,,,,,,,,,,,,YES,6000
16-94-94-48,0515-001-001,3,ALIZETI,26,PROCESSED,3,40,LITRE,80,NO,,,,,,,,,,,,,NO,
24-89-62-63,0515-003-001,1,MAHINDI,1,PROCESSED,1,144,KG,180,NO,,,,,,,,,,,,,YES,18000
24-89-62-63,0515-003-001,2,MTAMA,3,PROCESSED,1,80,KG,90,NO,,,,,,,,,,,,,YES,9000
10-21-26-14,0518-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
57-94-84-68,0519-001-002,1,MAHINDI,1,PROCESSED,1,460,KG,460,NO,,,,,,,,,,,,,NO,
57-94-84-68,0519-001-002,2,MPUNGA,2,PROCESSED,2,640,KG,800,NO,,,,,,,,,,,,,YES,40000
92-69-46-35,0521-001-001,1,MPUNGA,2,PROCESSED,2,3300,KG,3560,NO,,,,,,,,,,,,,YES,45000
85-65-43-35,0521-001-003,1,MAHINDI,1,PROCESSED,1,200,KG,200,NO,,,,,,,,,,,,,YES,12000
75-59-73-61,0522-001-001,1,MPUNGA,2,PROCESSED,2,640,KG,800,NO,,,,,,,,,,,,,YES,11200
81-44-06-49,0525-001-001,1,MAHINDI,1,PROCESSED,1,448,KG,560,NO,,,,,,,,,,,,,YES,33600
44-54-17-13,0525-003-004,1,MPUNGA,2,PROCESSED,2,130,KG,195,NO,,,,,,,,,,,,,YES,6500
36-34-79-20,0525-004-001,1,MAHINDI,1,PROCESSED,1,650,KG,780,NO,,,,,,,,,,,,,YES,29000
96-26-27-84,0525-005-001,1,MAHINDI,1,PROCESSED,1,720,KG,720,NO,,,,,,,,,,,,,YES,18000
57-59-30-22,0525-005-003,1,MAHINDI,1,PROCESSED,1,105,KG,105,NO,,,,,,,,,,,,,YES,5250
57-59-30-22,0525-005-003,2,KARANGA,28,PROCESSED,2,50,KG,75,NO,,,,,,,,,,,,,NO,
84-63-95-42,0528-001-001,1,MAHINDI,1,PROCESSED,1,1200,KG,1500,NO,,,,,,,,,,,,,YES,35000
84-63-95-42,0528-001-001,2,MAHINDI,1,BY-PRODUCT,9,300,KG,1500,NO,,,,,,,,,,,,,NO,
84-63-95-42,0528-001-001,3,MPUNGA,2,PROCESSED,2,960,KG,1600,NO,,,,,,,,,,,,,NO,
84-63-95-42,0528-001-001,4,MPUNGA,2,BY-PRODUCT,11,640,KG,1600,NO,,,,,,,,,,,,,NO,
31-74-85-54,0528-001-002,1,MAHINDI,1,PROCESSED,1,140,KG,140,NO,,,,,,,,,,,,,YES,7000
31-74-85-54,0528-001-002,2,KARANGA,28,PROCESSED,2,20,KG,30,NO,,,,,,,,,,,,,NO,
16-41-04-04,0529-001-001,1,MAHINDI,1,PROCESSED,1,2500,KG,2500,NO,,,,,,,,,,,,,YES,75000
16-41-04-04,0529-001-001,2,MPUNGA,2,PROCESSED,2,1100,KG,1400,NO,,,,,,,,,,,,,NO,
04-32-04-23,0529-001-003,1,MAHINDI,1,PROCESSED,1,120,KG,150,NO,,,,,,,,,,,,,YES,13500
04-32-04-23,0529-001-003,2,MAHINDI,1,PROCESSED,2,32,KG,40,NO,,,,,,,,,,,,,NO,
26-24-72-45,0530-001-001,1,MAHINDI,1,PROCESSED,1,234,KG,234,NO,,,,,,,,,,,,,YES,13000
53-12-65-26,0530-001-003,1,MAHINDI,1,PROCESSED,5,1180,KG,1180,NO,,,,,,,,,,,,,YES,29500
79-87-34-06,0531-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,15000
92-68-11-85,0532-001-001,1,MAHINDI,1,PROCESSED,1,301,KG,376,NO,,,,,,,,,,,,,YES,21000
92-68-11-85,0532-001-001,2,MPUNGA,2,PROCESSED,2,538,KG,768,NO,,,,,,,,,,,,,YES,33600
08-64-64-36,0534-001-001,1,MAHINDI,1,PROCESSED,1,825,KG,825,NO,,,,,,,,,,,,,YES,41200
08-64-64-36,0534-001-001,2,MPUNGA,2,PROCESSED,2,70,KG,105,NO,,,,,,,,,,,,,YES,3500
30-98-08-59,0535-001-001,1,MAHINDI,1,PROCESSED,1,250,KG,300,NO,,,,,,,,,,,,,YES,6000
01-41-05-70,0536-001-001,1,MAHINDI,1,PROCESSED,1,560,KG,560,NO,,,,,,,,,,,,,YES,15000
01-41-05-70,0536-001-001,2,MPUNGA,2,PROCESSED,2,800,KG,840,NO,,,,,,,,,,,,,YES,30000
98-57-18-93,0537-001-001,1,140,1,PROCESSED,1,112,KG,140,NO,,,,,,,,,,,,,YES,7000
30-80-71-86,0542-001-002,1,MAHINDI,1,PROCESSED,1,640,KG,720,NO,,,,,,,,,,,,,YES,40000
12-00-28-08,0543-001-001,1,MAHINDI,1,PROCESSED,1,400,KG,400,NO,,,,,,,,,,,,,YES,15500
25-52-41-32,0545-006-001,1,MPUNGA,2,PROCESSED,2,180,KG,210,NO,,,,,,,,,,,,,YES,15000
26-14-17-11,0548-001-001,1,MAHINDI,1,PROCESSED,1,54,KG,54,NO,,,,,,,,,,,,,YES,3000
22-35-45-21,0551-001-001,1,MAHINDI,1,PROCESSED,1,96,KG,120,NO,,,,,,,,,,,,,YES,7200
53-84-84-32,0557-001-001,1,MAHINDI,1,PROCESSED,1,80,KG,90,NO,,,,,,,,,,,,,YES,5000
53-84-84-32,0557-001-001,2,MAHINDI,1,BY-PRODUCT,9,10,KG,90,YES,10,KG,90,2,,2,,4000,JIRANI,,JIRANI,KARIBU NA MJI,NO,
