interview__key,sdd_hhid,sdd_indid,hh_g301,hh_g302
10-21-26-14,0518-001-001,5,YES,1
10-21-26-14,0518-001-001,6,YES,1
10-21-26-14,0518-001-001,7,,
57-94-84-68,0519-001-002,1,YES,1
57-94-84-68,0519-001-002,2,NO,
57-94-84-68,0519-001-002,3,NO,
57-94-84-68,0519-001-002,4,YES,1
57-94-84-68,0519-001-002,5,,
92-69-46-35,0521-001-001,1,YES,1
92-69-46-35,0521-001-001,2,,
92-69-46-35,0521-001-001,4,,
92-69-46-35,0521-001-001,6,,
92-69-46-35,0521-001-001,7,,
92-69-46-35,0521-001-001,8,,
92-69-46-35,0521-001-001,9,,
92-69-46-35,0521-001-001,10,,
92-69-46-35,0521-001-001,13,,
92-69-46-35,0521-001-001,14,,
92-69-46-35,0521-001-001,15,,
85-65-43-35,0521-001-003,1,NO,
85-65-43-35,0521-001-003,2,,
85-65-43-35,0521-001-003,3,,
34-50-10-45,0521-001-011,1,,
34-50-10-45,0521-001-011,2,YES,1
34-50-10-45,0521-001-011,3,,
34-50-10-45,0521-001-011,4,,
75-59-73-61,0522-001-001,1,YES,1
75-59-73-61,0522-001-001,2,NO,
75-59-73-61,0522-001-001,3,,
75-59-73-61,0522-001-001,4,,
75-59-73-61,0522-001-001,5,,
75-59-73-61,0522-001-001,6,,
81-44-06-49,0525-001-001,1,YES,1
81-44-06-49,0525-001-001,2,NO,
81-44-06-49,0525-001-001,3,,
81-44-06-49,0525-001-001,4,,
81-44-06-49,0525-001-001,6,YES,1
81-44-06-49,0525-001-001,7,NO,
81-44-06-49,0525-001-001,8,YES,1
81-44-06-49,0525-001-001,9,NO,
81-44-06-49,0525-001-001,10,YES,1
81-44-06-49,0525-001-001,13,,
81-44-06-49,0525-001-001,14,,
81-44-06-49,0525-001-001,15,,
81-44-06-49,0525-001-001,16,,
84-11-21-22,0525-003-001,1,YES,1
84-11-21-22,0525-003-001,6,YES,1
84-11-21-22,0525-003-001,7,,
44-54-17-13,0525-003-004,1,,
44-54-17-13,0525-003-004,2,YES,1
44-54-17-13,0525-003-004,3,,
44-54-17-13,0525-003-004,4,,
36-34-79-20,0525-004-001,1,YES,1
36-34-79-20,0525-004-001,3,YES,1
36-34-79-20,0525-004-001,4,,
36-34-79-20,0525-004-001,5,,
36-34-79-20,0525-004-001,6,,
36-34-79-20,0525-004-001,7,,
36-34-79-20,0525-004-001,8,,
36-34-79-20,0525-004-001,9,,
96-26-27-84,0525-005-001,1,YES,1
96-26-27-84,0525-005-001,2,NO,
96-26-27-84,0525-005-001,4,NO,
96-26-27-84,0525-005-001,5,,
96-26-27-84,0525-005-001,9,,
96-26-27-84,0525-005-001,10,,
57-59-30-22,0525-005-003,1,NO,
57-59-30-22,0525-005-003,2,NO,
57-59-30-22,0525-005-003,3,,
57-59-30-22,0525-005-003,4,,
57-59-30-22,0525-005-003,5,,
57-59-30-22,0525-005-003,6,,
57-59-30-22,0525-005-003,7,,
21-20-05-63,0526-001-001,1,YES,1
21-20-05-63,0526-001-001,2,YES,1
21-20-05-63,0526-001-001,3,,
21-20-05-63,0526-001-001,4,,
84-63-95-42,0528-001-001,1,YES,1
84-63-95-42,0528-001-001,6,YES,1
84-63-95-42,0528-001-001,7,YES,1
84-63-95-42,0528-001-001,9,,
84-63-95-42,0528-001-001,11,,
84-63-95-42,0528-001-001,13,NO,
84-63-95-42,0528-001-001,14,,
84-63-95-42,0528-001-001,15,,
84-63-95-42,0528-001-001,16,,
84-63-95-42,0528-001-001,17,,
31-74-85-54,0528-001-002,1,YES,1
31-74-85-54,0528-001-002,2,,
96-96-12-14,0528-001-003,1,YES,1
96-96-12-14,0528-001-003,2,YES,1
96-96-12-14,0528-001-003,3,,
96-96-12-14,0528-001-003,4,,
96-96-12-14,0528-001-003,5,,
34-63-46-69,0528-001-005,1,YES,1
34-63-46-69,0528-001-005,2,NO,
34-63-46-69,0528-001-005,3,,
34-63-46-69,0528-001-005,4,,
16-41-04-04,0529-001-001,1,,
16-41-04-04,0529-001-001,2,NO,
16-41-04-04,0529-001-001,4,,
16-41-04-04,0529-001-001,6,YES,1
16-41-04-04,0529-001-001,10,,
16-41-04-04,0529-001-001,11,,
16-41-04-04,0529-001-001,13,,
16-41-04-04,0529-001-001,14,,
16-41-04-04,0529-001-001,16,,
16-41-04-04,0529-001-001,18,NO,
16-41-04-04,0529-001-001,20,,
16-41-04-04,0529-001-001,21,,
16-41-04-04,0529-001-001,22,,
16-41-04-04,0529-001-001,23,,
16-41-04-04,0529-001-001,26,,
16-41-04-04,0529-001-001,27,,
16-41-04-04,0529-001-001,29,,
16-41-04-04,0529-001-001,31,,
16-41-04-04,0529-001-001,32,,
16-41-04-04,0529-001-001,33,,
16-41-04-04,0529-001-001,34,,
16-41-04-04,0529-001-001,35,,
16-41-04-04,0529-001-001,36,NO,
16-41-04-04,0529-001-001,37,,
16-41-04-04,0529-001-001,38,,
16-41-04-04,0529-001-001,39,,
16-41-04-04,0529-001-001,40,,
16-41-04-04,0529-001-001,41,,
16-41-04-04,0529-001-001,42,,
16-41-04-04,0529-001-001,43,,
16-41-04-04,0529-001-001,44,,
16-41-04-04,0529-001-001,45,,
16-41-04-04,0529-001-001,46,,
04-32-04-23,0529-001-003,1,,
04-32-04-23,0529-001-003,2,YES,1
04-32-04-23,0529-001-003,3,,
04-32-04-23,0529-001-003,4,,
04-32-04-23,0529-001-003,5,,
04-32-04-23,0529-001-003,6,,
04-32-04-23,0529-001-003,7,,
12-26-30-56,0529-001-009,1,NO,
12-26-30-56,0529-001-009,2,NO,
12-26-30-56,0529-001-009,3,,
26-24-72-45,0530-001-001,1,YES,1
26-24-72-45,0530-001-001,2,,
26-24-72-45,0530-001-001,4,NO,
26-24-72-45,0530-001-001,5,,
26-24-72-45,0530-001-001,6,,
26-24-72-45,0530-001-001,7,,
53-12-65-26,0530-001-003,1,YES,1
53-12-65-26,0530-001-003,2,YES,1
53-12-65-26,0530-001-003,3,YES,1
53-12-65-26,0530-001-003,4,,
53-12-65-26,0530-001-003,6,,
53-12-65-26,0530-001-003,7,,
53-12-65-26,0530-001-003,8,,
53-12-65-26,0530-001-003,9,,
53-12-65-26,0530-001-003,10,,
53-12-65-26,0530-001-003,11,,
53-12-65-26,0530-001-003,12,,
53-12-65-26,0530-001-003,13,,
53-12-65-26,0530-001-003,14,,
53-12-65-26,0530-001-003,15,,
53-12-65-26,0530-001-003,16,,
53-12-65-26,0530-001-003,17,,
79-87-34-06,0531-001-001,1,NO,
79-87-34-06,0531-001-001,2,YES,1
79-87-34-06,0531-001-001,4,,
79-87-34-06,0531-001-001,5,,
92-68-11-85,0532-001-001,1,YES,1
92-68-11-85,0532-001-001,2,YES,1
92-68-11-85,0532-001-001,3,YES,1
92-68-11-85,0532-001-001,4,,
92-68-11-85,0532-001-001,5,,
92-68-11-85,0532-001-001,8,,
92-68-11-85,0532-001-001,10,,
08-64-64-36,0534-001-001,1,YES,1
08-64-64-36,0534-001-001,2,YES,1
08-64-64-36,0534-001-001,4,YES,1
08-64-64-36,0534-001-001,5,,
08-64-64-36,0534-001-001,7,,
08-64-64-36,0534-001-001,8,,
69-69-02-73,0534-001-003,1,YES,1
69-69-02-73,0534-001-003,2,YES,1
69-69-02-73,0534-001-003,3,,
30-98-08-59,0535-001-001,1,YES,1
30-98-08-59,0535-001-001,2,NO,
30-98-08-59,0535-001-001,3,,
30-98-08-59,0535-001-001,4,,
30-98-08-59,0535-001-001,5,,
30-98-08-59,0535-001-001,6,,
47-29-66-48,0535-006-001,1,YES,1
47-29-66-48,0535-006-001,2,YES,1
47-29-66-48,0535-006-001,3,,
01-41-05-70,0536-001-001,1,YES,1
01-41-05-70,0536-001-001,2,NO,
01-41-05-70,0536-001-001,3,,
01-41-05-70,0536-001-001,4,,
98-57-18-93,0537-001-001,1,NO,
98-57-18-93,0537-001-001,2,NO,
68-28-88-02,0539-001-001,1,YES,1
68-28-88-02,0539-001-001,2,NO,
68-28-88-02,0539-001-001,4,,
68-28-88-02,0539-001-001,5,,
68-28-88-02,0539-001-001,6,,
68-28-88-02,0539-001-001,7,,
37-80-27-56,0540-001-001,1,YES,2
37-80-27-56,0540-001-001,2,YES,1
37-80-27-56,0540-001-001,4,,
37-80-27-56,0540-001-001,5,YES,1
37-42-25-72,0541-001-001,1,YES,1
37-42-25-72,0541-001-001,3,,
37-42-25-72,0541-001-001,4,YES,1
37-42-25-72,0541-001-001,5,YES,1
37-42-25-72,0541-001-001,6,,
30-80-71-86,0542-001-002,2,YES,1
30-80-71-86,0542-001-002,3,,
30-80-71-86,0542-001-002,4,,
30-80-71-86,0542-001-002,5,NO,
30-80-71-86,0542-001-002,6,NO,
30-80-71-86,0542-001-002,7,YES,1
30-80-71-86,0542-001-002,8,,
30-80-71-86,0542-001-002,9,,
30-80-71-86,0542-001-002,10,,
12-00-28-08,0543-001-001,1,NO,
12-00-28-08,0543-001-001,2,,
12-00-28-08,0543-001-001,4,NO,
12-00-28-08,0543-001-001,5,,
12-00-28-08,0543-001-001,7,,
12-00-28-08,0543-001-001,8,NO,
12-00-28-08,0543-001-001,9,,
12-00-28-08,0543-001-001,10,,
86-66-07-32,0544-001-001,1,YES,1
86-66-07-32,0544-001-001,2,NO,
86-66-07-32,0544-001-001,3,,
86-66-07-32,0544-001-001,4,,
25-52-41-32,0545-006-001,1,YES,1
25-52-41-32,0545-006-001,2,YES,1
25-52-41-32,0545-006-001,4,,
36-69-26-36,0545-006-003,1,YES,1
36-69-26-36,0545-006-003,2,,
36-69-26-36,0545-006-003,3,,
36-69-26-36,0545-006-003,4,,
36-69-26-36,0545-006-003,5,,
15-14-78-14,0545-008-001,1,YES,1
15-14-78-14,0545-008-001,2,YES,1
15-14-78-14,0545-008-001,3,,
15-14-78-14,0545-008-001,4,,
20-78-49-50,0547-001-001,1,YES,1
60-56-78-78,0547-001-002,1,YES,1
60-56-78-78,0547-001-002,2,,
60-56-78-78,0547-001-002,3,YES,1
60-56-78-78,0547-001-002,4,NO,
60-56-78-78,0547-001-002,5,,
26-14-17-11,0548-001-001,1,YES,1
26-14-17-11,0548-001-001,2,YES,1
26-14-17-11,0548-001-001,3,,
26-14-17-11,0548-001-001,4,,
26-14-17-11,0548-001-001,5,,
26-14-17-11,0548-001-001,6,,
67-70-48-74,0548-002-001,1,YES,1
67-70-48-74,0548-002-001,3,,
29-47-94-46,0548-002-002,1,YES,1
29-47-94-46,0548-002-002,2,NO,
29-47-94-46,0548-002-002,3,,
91-35-93-10,0549-001-001,1,YES,1
91-35-93-10,0549-001-001,3,,
91-35-93-10,0549-001-001,4,YES,1
91-35-93-10,0549-001-001,5,,
15-00-68-84,0549-001-002,1,NO,
12-92-38-13,0550-001-001,1,YES,1
12-92-38-13,0550-001-001,2,YES,1
12-92-38-13,0550-001-001,3,,
12-92-38-13,0550-001-001,4,,
12-92-38-13,0550-001-001,5,,
22-35-45-21,0551-001-001,1,YES,1
22-35-45-21,0551-001-001,2,YES,2
22-35-45-21,0551-001-001,6,,
34-63-03-45,0551-001-003,1,YES,1
05-83-32-40,0551-001-006,1,YES,2
74-15-69-60,0552-001-001,1,YES,1
74-15-69-60,0552-001-001,2,YES,1
74-15-69-60,0552-001-001,3,,
74-15-69-60,0552-001-001,4,,
21-74-91-31,0553-001-001,1,YES,1
21-74-91-31,0553-001-001,3,,
21-74-91-31,0553-001-001,4,,
21-74-91-31,0553-001-001,6,YES,1
75-36-95-19,0554-001-001,1,YES,1
75-36-95-19,0554-001-001,2,YES,1
75-36-95-19,0554-001-001,3,,
75-36-95-19,0554-001-001,4,,
75-36-95-19,0554-001-001,5,,
75-36-95-19,0554-001-001,6,YES,1
75-36-95-19,0554-001-001,7,,
75-36-95-19,0554-001-001,8,,
75-36-95-19,0554-001-001,9,,
75-36-95-19,0554-001-001,10,,
12-86-07-37,0554-003-001,1,YES,1
10-60-75-53,0555-001-001,1,NO,
53-84-84-32,0557-001-001,1,YES,1
53-84-84-32,0557-001-001,2,NO,
53-84-84-32,0557-001-001,3,,
53-84-84-32,0557-001-001,4,,
53-84-84-32,0557-001-001,5,YES,1
67-80-33-73,0559-001-001,1,YES,1
67-80-33-73,0559-001-001,2,YES,1
67-80-33-73,0559-001-001,3,YES,1
67-80-33-73,0559-001-001,4,,
67-80-33-73,0559-001-001,5,NO,
67-80-33-73,0559-001-001,6,,
67-80-33-73,0559-001-001,7,,
08-79-34-76,0565-001-001,1,NO,
08-79-34-76,0565-001-001,2,NO,
08-79-34-76,0565-001-001,3,,
08-79-34-76,0565-001-001,4,,
08-79-34-76,0565-001-001,5,,
08-79-34-76,0565-001-001,6,,
08-79-34-76,0565-001-001,7,,
08-79-34-76,0565-001-001,8,,
08-79-34-76,0565-001-001,9,,
08-79-34-76,0565-001-001,10,,
82-44-68-41,0565-003-001,1,YES,1
82-44-68-41,0565-003-001,2,NO,
82-44-68-41,0565-003-001,3,,
82-44-68-41,0565-003-001,4,NO,
82-44-68-41,0565-003-001,5,,
82-44-68-41,0565-003-001,6,,
94-14-64-63,0565-004-001,1,NO,
94-14-64-63,0565-004-001,2,NO,
34-81-69-35,0565-005-001,1,YES,1
34-81-69-35,0565-005-001,2,NO,
34-81-69-35,0565-005-001,3,,
34-81-69-35,0565-005-001,4,,
24-83-68-12,0566-001-001,1,YES,1
24-83-68-12,0566-001-001,2,YES,1
24-83-68-12,0566-001-001,3,,
24-83-68-12,0566-001-001,4,,
24-83-68-12,0566-001-001,5,,
24-83-68-12,0566-001-001,6,,
28-88-07-10,0567-001-001,1,NO,
28-88-07-10,0567-001-001,2,NO,
28-88-07-10,0567-001-001,3,,
28-88-07-10,0567-001-001,4,,
28-88-07-10,0567-001-001,5,,
28-88-07-10,0567-001-001,6,,
38-87-96-66,0568-001-001,1,NO,
38-87-96-66,0568-001-001,2,NO,
38-87-96-66,0568-001-001,3,,
38-87-96-66,0568-001-001,4,,
38-87-96-66,0568-001-001,5,,
38-87-96-66,0568-001-001,6,,
38-87-96-66,0568-001-001,7,,
83-04-78-20,0569-001-001,1,YES,1
83-04-78-20,0569-001-001,2,YES,1
83-04-78-20,0569-001-001,3,YES,1
83-04-78-20,0569-001-001,4,,
83-04-78-20,0569-001-001,5,,
83-04-78-20,0569-001-001,6,,
83-04-78-20,0569-001-001,7,,
83-04-78-20,0569-001-001,8,,
83-04-78-20,0569-001-001,9,,
83-04-78-20,0569-001-001,10,,
15-73-35-36,0570-001-001,1,YES,1
15-73-35-36,0570-001-001,2,YES,1
15-73-35-36,0570-001-001,3,,
15-73-35-36,0570-001-001,4,,
15-73-35-36,0570-001-001,5,,
03-83-80-72,0571-001-001,1,YES,1
03-83-80-72,0571-001-001,2,NO,
03-83-80-72,0571-001-001,3,YES,1
03-83-80-72,0571-001-001,4,,
03-83-80-72,0571-001-001,5,,
03-83-80-72,0571-001-001,6,,
54-39-02-08,0571-104-001,1,,
54-39-02-08,0571-104-001,2,NO,
54-39-02-08,0571-104-001,5,,
90-97-25-55,0572-001-003,3,,
90-97-25-55,0572-001-003,4,,
90-97-25-55,0572-001-003,5,,
90-97-25-55,0572-001-003,6,NO,
90-97-25-55,0572-001-003,7,NO,
90-97-25-55,0572-001-003,8,,
90-97-25-55,0572-001-003,9,,
90-97-25-55,0572-001-003,10,,
90-97-25-55,0572-001-003,11,,
91-66-88-33,0573-001-001,1,YES,1
91-66-88-33,0573-001-001,2,NO,
91-66-88-33,0573-001-001,3,YES,1
91-66-88-33,0573-001-001,4,,
91-66-88-33,0573-001-001,5,,
91-66-88-33,0573-001-001,6,NO,
91-66-88-33,0573-001-001,7,,
91-66-88-33,0573-001-001,8,,
91-66-88-33,0573-001-001,9,,
91-66-88-33,0573-001-001,10,,
91-66-88-33,0573-001-001,11,,
91-66-88-33,0573-001-001,12,,
91-66-88-33,0573-001-001,13,,
91-66-88-33,0573-001-001,14,,
49-17-08-99,0573-001-003,3,,
49-17-08-99,0573-001-003,4,NO,
49-17-08-99,0573-001-003,11,,
49-17-08-99,0573-001-003,15,,
49-17-08-99,0573-001-003,18,,
49-17-08-99,0573-001-003,19,,
92-86-58-31,0573-001-006,1,,
92-86-58-31,0573-001-006,2,NO,
92-86-58-31,0573-001-006,3,,
92-86-58-31,0573-001-006,4,,
92-86-58-31,0573-001-006,5,,
07-49-15-09,0573-003-001,1,,
07-49-15-09,0573-003-001,2,YES,1
07-49-15-09,0573-003-001,3,NO,
07-49-15-09,0573-003-001,6,,
07-49-15-09,0573-003-001,7,,
07-49-15-09,0573-003-001,8,,
07-49-15-09,0573-003-001,9,,
07-49-15-09,0573-003-001,10,,
07-49-15-09,0573-003-001,11,,
07-49-15-09,0573-003-001,12,,
07-49-15-09,0573-003-001,14,,
07-49-15-09,0573-003-001,17,,
07-49-15-09,0573-003-001,21,,
07-49-15-09,0573-003-001,22,NO,
07-49-15-09,0573-003-001,23,,
07-49-15-09,0573-003-001,24,,
07-49-15-09,0573-003-001,25,,
42-98-59-24,0573-003-004,1,,
42-98-59-24,0573-003-004,2,NO,
42-98-59-24,0573-003-004,3,,
42-98-59-24,0573-003-004,4,,
42-98-59-24,0573-003-004,5,,
42-98-59-24,0573-003-004,6,,
42-98-59-24,0573-003-004,7,,
42-98-59-24,0573-003-004,8,,
42-98-59-24,0573-003-004,9,,
42-98-59-24,0573-003-004,10,NO,
42-98-59-24,0573-003-004,11,YES,1
42-98-59-24,0573-003-004,12,NO,
42-98-59-24,0573-003-004,13,,
42-98-59-24,0573-003-004,14,,
42-98-59-24,0573-003-004,15,,
42-98-59-24,0573-003-004,16,,
42-98-59-24,0573-003-004,17,,
42-98-59-24,0573-003-004,18,YES,1
42-98-59-24,0573-003-004,19,NO,
42-98-59-24,0573-003-004,20,,
42-98-59-24,0573-003-004,21,,
42-98-59-24,0573-003-004,22,,
42-98-59-24,0573-003-004,23,,
42-98-59-24,0573-003-004,24,,
42-98-59-24,0573-003-004,25,,
42-98-59-24,0573-003-004,26,,
42-98-59-24,0573-003-004,27,,
42-98-59-24,0573-003-004,28,,
42-98-59-24,0573-003-004,29,,
42-98-59-24,0573-003-004,30,,
42-98-59-24,0573-003-004,31,,
42-98-59-24,0573-003-004,32,,
42-98-59-24,0573-003-004,33,,
42-98-59-24,0573-003-004,34,,
42-98-59-24,0573-003-004,35,,
43-12-35-35,0573-003-005,1,NO,
43-12-35-35,0573-003-005,2,NO,
43-12-35-35,0573-003-005,3,,
43-12-35-35,0573-003-005,4,,
44-14-27-75,0573-003-013,1,YES,1
44-14-27-75,0573-003-013,2,,
44-14-27-75,0573-003-013,3,YES,2
44-14-27-75,0573-003-013,4,NO,
44-14-27-75,0573-003-013,5,NO,
44-14-27-75,0573-003-013,6,,
44-14-27-75,0573-003-013,7,,
44-14-27-75,0573-003-013,8,,
44-14-27-75,0573-003-013,9,,
44-14-27-75,0573-003-013,10,,
06-06-62-86,0573-006-001,1,NO,
06-06-62-86,0573-006-001,2,NO,
06-06-62-86,0573-006-001,4,,
06-06-62-86,0573-006-001,6,NO,
06-06-62-86,0573-006-001,7,,
06-06-62-86,0573-006-001,8,,
06-06-62-86,0573-006-001,12,,
41-81-57-58,0573-006-003,1,YES,1
41-81-57-58,0573-006-003,2,NO,
41-81-57-58,0573-006-003,3,,
41-81-57-58,0573-006-003,4,,
41-81-57-58,0573-006-003,5,,
41-81-57-58,0573-006-003,6,,
97-37-90-23,0573-006-009,1,NO,
97-37-90-23,0573-006-009,2,,
89-23-01-64,0574-001-001,1,NO,
89-23-01-64,0574-001-001,2,NO,
89-23-01-64,0574-001-001,3,,
89-23-01-64,0574-001-001,4,,
40-69-36-56,0575-001-001,1,YES,1
40-69-36-56,0575-001-001,2,YES,1
40-69-36-56,0575-001-001,4,,
40-69-36-56,0575-001-001,5,,
37-88-75-54,0576-001-001,1,YES,1
37-88-75-54,0576-001-001,3,NO,
37-88-75-54,0576-001-001,4,,
37-88-75-54,0576-001-001,5,,
37-88-75-54,0576-001-001,6,,
71-32-15-08,0576-001-002,1,NO,
71-32-15-08,0576-001-002,2,NO,
71-32-15-08,0576-001-002,3,NO,
71-32-15-08,0576-001-002,5,,
34-75-80-11,0577-001-002,2,YES,1
99-75-42-97,0578-001-001,1,YES,2
99-75-42-97,0578-001-001,2,YES,1
99-75-42-97,0578-001-001,3,,
99-75-42-97,0578-001-001,4,,
41-29-51-24,0580-001-001,1,NO,
41-29-51-24,0580-001-001,2,YES,1
41-29-51-24,0580-001-001,3,,
41-29-51-24,0580-001-001,4,,
41-29-51-24,0580-001-001,5,YES,1
63-31-46-66,0580-004-001,1,YES,1
63-31-46-66,0580-004-001,2,YES,1
63-31-46-66,0580-004-001,3,,
63-31-46-66,0580-004-001,4,,
44-48-46-77,0581-001-001,1,YES,1
44-48-46-77,0581-001-001,2,YES,2
44-48-46-77,0581-001-001,3,,
44-48-46-77,0581-001-001,4,,
01-70-68-94,0582-001-001,1,YES,1
01-70-68-94,0582-001-001,2,,
01-70-68-94,0582-001-001,3,,
94-08-85-82,0583-001-001,1,YES,1
94-08-85-82,0583-001-001,2,YES,1
94-08-85-82,0583-001-001,4,YES,1
94-08-85-82,0583-001-001,5,,
94-08-85-82,0583-001-001,6,,
94-08-85-82,0583-001-001,7,,
94-08-85-82,0583-001-001,8,,
21-37-46-84,0584-001-001,1,YES,2
21-37-46-84,0584-001-001,2,YES,1
21-37-46-84,0584-001-001,3,,
21-37-46-84,0584-001-001,4,,
21-37-46-84,0584-001-001,5,,
21-37-46-84,0584-001-001,6,,
21-37-46-84,0584-001-001,7,,
21-37-46-84,0584-001-001,10,,
21-37-46-84,0584-001-001,11,NO,
21-37-46-84,0584-001-001,12,,
89-16-16-87,0585-001-001,1,YES,1
89-16-16-87,0585-001-001,2,YES,1
89-16-16-87,0585-001-001,5,,
89-16-16-87,0585-001-001,6,,
89-16-16-87,0585-001-001,7,,
89-16-16-87,0585-001-001,8,,
89-16-16-87,0585-001-001,9,,
76-83-41-82,0585-001-003,1,NO,
76-83-41-82,0585-001-003,2,NO,
76-83-41-82,0585-001-003,3,,
96-39-75-25,0586-001-001,1,,
96-39-75-25,0586-001-001,2,NO,
96-39-75-25,0586-001-001,4,,
96-39-75-25,0586-001-001,6,,
95-82-35-73,0586-003-001,1,NO,
95-82-35-73,0586-003-001,2,NO,
95-82-35-73,0586-003-001,3,,
95-82-35-73,0586-003-001,4,,
95-82-35-73,0586-003-001,5,,
61-66-15-53,0588-001-001,1,YES,1
61-66-15-53,0588-001-001,2,,
61-66-15-53,0588-001-001,3,,
61-66-15-53,0588-001-001,4,,
61-66-15-53,0588-001-001,5,NO,
61-66-15-53,0588-001-001,6,,
08-69-28-04,0589-001-001,1,YES,1
08-69-28-04,0589-001-001,2,,
08-69-28-04,0589-001-001,3,,
08-69-28-04,0589-001-001,8,YES,1
08-69-28-04,0589-001-001,9,,
08-69-28-04,0589-001-001,10,,
81-91-49-78,0589-001-006,1,YES,1
81-91-49-78,0589-001-006,2,YES,1
81-91-49-78,0589-001-006,3,,
81-91-49-78,0589-001-006,4,,
81-91-49-78,0589-001-006,5,,
81-91-49-78,0589-001-006,6,,
60-23-79-10,0589-007-001,1,YES,1
60-23-79-10,0589-007-001,2,YES,1
60-23-79-10,0589-007-001,4,YES,1
60-23-79-10,0589-007-001,5,,
60-23-79-10,0589-007-001,6,,
02-23-21-86,0589-007-003,2,YES,2
02-23-21-86,0589-007-003,3,YES,1
35-07-93-93,0589-008-001,1,YES,1
35-07-93-93,0589-008-001,2,NO,
35-07-93-93,0589-008-001,3,,
35-07-93-93,0589-008-001,4,,
09-30-70-26,0590-001-001,1,YES,1
91-16-58-62,0590-001-002,1,YES,1
91-16-58-62,0590-001-002,2,,
91-16-58-62,0590-001-002,3,,
91-16-58-62,0590-001-002,4,YES,1
91-16-58-62,0590-001-002,5,NO,
48-55-92-72,0591-001-001,1,,
48-55-92-72,0591-001-001,2,YES,1
48-55-92-72,0591-001-001,3,,
48-55-92-72,0591-001-001,4,,
48-55-92-72,0591-001-001,5,,
48-55-92-72,0591-001-001,6,,
48-55-92-72,0591-001-001,7,,
48-55-92-72,0591-001-001,8,,
59-91-83-15,0592-001-001,1,NO,
59-91-83-15,0592-001-001,2,,
59-91-83-15,0592-001-001,3,,
59-91-83-15,0592-001-001,4,NO,
59-91-83-15,0592-001-001,5,,
59-91-83-15,0592-001-001,6,,
59-91-83-15,0592-001-001,7,,
59-91-83-15,0592-001-001,8,NO,
87-24-38-48,0593-001-001,1,,
87-24-38-48,0593-001-001,2,NO,
87-24-38-48,0593-001-001,3,,
87-24-38-48,0593-001-001,4,,
87-24-38-48,0593-001-001,5,,
23-51-18-38,0593-002-001,1,,
23-51-18-38,0593-002-001,2,,
23-51-18-38,0593-002-001,3,,
23-51-18-38,0593-002-001,4,,
23-51-18-38,0593-002-001,5,NO,
23-51-18-38,0593-002-001,6,,
23-51-18-38,0593-002-001,7,,
99-53-65-08,0593-004-001,1,YES,1
99-53-65-08,0593-004-001,2,,
99-53-65-08,0593-004-001,3,,
27-02-40-45,0593-005-001,1,YES,1
27-02-40-45,0593-005-001,2,YES,1
27-02-40-45,0593-005-001,3,YES,1
27-02-40-45,0593-005-001,4,YES,1
27-02-40-45,0593-005-001,5,NO,
27-02-40-45,0593-005-001,7,,
65-21-27-08,0593-005-008,1,YES,1
65-21-27-08,0593-005-008,2,YES,1
65-21-27-08,0593-005-008,3,,
65-21-27-08,0593-005-008,4,,
65-21-27-08,0593-005-008,5,,
79-42-79-69,0595-001-001,1,YES,1
79-42-79-69,0595-001-001,2,YES,1
79-42-79-69,0595-001-001,3,,
79-42-79-69,0595-001-001,4,,
79-42-79-69,0595-001-001,5,,
81-73-84-59,0596-001-001,1,YES,1
81-73-84-59,0596-001-001,2,NO,
81-73-84-59,0596-001-001,3,YES,1
81-73-84-59,0596-001-001,4,YES,1
81-73-84-59,0596-001-001,5,NO,
81-73-84-59,0596-001-001,6,,
82-14-82-19,0596-003-001,1,YES,1
82-14-82-19,0596-003-001,2,YES,1
82-14-82-19,0596-003-001,3,,
82-14-82-19,0596-003-001,4,,
35-87-73-75,0597-001-001,1,YES,1
35-87-73-75,0597-001-001,2,YES,1
35-87-73-75,0597-001-001,3,,
35-87-73-75,0597-001-001,4,,
35-87-73-75,0597-001-001,5,,
35-87-73-75,0597-001-001,6,,
90-31-84-80,0598-001-001,1,YES,1
90-31-84-80,0598-001-001,2,NO,
90-31-84-80,0598-001-001,3,,
90-31-84-80,0598-001-001,4,,
90-31-84-80,0598-001-001,5,,
90-31-84-80,0598-001-001,6,,
79-15-68-02,0599-001-001,1,YES,1
79-15-68-02,0599-001-001,2,YES,1
79-15-68-02,0599-001-001,3,,
79-15-68-02,0599-001-001,4,YES,1
79-15-68-02,0599-001-001,5,,
79-15-68-02,0599-001-001,6,,
39-51-58-76,0600-001-001,1,NO,
39-51-58-76,0600-001-001,2,NO,
39-51-58-76,0600-001-001,3,,
39-51-58-76,0600-001-001,4,,
39-51-58-76,0600-001-001,5,,
39-51-58-76,0600-001-001,6,,
39-51-58-76,0600-001-001,7,,
37-19-01-98,0601-001-001,1,NO,
37-19-01-98,0601-001-001,2,NO,
37-19-01-98,0601-001-001,3,,
37-19-01-98,0601-001-001,4,,
37-19-01-98,0601-001-001,5,,
25-56-28-11,0602-001-001,1,NO,
25-56-28-11,0602-001-001,2,YES,1
25-56-28-11,0602-001-001,4,YES,1
25-56-28-11,0602-001-001,5,,
25-56-28-11,0602-001-001,6,NO,
25-56-28-11,0602-001-001,7,,
61-13-18-51,0603-001-002,1,NO,
98-16-55-70,0604-001-001,1,YES,1
98-16-55-70,0604-001-001,2,,
98-16-55-70,0604-001-001,3,,
98-16-55-70,0604-001-001,4,,
84-29-07-25,0605-001-001,1,,
