interview__key,sdd_hhid,sdd_indid,hh_g301,hh_g302
05-84-71-82,0398-001-005,7,,
75-52-50-40,0399-001-001,1,YES,1
75-52-50-40,0399-001-001,2,NO,
75-52-50-40,0399-001-001,3,,
75-52-50-40,0399-001-001,4,,
75-52-50-40,0399-001-001,5,,
75-52-50-40,0399-001-001,6,,
75-52-50-40,0399-001-001,7,,
80-55-95-04,0400-001-001,1,YES,1
80-55-95-04,0400-001-001,2,YES,1
80-55-95-04,0400-001-001,3,,
80-55-95-04,0400-001-001,4,,
65-75-62-15,0401-001-001,1,YES,1
65-75-62-15,0401-001-001,3,,
65-75-62-15,0401-001-001,4,,
65-75-62-15,0401-001-001,5,YES,1
65-75-62-15,0401-001-001,6,,
65-75-62-15,0401-001-001,7,,
96-25-62-36,0402-001-002,2,NO,
96-25-62-36,0402-001-002,4,,
96-25-62-36,0402-001-002,6,YES,1
74-17-85-60,0402-001-003,1,YES,1
74-17-85-60,0402-001-003,2,YES,1
74-17-85-60,0402-001-003,3,,
75-24-28-19,0403-001-001,1,YES,1
75-24-28-19,0403-001-001,2,,
75-24-28-19,0403-001-001,3,YES,1
75-24-28-19,0403-001-001,4,NO,
23-48-39-75,0404-001-001,1,YES,1
71-97-65-36,0405-001-001,1,NO,
71-97-65-36,0405-001-001,2,YES,1
71-97-65-36,0405-001-001,3,YES,1
71-97-65-36,0405-001-001,4,,
71-97-65-36,0405-001-001,8,NO,
71-97-65-36,0405-001-001,9,,
71-97-65-36,0405-001-001,10,,
29-44-70-33,0405-001-005,1,YES,2
05-05-31-11,0405-003-001,1,YES,1
75-14-26-71,0406-001-001,1,YES,1
75-14-26-71,0406-001-001,2,,
75-14-26-71,0406-001-001,3,,
75-14-26-71,0406-001-001,4,,
75-14-26-71,0406-001-001,5,,
90-30-68-35,0407-001-001,1,YES,1
90-30-68-35,0407-001-001,2,NO,
90-30-68-35,0407-001-001,3,,
90-30-68-35,0407-001-001,4,,
51-68-01-74,0408-001-001,1,YES,1
51-68-01-74,0408-001-001,2,NO,
51-68-01-74,0408-001-001,3,,
51-68-01-74,0408-001-001,4,,
51-68-01-74,0408-001-001,5,,
51-68-01-74,0408-001-001,6,,
51-68-01-74,0408-001-001,8,,
45-60-97-69,0409-001-001,1,NO,
45-60-97-69,0409-001-001,2,YES,1
45-60-97-69,0409-001-001,3,YES,1
45-60-97-69,0409-001-001,4,YES,1
45-60-97-69,0409-001-001,5,,
45-60-97-69,0409-001-001,6,,
45-60-97-69,0409-001-001,7,,
45-60-97-69,0409-001-001,8,,
45-60-97-69,0409-001-001,9,NO,
45-60-97-69,0409-001-001,10,NO,
45-60-97-69,0409-001-001,11,,
98-64-80-85,0411-001-001,1,,
98-64-80-85,0411-001-001,2,YES,1
98-64-80-85,0411-001-001,3,,
98-64-80-85,0411-001-001,4,YES,1
98-64-80-85,0411-001-001,5,,
98-64-80-85,0411-001-001,6,,
98-64-80-85,0411-001-001,7,,
17-95-98-51,0412-001-001,1,NO,
17-95-98-51,0412-001-001,2,YES,1
20-06-16-32,0414-001-001,1,NO,
20-06-16-32,0414-001-001,2,NO,
20-06-16-32,0414-001-001,3,,
20-06-16-32,0414-001-001,5,,
99-47-44-47,0415-002-001,1,NO,
99-47-44-47,0415-002-001,2,NO,
99-47-44-47,0415-002-001,3,NO,
32-54-64-43,0416-001-001,1,,
32-54-64-43,0416-001-001,2,NO,
32-54-64-43,0416-001-001,3,,
32-54-64-43,0416-001-001,4,,
32-54-64-43,0416-001-001,5,YES,1
32-54-64-43,0416-001-001,6,,
32-54-64-43,0416-001-001,7,NO,
61-37-92-17,0418-001-001,1,YES,1
61-37-92-17,0418-001-001,2,NO,
61-37-92-17,0418-001-001,3,,
61-37-92-17,0418-001-001,4,,
61-37-92-17,0418-001-001,5,,
61-37-92-17,0418-001-001,6,,
61-37-92-17,0418-001-001,7,,
26-99-70-78,0419-001-001,1,,
26-99-70-78,0419-001-001,2,YES,1
26-99-70-78,0419-001-001,3,,
26-99-70-78,0419-001-001,4,,
26-99-70-78,0419-001-001,5,,
26-99-70-78,0419-001-001,6,,
29-39-31-65,0420-001-001,1,YES,1
29-39-31-65,0420-001-001,2,NO,
29-39-31-65,0420-001-001,4,,
70-43-28-26,0420-001-003,1,NO,
70-43-28-26,0420-001-003,2,NO,
70-43-28-26,0420-001-003,3,,
70-43-28-26,0420-001-003,4,,
53-51-88-47,0421-001-001,1,YES,1
53-51-88-47,0421-001-001,4,,
53-51-88-47,0421-001-001,5,,
53-51-88-47,0421-001-001,6,NO,
53-51-88-47,0421-001-001,7,YES,1
53-51-88-47,0421-001-001,8,,
53-51-88-47,0421-001-001,9,,
52-26-67-08,0421-001-002,1,YES,1
52-26-67-08,0421-001-002,2,YES,1
52-26-67-08,0421-001-002,3,,
52-26-67-08,0421-001-002,4,,
25-95-75-04,0422-001-001,1,YES,1
25-95-75-04,0422-001-001,2,NO,
25-95-75-04,0422-001-001,3,,
25-95-75-04,0422-001-001,4,,
25-95-75-04,0422-001-001,5,,
25-95-75-04,0422-001-001,6,,
64-07-55-27,0422-106-001,1,YES,1
64-07-55-27,0422-106-001,2,YES,1
64-07-55-27,0422-106-001,3,,
64-07-55-27,0422-106-001,4,NO,
64-07-55-27,0422-106-001,5,,
64-07-55-27,0422-106-001,6,,
64-07-55-27,0422-106-001,7,,
64-07-55-27,0422-106-001,8,,
56-15-63-11,0424-001-001,1,NO,
56-15-63-11,0424-001-001,4,YES,1
56-15-63-11,0424-001-001,5,,
79-86-35-12,0425-001-001,1,YES,2
79-86-35-12,0425-001-001,2,,
79-86-35-12,0425-001-001,5,,
56-01-92-97,0426-001-001,1,,
56-01-92-97,0426-001-001,2,YES,1
56-01-92-97,0426-001-001,3,,
56-01-92-97,0426-001-001,4,,
56-01-92-97,0426-001-001,5,,
56-01-92-97,0426-001-001,6,,
73-36-66-15,0427-001-001,1,NO,
73-36-66-15,0427-001-001,2,NO,
73-36-66-15,0427-001-001,3,YES,1
73-36-66-15,0427-001-001,4,,
73-36-66-15,0427-001-001,5,YES,1
73-36-66-15,0427-001-001,6,,
73-36-66-15,0427-001-001,7,,
73-36-66-15,0427-001-001,8,,
73-36-66-15,0427-001-001,9,,
73-36-66-15,0427-001-001,10,,
19-76-84-95,0428-001-001,1,YES,1
19-76-84-95,0428-001-001,2,YES,1
19-76-84-95,0428-001-001,5,YES,1
19-76-84-95,0428-001-001,6,,
19-76-84-95,0428-001-001,8,,
97-66-47-16,0428-001-007,1,YES,1
97-66-47-16,0428-001-007,2,YES,1
97-66-47-16,0428-001-007,3,,
46-28-63-44,0430-002-001,1,NO,
46-28-63-44,0430-002-001,2,YES,1
46-28-63-44,0430-002-001,3,,
46-28-63-44,0430-002-001,4,,
46-28-63-44,0430-002-001,5,,
46-28-63-44,0430-002-001,6,,
46-28-63-44,0430-002-001,7,,
46-28-63-44,0430-002-001,8,,
32-32-47-74,0431-001-001,1,YES,1
32-32-47-74,0431-001-001,2,YES,1
32-32-47-74,0431-001-001,3,,
32-32-47-74,0431-001-001,4,,
32-32-47-74,0431-001-001,5,,
20-19-96-28,0432-001-001,1,,
20-19-96-28,0432-001-001,2,YES,1
20-19-96-28,0432-001-001,3,YES,1
20-19-96-28,0432-001-001,4,,
20-19-96-28,0432-001-001,5,,
20-19-96-28,0432-001-001,6,,
20-19-96-28,0432-001-001,7,,
20-19-96-28,0432-001-001,8,,
20-19-96-28,0432-001-001,9,,
20-19-96-28,0432-001-001,10,,
38-89-22-03,0435-001-001,1,NO,
89-59-90-58,0436-001-001,1,NO,
89-59-90-58,0436-001-001,2,,
89-59-90-58,0436-001-001,3,YES,1
89-59-90-58,0436-001-001,4,,
89-59-90-58,0436-001-001,5,,
60-87-75-28,0436-002-001,1,YES,1
60-87-75-28,0436-002-001,2,NO,
60-87-75-28,0436-002-001,3,,
60-87-75-28,0436-002-001,4,,
60-87-75-28,0436-002-001,5,,
03-49-85-68,0437-001-001,1,YES,1
40-38-17-08,0438-001-002,2,NO,
40-38-17-08,0438-001-002,3,,
40-38-17-08,0438-001-002,4,YES,1
40-38-17-08,0438-001-002,5,,
40-38-17-08,0438-001-002,6,,
40-38-17-08,0438-001-002,7,,
40-38-17-08,0438-001-002,8,,
32-43-99-10,0438-002-001,1,,
32-43-99-10,0438-002-001,2,NO,
32-43-99-10,0438-002-001,3,,
39-42-81-55,0439-001-001,1,YES,1
39-42-81-55,0439-001-001,2,YES,1
39-42-81-55,0439-001-001,3,,
39-42-81-55,0439-001-001,4,,
39-42-81-55,0439-001-001,5,,
00-91-18-42,0440-002-001,1,NO,
00-91-18-42,0440-002-001,2,,
00-91-18-42,0440-002-001,3,,
82-91-48-29,0440-003-001,1,YES,1
50-93-26-71,0440-003-002,1,YES,1
50-93-26-71,0440-003-002,2,,
50-93-26-71,0440-003-002,3,,
31-07-58-53,0441-001-001,1,YES,1
31-07-58-53,0441-001-001,2,,
31-07-58-53,0441-001-001,3,,
31-07-58-53,0441-001-001,4,,
05-88-93-30,0443-001-001,1,YES,1
05-88-93-30,0443-001-001,2,YES,1
62-63-62-03,0443-003-002,2,YES,1
62-63-62-03,0443-003-002,4,,
48-35-65-64,0443-004-001,1,YES,1
48-35-65-64,0443-004-001,2,YES,1
48-35-65-64,0443-004-001,3,,
68-42-42-49,0443-005-001,1,YES,1
50-82-03-42,0444-001-001,1,YES,1
50-82-03-42,0444-001-001,2,NO,
50-82-03-42,0444-001-001,3,YES,1
50-82-03-42,0444-001-001,4,YES,1
50-82-03-42,0444-001-001,5,,
50-82-03-42,0444-001-001,6,,
50-82-03-42,0444-001-001,7,,
65-60-88-82,0444-002-001,1,,
65-60-88-82,0444-002-001,2,NO,
65-60-88-82,0444-002-001,3,,
65-60-88-82,0444-002-001,4,,
73-77-71-52,0445-001-002,1,YES,1
73-77-71-52,0445-001-002,2,YES,2
73-77-71-52,0445-001-002,4,YES,1
73-77-71-52,0445-001-002,5,,
73-77-71-52,0445-001-002,6,,
86-47-16-30,0447-001-001,1,NO,
86-47-16-30,0447-001-001,3,YES,1
27-83-38-78,0448-002-002,1,YES,1
33-34-75-08,0448-002-003,1,YES,1
33-34-75-08,0448-002-003,2,YES,1
33-34-75-08,0448-002-003,3,,
80-14-45-91,0448-003-001,1,YES,1
23-61-77-92,0448-003-002,1,YES,1
23-61-77-92,0448-003-002,2,YES,1
23-61-77-92,0448-003-002,3,,
74-86-99-60,0448-004-001,1,,
74-86-99-60,0448-004-001,2,YES,1
74-86-99-60,0448-004-001,3,YES,1
74-86-99-60,0448-004-001,4,,
74-86-99-60,0448-004-001,5,,
74-86-99-60,0448-004-001,6,,
74-86-99-60,0448-004-001,7,,
18-51-98-42,0448-007-001,1,YES,1
18-51-98-42,0448-007-001,2,,
18-51-98-42,0448-007-001,3,,
57-69-67-98,0449-001-001,1,YES,1
57-69-67-98,0449-001-001,2,YES,1
57-69-67-98,0449-001-001,5,,
57-69-67-98,0449-001-001,6,,
27-74-78-37,0449-001-003,1,YES,1
27-74-78-37,0449-001-003,2,YES,1
27-74-78-37,0449-001-003,3,,
10-67-74-98,0451-001-001,1,YES,1
10-67-74-98,0451-001-001,4,YES,1
64-78-61-03,0452-001-001,1,YES,1
64-78-61-03,0452-001-001,2,YES,1
64-78-61-03,0452-001-001,3,,
64-78-61-03,0452-001-001,4,,
95-87-11-16,0454-002-002,2,YES,1
95-87-11-16,0454-002-002,3,,
95-87-11-16,0454-002-002,4,,
95-87-11-16,0454-002-002,5,,
96-19-28-79,0454-003-001,1,YES,1
96-19-28-79,0454-003-001,2,YES,1
96-19-28-79,0454-003-001,3,,
96-19-28-79,0454-003-001,4,,
80-39-97-04,0455-001-001,1,YES,1
80-39-97-04,0455-001-001,2,NO,
80-39-97-04,0455-001-001,3,YES,1
80-39-97-04,0455-001-001,4,,
80-39-97-04,0455-001-001,5,,
80-39-97-04,0455-001-001,6,,
08-66-17-10,0456-001-001,1,YES,1
08-66-17-10,0456-001-001,2,YES,1
74-23-57-59,0457-001-001,1,,
74-23-57-59,0457-001-001,2,YES,1
74-23-57-59,0457-001-001,3,,
74-23-57-59,0457-001-001,4,,
74-23-57-59,0457-001-001,5,,
74-23-57-59,0457-001-001,6,,
79-92-81-05,0459-001-001,1,YES,2
79-92-81-05,0459-001-001,2,,
79-92-81-05,0459-001-001,3,NO,
79-92-81-05,0459-001-001,4,,
79-92-81-05,0459-001-001,5,,
79-92-81-05,0459-001-001,6,YES,1
79-92-81-05,0459-001-001,7,,
19-61-19-60,0460-001-001,1,YES,1
19-61-19-60,0460-001-001,2,YES,1
19-61-19-60,0460-001-001,3,,
19-61-19-60,0460-001-001,4,,
19-61-19-60,0460-001-001,5,,
19-61-19-60,0460-001-001,6,YES,1
19-61-19-60,0460-001-001,7,,
19-61-19-60,0460-001-001,8,YES,1
10-58-95-87,0461-001-001,1,YES,1
10-58-95-87,0461-001-001,2,YES,1
10-58-95-87,0461-001-001,3,YES,1
10-58-95-87,0461-001-001,4,YES,1
10-58-95-87,0461-001-001,5,YES,1
10-58-95-87,0461-001-001,6,,
10-58-95-87,0461-001-001,7,,
10-58-95-87,0461-001-001,8,,
10-58-95-87,0461-001-001,9,,
42-52-14-43,0462-001-001,1,YES,2
42-52-14-43,0462-001-001,2,,
28-80-80-37,0463-001-001,1,,
28-80-80-37,0463-001-001,2,YES,1
28-80-80-37,0463-001-001,3,YES,1
28-80-80-37,0463-001-001,6,,
28-80-80-37,0463-001-001,7,,
28-80-80-37,0463-001-001,9,,
90-71-55-22,0463-001-005,1,YES,1
22-03-81-98,0463-001-008,1,YES,1
22-03-81-98,0463-001-008,2,YES,1
22-03-81-98,0463-001-008,3,,
71-28-06-24,0463-001-010,1,YES,1
71-28-06-24,0463-001-010,2,YES,1
71-28-06-24,0463-001-010,3,,
88-82-54-67,0464-001-001,1,YES,2
88-82-54-67,0464-001-001,2,YES,1
88-82-54-67,0464-001-001,3,,
88-82-54-67,0464-001-001,4,YES,1
88-82-54-67,0464-001-001,6,,
88-59-03-40,0465-001-001,1,NO,
88-59-03-40,0465-001-001,3,,
88-59-03-40,0465-001-001,5,,
88-59-03-40,0465-001-001,6,,
88-59-03-40,0465-001-001,7,,
54-47-99-19,0465-001-002,1,YES,1
54-47-99-19,0465-001-002,2,,
54-47-99-19,0465-001-002,3,,
00-59-19-34,0466-001-001,1,YES,1
00-59-19-34,0466-001-001,2,YES,1
00-59-19-34,0466-001-001,3,,
00-59-19-34,0466-001-001,4,,
00-59-19-34,0466-001-001,5,,
00-59-19-34,0466-001-001,6,,
00-59-19-34,0466-001-001,7,,
44-15-41-02,0467-001-002,1,YES,1
44-15-41-02,0467-001-002,2,,
44-15-41-02,0467-001-002,3,YES,1
44-15-41-02,0467-001-002,4,,
44-15-41-02,0467-001-002,5,,
64-34-17-13,0467-001-003,3,YES,1
35-25-01-93,0468-001-001,1,,
35-25-01-93,0468-001-001,2,YES,1
35-25-01-93,0468-001-001,3,,
35-25-01-93,0468-001-001,4,,
35-25-01-93,0468-001-001,5,,
28-12-55-49,0469-001-001,1,YES,1
28-12-55-49,0469-001-001,2,YES,1
28-12-55-49,0469-001-001,5,,
28-12-55-49,0469-001-001,6,,
28-12-55-49,0469-001-001,7,,
28-12-55-49,0469-001-001,8,,
28-12-55-49,0469-001-001,10,,
42-91-86-83,0469-001-003,1,YES,1
42-91-86-83,0469-001-003,2,YES,1
70-27-93-09,0469-001-004,1,YES,1
70-27-93-09,0469-001-004,2,NO,
70-27-93-09,0469-001-004,3,,
70-27-93-09,0469-001-004,4,,
70-27-93-09,0469-001-004,5,,
99-52-82-56,0470-001-001,1,YES,1
99-52-82-56,0470-001-001,2,YES,1
99-52-82-56,0470-001-001,3,,
99-52-82-56,0470-001-001,4,,
99-52-82-56,0470-001-001,5,,
99-52-82-56,0470-001-001,6,,
01-20-50-14,0471-001-001,1,YES,1
01-20-50-14,0471-001-001,2,NO,
01-20-50-14,0471-001-001,3,,
01-20-50-14,0471-001-001,4,,
38-25-53-03,0472-001-001,1,NO,
38-25-53-03,0472-001-001,2,NO,
38-25-53-03,0472-001-001,3,,
73-12-47-39,0473-001-001,1,,
73-12-47-39,0473-001-001,2,YES,1
73-12-47-39,0473-001-001,3,,
73-12-47-39,0473-001-001,4,,
73-12-47-39,0473-001-001,5,,
05-32-96-07,0474-001-001,1,YES,1
05-32-96-07,0474-001-001,2,YES,1
05-32-96-07,0474-001-001,3,,
05-32-96-07,0474-001-001,4,,
05-32-96-07,0474-001-001,5,,
05-32-96-07,0474-001-001,6,,
05-32-96-07,0474-001-001,7,,
90-68-34-99,0475-001-001,1,NO,
65-14-41-78,0475-001-002,1,NO,
78-45-68-39,0476-001-001,1,YES,1
65-39-07-89,0476-001-002,1,YES,1
65-39-07-89,0476-001-002,2,YES,1
72-03-92-77,0477-001-001,1,YES,1
72-03-92-77,0477-001-001,2,NO,
72-03-92-77,0477-001-001,3,,
72-03-92-77,0477-001-001,4,YES,1
72-03-92-77,0477-001-001,5,,
72-03-92-77,0477-001-001,6,,
72-03-92-77,0477-001-001,7,,
72-03-92-77,0477-001-001,8,,
72-03-92-77,0477-001-001,9,,
94-04-57-79,0478-001-001,1,YES,1
94-04-57-79,0478-001-001,2,YES,1
94-04-57-79,0478-001-001,3,,
94-04-57-79,0478-001-001,4,,
94-04-57-79,0478-001-001,5,,
94-04-57-79,0478-001-001,6,,
94-62-16-61,0479-001-001,1,NO,
94-62-16-61,0479-001-001,2,YES,1
94-62-16-61,0479-001-001,3,,
94-62-16-61,0479-001-001,4,,
94-62-16-61,0479-001-001,5,,
44-86-40-50,0481-001-001,1,YES,1
44-86-40-50,0481-001-001,2,NO,
44-86-40-50,0481-001-001,3,YES,1
44-86-40-50,0481-001-001,4,,
44-86-40-50,0481-001-001,5,,
44-86-40-50,0481-001-001,6,NO,
44-86-40-50,0481-001-001,7,,
44-86-40-50,0481-001-001,8,,
25-23-86-61,0483-001-001,1,YES,1
25-23-86-61,0483-001-001,2,YES,1
25-23-86-61,0483-001-001,4,,
25-23-86-61,0483-001-001,5,,
25-23-86-61,0483-001-001,6,,
29-78-41-94,0484-001-001,1,,
29-78-41-94,0484-001-001,2,NO,
29-78-41-94,0484-001-001,3,,
29-78-41-94,0484-001-001,4,YES,1
29-78-41-94,0484-001-001,5,,
29-78-41-94,0484-001-001,6,,
67-76-38-68,0485-001-002,2,NO,
67-76-38-68,0485-001-002,3,,
67-76-38-68,0485-001-002,4,,
92-10-23-86,0486-001-001,1,NO,
47-36-77-75,0486-001-002,1,YES,1
47-36-77-75,0486-001-002,2,YES,1
47-36-77-75,0486-001-002,3,,
47-36-77-75,0486-001-002,4,,
06-58-60-31,0487-001-001,1,YES,1
06-58-60-31,0487-001-001,2,YES,1
06-58-60-31,0487-001-001,3,,
06-58-60-31,0487-001-001,4,,
06-58-60-31,0487-001-001,5,,
68-66-69-90,0488-002-001,1,YES,1
68-66-69-90,0488-002-001,2,,
68-66-69-90,0488-002-001,3,,
68-66-69-90,0488-002-001,4,,
68-66-69-90,0488-002-001,5,,
66-18-09-29,0489-001-001,1,,
66-18-09-29,0489-001-001,2,YES,1
66-18-09-29,0489-001-001,3,NO,
66-18-09-29,0489-001-001,4,,
66-18-09-29,0489-001-001,6,,
66-18-09-29,0489-001-001,7,,
66-18-09-29,0489-001-001,8,,
66-18-09-29,0489-001-001,9,,
66-18-09-29,0489-001-001,10,,
24-04-32-53,0490-001-001,1,NO,
24-04-32-53,0490-001-001,2,NO,
61-73-23-72,0491-001-001,1,NO,
61-73-23-72,0491-001-001,5,,
53-31-43-03,0491-001-002,1,,
53-31-43-03,0491-001-002,2,NO,
53-31-43-03,0491-001-002,3,,
75-89-58-82,0491-001-003,1,YES,1
75-89-58-82,0491-001-003,2,YES,1
79-64-69-56,0491-001-004,1,YES,1
79-64-69-56,0491-001-004,2,YES,1
79-64-69-56,0491-001-004,3,,
76-15-29-53,0491-002-001,1,,
76-15-29-53,0491-002-001,2,YES,1
76-15-29-53,0491-002-001,3,,
76-15-29-53,0491-002-001,4,,
76-15-29-53,0491-002-001,5,,
68-73-60-31,0491-003-001,1,YES,2
68-73-60-31,0491-003-001,2,YES,1
68-73-60-31,0491-003-001,3,,
68-73-60-31,0491-003-001,4,,
00-55-08-95,0491-004-001,1,YES,1
00-55-08-95,0491-004-001,2,YES,1
00-55-08-95,0491-004-001,3,,
00-55-08-95,0491-004-001,4,,
20-63-33-06,0492-001-001,1,YES,1
20-63-33-06,0492-001-001,2,,
20-63-33-06,0492-001-001,3,,
20-63-33-06,0492-001-001,4,,
20-63-33-06,0492-001-001,5,,
20-63-33-06,0492-001-001,6,,
20-63-33-06,0492-001-001,7,,
69-69-83-72,0493-001-001,1,NO,
69-69-83-72,0493-001-001,2,YES,1
69-69-83-72,0493-001-001,4,,
69-69-83-72,0493-001-001,5,,
69-69-83-72,0493-001-001,6,,
69-69-83-72,0493-001-001,7,,
69-69-83-72,0493-001-001,9,,
47-92-40-90,0494-001-001,1,YES,1
47-92-40-90,0494-001-001,2,,
47-92-40-90,0494-001-001,3,,
47-92-40-90,0494-001-001,4,NO,
47-92-40-90,0494-001-001,5,,
94-84-76-53,0494-105-001,1,NO,
94-84-76-53,0494-105-001,2,,
94-84-76-53,0494-105-001,3,,
24-90-97-55,0495-001-001,1,NO,
24-90-97-55,0495-001-001,2,,
24-90-97-55,0495-001-001,3,,
24-90-97-55,0495-001-001,4,YES,1
24-90-97-55,0495-001-001,6,,
85-40-12-14,0496-001-002,2,NO,
85-40-12-14,0496-001-002,3,,
85-40-12-14,0496-001-002,4,,
82-96-20-56,0497-001-001,1,YES,1
82-96-20-56,0497-001-001,2,NO,
82-96-20-56,0497-001-001,4,,
82-96-20-56,0497-001-001,5,,
82-96-20-56,0497-001-001,7,,
82-96-20-56,0497-001-001,8,,
58-25-83-45,0497-001-003,1,YES,1
58-25-83-45,0497-001-003,2,NO,
58-25-83-45,0497-001-003,3,,
86-35-99-27,0498-001-001,1,,
86-35-99-27,0498-001-001,2,NO,
86-35-99-27,0498-001-001,3,YES,1
86-35-99-27,0498-001-001,4,,
86-35-99-27,0498-001-001,5,,
85-30-11-93,0498-001-006,1,NO,
85-30-11-93,0498-001-006,2,NO,
85-30-11-93,0498-001-006,3,YES,1
85-30-11-93,0498-001-006,4,YES,1
85-30-11-93,0498-001-006,5,,
85-30-11-93,0498-001-006,6,,
85-30-11-93,0498-001-006,7,YES,1
85-30-11-93,0498-001-006,8,,
85-30-11-93,0498-001-006,9,,
24-45-26-49,0498-004-001,1,,
24-45-26-49,0498-004-001,2,NO,
24-45-26-49,0498-004-001,3,,
24-45-26-49,0498-004-001,4,,
31-15-31-20,0499-001-001,1,NO,
31-15-31-20,0499-001-001,2,NO,
31-15-31-20,0499-001-001,5,,
31-15-31-20,0499-001-001,6,NO,
31-15-31-20,0499-001-001,7,,
31-15-31-20,0499-001-001,8,YES,1
31-15-31-20,0499-001-001,9,,
31-15-31-20,0499-001-001,10,,
31-15-31-20,0499-001-001,11,,
51-60-75-13,0499-001-004,1,NO,
51-60-75-13,0499-001-004,2,YES,1
51-60-75-13,0499-001-004,3,,
51-60-75-13,0499-001-004,4,,
51-60-75-13,0499-001-004,5,,
51-60-75-13,0499-001-004,6,,
51-60-75-13,0499-001-004,7,,
51-60-75-13,0499-001-004,8,,
98-78-01-38,0499-004-002,1,YES,1
98-78-01-38,0499-004-002,2,YES,1
98-78-01-38,0499-004-002,3,NO,
98-78-01-38,0499-004-002,4,,
98-78-01-38,0499-004-002,5,,
98-78-01-38,0499-004-002,6,,
98-78-01-38,0499-004-002,7,,
66-76-23-69,0500-001-001,1,YES,1
66-76-23-69,0500-001-001,2,,
66-76-23-69,0500-001-001,4,,
66-76-23-69,0500-001-001,5,,
66-76-23-69,0500-001-001,9,,
81-34-91-83,0501-001-001,1,,
81-34-91-83,0501-001-001,2,YES,1
81-34-91-83,0501-001-001,3,,
81-34-91-83,0501-001-001,4,,
81-34-91-83,0501-001-001,5,,
94-06-30-25,0502-001-002,2,NO,
94-06-30-25,0502-001-002,3,,
94-06-30-25,0502-001-002,4,,
94-06-30-25,0502-001-002,5,YES,1
94-06-30-25,0502-001-002,6,,
94-06-30-25,0502-001-002,7,,
94-06-30-25,0502-001-002,8,,
94-06-30-25,0502-001-002,9,,
94-06-30-25,0502-001-002,10,,
99-52-98-92,0502-004-001,1,NO,
99-52-98-92,0502-004-001,3,,
99-52-98-92,0502-004-001,4,,
99-52-98-92,0502-004-001,5,,
20-96-70-22,0503-001-001,1,NO,
20-96-70-22,0503-001-001,2,,
20-96-70-22,0503-001-001,3,NO,
65-14-61-05,0504-008-001,1,YES,1
65-14-61-05,0504-008-001,2,,
65-14-61-05,0504-008-001,4,YES,1
65-14-61-05,0504-008-001,6,YES,1
65-14-61-05,0504-008-001,7,,
65-14-61-05,0504-008-001,8,,
65-14-61-05,0504-008-001,9,,
35-13-18-76,0504-008-008,1,YES,1
08-87-48-82,0505-001-001,1,YES,1
08-87-48-82,0505-001-001,3,YES,1
08-87-48-82,0505-001-001,4,,
08-87-48-82,0505-001-001,7,,
83-21-21-03,0505-001-002,1,NO,
83-21-21-03,0505-001-002,2,,
31-41-21-88,0506-001-001,1,NO,
31-41-21-88,0506-001-001,2,NO,
31-41-21-88,0506-001-001,3,,
31-41-21-88,0506-001-001,4,,
99-79-94-61,0506-003-001,1,YES,1
99-79-94-61,0506-003-001,2,,
99-79-94-61,0506-003-001,3,NO,
99-79-94-61,0506-003-001,4,,
30-76-15-30,0508-001-001,1,NO,
30-76-15-30,0508-001-001,2,,
30-76-15-30,0508-001-001,4,,
30-76-15-30,0508-001-001,5,,
02-51-58-04,0509-001-001,1,YES,1
02-51-58-04,0509-001-001,2,,
02-51-58-04,0509-001-001,3,,
10-51-31-09,0510-001-001,1,YES,1
10-51-31-09,0510-001-001,2,NO,
10-51-31-09,0510-001-001,3,,
10-51-31-09,0510-001-001,4,,
10-51-31-09,0510-001-001,5,,
10-51-31-09,0510-001-001,7,NO,
10-51-31-09,0510-001-001,8,,
10-51-31-09,0510-001-001,9,,
10-51-31-09,0510-001-001,10,,
10-51-31-09,0510-001-001,11,,
21-30-35-20,0510-003-001,1,YES,1
21-30-35-20,0510-003-001,3,,
21-30-35-20,0510-003-001,4,,
21-30-35-20,0510-003-001,5,,
17-59-80-31,0511-001-001,1,YES,1
17-59-80-31,0511-001-001,2,NO,
17-59-80-31,0511-001-001,4,,
17-59-80-31,0511-001-001,5,,
17-59-80-31,0511-001-001,6,,
02-15-25-91,0512-001-001,1,NO,
02-15-25-91,0512-001-001,2,,
29-85-19-31,0513-001-001,1,YES,1
29-85-19-31,0513-001-001,2,YES,1
29-85-19-31,0513-001-001,3,,
29-85-19-31,0513-001-001,4,,
29-85-19-31,0513-001-001,5,,
29-85-19-31,0513-001-001,8,,
29-85-19-31,0513-001-001,9,,
50-14-76-19,0514-001-001,1,YES,1
50-14-76-19,0514-001-001,2,,
50-14-76-19,0514-001-001,4,,
50-14-76-19,0514-001-001,5,,
50-14-76-19,0514-001-001,6,,
16-94-94-48,0515-001-001,1,YES,1
16-94-94-48,0515-001-001,2,YES,1
24-89-62-63,0515-003-001,1,,
24-89-62-63,0515-003-001,2,YES,1
24-89-62-63,0515-003-001,3,,
17-70-91-53,0516-001-001,1,YES,1
17-70-91-53,0516-001-001,2,YES,1
17-70-91-53,0516-001-001,3,,
55-47-18-86,0517-001-001,1,YES,1
55-47-18-86,0517-001-001,2,YES,1
55-47-18-86,0517-001-001,3,,
55-47-18-86,0517-001-001,4,,
10-21-26-14,0518-001-001,1,YES,1
10-21-26-14,0518-001-001,2,,
10-21-26-14,0518-001-001,3,,
10-21-26-14,0518-001-001,4,,
