interview__key,sdd_hhid,cropid,ag7a_02,ag7a_03,ag7a_04,ag7a_05_1,ag7a_05_2,ag7a_06_1,ag7a_06_2,ag7a_07_1a,ag7a_07_1b,ag7a_07_2a,ag7a_07_2b,ag7a_08,ag7a_09,ag7a_10,ag7a_11,ag7a_12,ag7a_13,ag7a_14,ag7a_15,ag7a_16,ag7a_17,ag7a_18,ag7a_19,ag7a_20,ag7a_21
42-93-81-17,0654-001-001,55,YES,700,350000,2,,2,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,500,0,0,250,0
42-93-81-17,0654-001-001,56,YES,20,15000,2,,2,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,YES,ROTTING,1,2000,9,0,0,0,0
42-93-81-17,0654-001-001,58,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,5000,20,0,0,2,0
70-81-65-41,0654-001-002,55,YES,1870,468000,2,,2,,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,1248,0,0,602,0
70-81-65-41,0654-001-002,56,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,65,0
18-25-55-05,0654-004-001,55,YES,120,60000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,120,0,0,0,0
43-17-73-10,0655-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,240,0,0,60,0
43-17-73-10,0655-001-001,59,YES,100,15000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,20,0,0,0,0
45-08-66-74,0657-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,120,0,0,0,0
45-08-66-74,0657-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,150,0,0,150,0
45-08-66-74,0657-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,200,0,0,0,0
80-11-06-01,0658-001-001,55,YES,960,160000,1,,1,,SOKO,KARIBU NA KIJIJI,SOKO,KARIBU NA KIJIJI,NO,,,,,NO,,,,720,0,0,0,0
80-11-06-01,0658-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,0,0
08-56-07-13,0661-002-001,53,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,40,0
08-56-07-13,0661-002-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,342,0,0,228,0
08-56-07-13,0661-002-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,100,0,0,200,0
08-56-07-13,0661-002-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,3,0,0,0,0
08-56-07-13,0661-002-001,101,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,10,0
51-15-35-70,0662-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,80,0,0,0,0
51-15-35-70,0662-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,3,0
51-15-35-70,0662-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,35,0,0,65,0
51-15-35-70,0662-001-001,63,NO,,,,,,,,,,,NO,,,,,NO,,,,25,0,0,15,0
51-15-35-70,0662-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,3,0,0,2,0
10-37-19-93,0662-002-002,55,NO,,,,,,,,,,,NO,,,,,NO,,,,750,0,0,250,0
10-37-19-93,0662-002-002,56,NO,,,,,,,,,,,NO,,,,,NO,,,,600,0,0,150,0
10-37-19-93,0662-002-002,58,NO,,,,,,,,,,,NO,,,,,NO,,,,150,0,0,50,0
74-94-37-74,0663-001-001,55,YES,4000,400000,1,6,1,6,GULIO,KARIBU NA KIJIJI,GULIO,KARIBU NA KIJIJI,NO,,,,,NO,,,,1600,0,0,2000,0
74-94-37-74,0663-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,150,0,0,150,0
69-75-97-36,0663-003-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,75,0,0,0,0
05-21-74-76,0664-001-001,55,YES,804,268000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,156,0,0,0,0
05-21-74-76,0664-001-001,57,YES,100,10000,2,,2,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,60,0,0,40,0
05-21-74-76,0664-001-001,85,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,0,0
99-47-56-63,0666-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,80,0,0,50,0
99-47-56-63,0666-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,70,0,0,280,0
99-47-56-63,0666-001-001,60,YES,65,5000,1,2,1,2,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,80,0,0,65,0
99-47-56-63,0666-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,70,0,0,280,0
65-31-48-21,0666-003-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,9,0,0,0,0
96-55-31-90,0667-001-001,54,NO,,,,,,,,,,,NO,,,,,NO,,,,7,0,0,5,0
96-55-31-90,0667-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,80,0
96-55-31-90,0667-001-001,56,YES,280,20000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA MJI,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,NO,,,,10,0,0,30,0
96-55-31-90,0667-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,120,0
76-81-55-22,0669-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,20,0
76-81-55-22,0669-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,15,0
76-81-55-22,0669-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,5,0
28-61-27-79,0674-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,0,0
28-61-27-79,0674-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,40,0
28-61-27-79,0674-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,12,0,0,18,0
31-50-67-22,0675-001-001,55,YES,240,80000,1,2,1,2,DUKANI/MCHUUZI,KARIBU NA MJI,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,,,,NO,,,,170,0,0,100,0
31-50-67-22,0675-001-001,57,YES,480,60000,1,2,1,2,DUKANI/MCHUUZI,KARIBU NA MJI,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,,,,NO,,,,20,0,0,100,0
22-28-71-98,0675-001-004,57,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,25,0
36-42-77-74,0676-001-001,55,YES,1600,500000,1,,1,,DUKANI/MCHUUZI,KARIBU NA KIJIJI,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,NO,,,,600,0,0,1000,0
36-42-77-74,0676-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,80,0,0,50,0
36-42-77-74,0676-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,28,0
36-42-77-74,0676-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,15,0
19-05-54-21,0678-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,0,0
90-00-57-86,0681-001-002,55,YES,420,195000,2,,2,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,120,0,0,0,0
90-00-57-86,0681-001-002,56,YES,120,15000,2,,2,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,30,0,0,0,0
57-93-70-27,0683-001-001,53,NO,,,,,,,,,,,NO,,,,,NO,,,,70,0,0,90,0
57-93-70-27,0683-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,300,0,40,16,0
57-93-70-27,0683-001-001,56,YES,200,18000,1,,1,,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,55,0,0,0,0
81-82-35-91,0683-002-002,55,YES,580,680000,2,,2,,DUKANI/MCHUUZI,KARIBU NA MJI,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,,,,NO,,,,300,0,0,0,0
81-82-35-91,0683-002-002,56,YES,240,230000,2,,2,,DUKANI/MCHUUZI,KARIBU NA MJI,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,,,,YES,ROTTING,2,54000,20,0,0,40,0
10-61-49-52,0684-001-002,55,NO,,,,,,,,,,,NO,,,,,NO,,,,260,0,0,0,0
61-41-06-82,0684-005-001,53,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,28000,80,0,0,20,0
61-41-06-82,0684-005-001,55,YES,500,640000,1,,1,,SOKO,NDANI YA KIJIJI/MJI,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,YES,ROTTING,1,35000,400,0,0,0,0
61-41-06-82,0684-005-001,56,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,14000,40,0,0,10,0
61-41-06-82,0684-005-001,57,YES,100,30000,1,,1,,DUKANI/MCHUUZI,KARIBU NA KIJIJI,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,YES,ROTTING,2,8500,50,0,0,15,0
11-48-68-26,0685-001-001,55,YES,120,100000,1,2,2,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,150,0,0,0,0
11-48-68-26,0685-001-001,56,YES,80,20000,1,,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,20,0,20,20,0
04-78-48-50,0687-006-002,55,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,15,0
04-78-48-50,0687-006-002,57,NO,,,,,,,,,,,NO,,,,,NO,,,,50,0,0,200,0
04-78-48-50,0687-006-002,58,NO,,,,,,,,,,,NO,,,,,NO,,,,5,0,0,15,0
04-78-48-50,0687-006-002,103,NO,,,,,,,,,,,NO,,,,,NO,,,,2,0,0,18,0
56-57-53-73,0688-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,130,0,0,0,0
23-06-93-51,0689-001-001,55,YES,600,400000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,360,0,0,0,0
23-06-93-51,0689-001-001,56,YES,480,100000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,120,0,0,120,0
23-06-93-51,0689-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,120,0,0,120,0
23-06-93-51,0689-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,60,0
23-06-93-51,0689-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,10,0
75-21-34-64,0689-001-008,55,YES,120,80000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,168,0,0,0,0
75-21-34-64,0689-001-008,56,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,10,0
75-21-34-64,0689-001-008,58,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,20,0
27-84-62-21,0694-001-001,55,YES,360,240000,1,2,1,2,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,420,0,0,0,0
27-84-62-21,0694-001-001,56,YES,200,20000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,100,0,0,60,0
27-84-62-21,0694-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,80,0
27-84-62-21,0694-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,0,0
91-33-85-80,0695-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,900,0,0,0,0
91-33-85-80,0695-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,200,0,0,0,0
91-33-85-80,0695-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,480,0,0,0,0
91-33-85-80,0695-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,0,0
53-85-16-71,0695-004-001,55,YES,320,160000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,400,0,0,80,0
53-85-16-71,0695-004-001,56,YES,150,15000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA MJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,50,0,0,50,0
53-85-16-71,0695-004-001,57,NO,,,,,,,,,,,NO,,,,,YES,INSECTS,1,5000,30,0,0,10,0
53-85-16-71,0695-004-001,58,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,3,15000,60,0,0,30,0
64-88-46-60,0695-004-003,53,YES,15,5000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,30,0,0,45,0
64-88-46-60,0695-004-003,55,NO,,,,,,,,,,,NO,,,,,NO,,,,230,0,0,0,0
64-88-46-60,0695-004-003,58,NO,,,,,,,,,,,NO,,,,,NO,,,,15,5,0,50,0
78-20-87-66,0696-001-001,55,YES,10,50000,1,,1,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,30,0,0,7,0
78-20-87-66,0696-001-001,56,YES,100,5000,1,,1,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,10,0,0,30,0
78-20-87-66,0696-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,25,0
96-88-18-26,0696-004-001,53,NO,,,,,,,,,,,NO,,,,,NO,,,,45,0,0,15,0
96-88-18-26,0696-004-001,55,YES,60,15000,2,,2,,M/BIASHARA BINAFSI,KARIBU NA MJI,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,NO,,,,84,0,0,0,0
96-88-18-26,0696-004-001,56,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,5,15000,45,0,0,0,0
96-88-18-26,0696-004-001,57,NO,,,,,,,,,,,NO,,,,,YES,INSECTS,4,12000,50,0,0,35,0
54-36-89-43,0697-001-001,55,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,58000,420,0,0,60,0
54-36-89-43,0697-001-001,56,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,65000,40,0,0,0,0
54-36-89-43,0697-001-001,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,4,80000,100,0,0,10,0
71-47-26-16,0698-001-001,53,NO,,,,,,,,,,,NO,,,,,NO,,,,45,0,0,105,0
71-47-26-16,0698-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,170,0,0,20,0
71-47-26-16,0698-001-001,56,YES,105,15000,1,,1,2,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,30,0,0,0,0
84-43-61-13,0698-003-002,55,YES,700,740000,6,,6,,SOKO,NDANI YA KIJIJI/MJI,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,YES,ROTTING,3,85000,40,0,0,20,0
84-43-61-13,0698-003-002,56,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,37000,20,0,0,20,0
04-80-76-28,0698-009-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,480,0,0,24,0
10-70-45-48,0700-001-001,55,YES,320,200000,2,,2,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,160,0,0,0,0
10-70-45-48,0700-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,6,0,0,4,0
08-56-40-01,0707-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,35,0,0,5,0
08-63-44-83,0708-002-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,0,0
10-28-30-33,0710-003-003,57,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,180,0
27-62-11-86,0710-004-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,100,0,0,100,0
42-21-63-58,0717-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,0,0
42-21-63-58,0717-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,300,0,0,200,0
42-21-63-58,0717-001-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,40,0
42-21-63-58,0717-001-001,63,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,0,0
42-21-63-58,0717-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,0,0
83-10-26-19,0718-001-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,0,0
02-98-67-18,0720-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,36,0,0,0,0
02-98-67-18,0720-001-001,60,YES,100,10000,1,,1,,GULIO,NDANI YA KIJIJI/MJI,GULIO,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,20,0,0,0,0
02-98-67-18,0720-001-001,63,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,0,0
01-38-32-24,0720-001-011,55,YES,742,424000,1,2,1,2,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,228,0,0,0,0
01-38-32-24,0720-001-011,57,NO,,,,,,,,,,,NO,,,,,NO,,,,460,0,0,940,0
01-38-32-24,0720-001-011,59,YES,3200,1600000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,200,0,0,0,0
01-38-32-24,0720-001-011,60,NO,,,,,,,,,,,NO,,,,,NO,,,,150,0,0,150,0
01-38-32-24,0720-001-011,64,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,0,0
89-74-22-66,0720-010-006,55,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,0,0
89-74-22-66,0720-010-006,57,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,60,0
89-74-22-66,0720-010-006,60,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,10,0
29-58-22-46,0721-002-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,80,0
00-12-69-11,0723-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,120,0,0,24,0
00-12-69-11,0723-001-001,57,YES,180,40000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,60,0,0,30,0
00-12-69-11,0723-001-001,60,YES,60,30000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,40,0,0,20,0
00-12-69-11,0723-001-001,102,YES,60,20000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,20,0,0,10,0
73-62-20-14,0724-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,5,0,0,15,0
83-43-91-36,0726-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,0,0
52-19-00-24,0726-004-001,60,YES,420,105000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,40,0,0,20,0
52-19-00-24,0726-004-001,63,YES,210,70000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,30,0,0,0,0
71-44-85-61,0727-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,10,0
71-44-85-61,0727-001-001,60,YES,300,45000,1,2,1,2,DUKANI/MCHUUZI,KARIBU NA KIJIJI,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,NO,,,,150,0,0,50,0
71-44-85-61,0727-001-001,63,YES,300,36000,1,2,1,2,DUKANI/MCHUUZI,KARIBU NA KIJIJI,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,NO,,,,8,0,0,20,0
41-67-65-60,0731-001-001,55,YES,12,7000,2,,2,,JIRANI,NDANI YA KIJIJI/MJI,JIRANI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,12,0,0,0,0
41-67-65-60,0731-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,20,0
63-80-38-30,0733-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,120,0,0,60,0
63-80-38-30,0733-001-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,100,0,0,0,0
05-65-41-70,0736-003-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,24,0,0,0,0
05-65-41-70,0736-003-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,120,0,0,120,0
97-65-53-21,0737-001-001,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,3,60000,180,0,0,0,0
97-65-53-21,0737-001-001,102,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,12000,10,0,0,5,0
09-76-22-49,0741-001-001,57,YES,480,80000,1,,1,2,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,50,0,0,0,0
14-06-51-04,0741-001-004,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,40,0
50-01-48-22,0742-001-001,57,YES,300,75000,3,,1,3,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,50,0,0,0,0
83-40-04-19,0745-001-001,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,15000,60,0,0,5,0
30-77-22-01,0746-001-001,55,YES,90,30000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,30,0,0,0,0
30-77-22-01,0746-001-001,57,YES,200,40000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,50,0,0,50,0
31-95-03-62,0747-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,50,0,0,25,0
90-66-22-54,0748-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,50,0,0,10,0
90-66-22-54,0748-001-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,55,0,0,20,0
40-92-93-80,0748-006-001,24,NO,,,,,,,,,,,NO,,,,,NO,,,,8,0,0,0,0
40-92-93-80,0748-006-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,85,0,0,0,0
40-92-93-80,0748-006-001,60,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,4000,12,0,0,0,0
20-93-75-06,0749-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,5,0
20-93-75-06,0749-001-001,64,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,5000,40,0,0,100,0
20-93-75-06,0749-001-001,85,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,10,0
20-93-75-06,0749-001-001,102,YES,200,40000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA MJI,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,NO,,,,20,0,0,40,0
89-85-01-84,0752-004-001,55,YES,150,150000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,110,0,0,20,0
89-85-01-84,0752-004-001,57,YES,480,120000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,240,0,0,120,0
78-50-22-98,0752-004-005,57,NO,,,,,,,,,,,NO,,,,,NO,,,,400,0,0,800,0
91-74-73-51,0752-021-001,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,12000,160,0,0,100,0
33-76-14-08,0755-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,70,0,0,30,0
33-76-14-08,0755-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,80,0,0,40,0
46-36-03-77,0771-001-001,55,YES,150,100000,1,,1,,SOKO,NDANI YA KIJIJI/MJI,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,40,0,0,10,0
63-77-64-08,0773-001-001,55,YES,50,150000,1,2,1,,SOKO,NDANI YA KIJIJI/MJI,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,100,0,0,50,0
39-76-12-55,0776-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,80,0,0,0,0
70-77-85-90,0778-001-001,55,YES,1500,1500000,1,,1,,RAFIKI,NDANI YA KIJIJI/MJI,RAFIKI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,500,0,0,200,0
73-75-54-66,0780-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,5,0
73-75-54-66,0780-001-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,20,0
01-05-09-28,0783-001-001,25,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,15,0
01-05-09-28,0783-001-001,53,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,10,0
01-05-09-28,0783-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,15,0
01-05-09-28,0783-001-001,56,YES,470,300000,1,,1,,SOKO,MKOA MWINGINE,SOKO KUU,MKOA MWINGINE,NO,,,,,NO,,,,15,0,0,15,0
01-05-09-28,0783-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,10,0
01-05-09-28,0783-001-001,82,YES,350,500000,1,,1,,SOKO,MKOA MWINGINE,SOKO,MKOA MWINGINE,NO,,,,,NO,,,,25,0,0,25,0
77-42-27-12,0785-001-001,55,YES,20,30,1,,1,,JIRANI,NDANI YA KIJIJI/MJI,JIRANI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,3,0,0,0,0
