interview__key,sdd_hhid,sdd_indid,hh_f01,hh_f02,hh_f03,hh_f04,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15
03-09-85-87,0079-001-001,4,NO,,,,,,,,,,,,,,
03-09-85-87,0079-001-001,5,NO,,,,,,,,,,,,,,
78-16-68-29,0080-001-001,1,NO,,,,,,,,,,,,,,
78-16-68-29,0080-001-001,2,NO,,,,,,,,,,,,,,
78-16-68-29,0080-001-001,3,NO,,,,,,,,,,,,,,
78-16-68-29,0080-001-001,4,NO,,,,,,,,,,,,,,
78-16-68-29,0080-001-001,5,NO,,,,,,,,,,,,,,
78-16-68-29,0080-001-001,6,NO,,,,,,,,,,,,,,
78-16-68-29,0080-001-001,7,NO,,,,,,,,,,,,,,
82-35-18-51,0081-001-001,1,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
82-35-18-51,0081-001-001,2,NO,,,,,,,,,,,,,,
82-35-18-51,0081-001-001,3,YES,YES,4600,NO,,NO,,NO,,NO,,NO,,NO,
82-35-18-51,0081-001-001,4,NO,,,,,,,,,,,,,,
82-35-18-51,0081-001-001,6,NO,,,,,,,,,,,,,,
82-35-18-51,0081-001-001,7,NO,,,,,,,,,,,,,,
82-35-18-51,0081-001-001,8,NO,,,,,,,,,,,,,,
24-96-35-07,0081-004-001,1,YES,YES,4000,YES,2000,NO,,NO,,NO,,NO,,NO,
24-96-35-07,0081-004-001,2,NO,,,,,,,,,,,,,,
24-96-35-07,0081-004-001,3,NO,,,,,,,,,,,,,,
24-96-35-07,0081-004-001,4,NO,,,,,,,,,,,,,,
61-09-91-34,0082-001-001,1,NO,,,,,,,,,,,,,,
61-09-91-34,0082-001-001,2,NO,,,,,,,,,,,,,,
61-09-91-34,0082-001-001,3,YES,YES,35000,NO,,NO,,NO,,NO,,NO,,NO,
61-09-91-34,0082-001-001,4,NO,,,,,,,,,,,,,,
61-09-91-34,0082-001-001,6,NO,,,,,,,,,,,,,,
65-72-13-93,0082-003-001,1,YES,YES,42000,NO,,NO,,NO,,NO,,NO,,NO,
65-72-13-93,0082-003-001,3,NO,,,,,,,,,,,,,,
65-72-13-93,0082-003-001,4,YES,YES,28000,NO,,NO,,NO,,NO,,NO,,NO,
65-72-13-93,0082-003-001,5,NO,,,,,,,,,,,,,,
65-72-13-93,0082-003-001,6,NO,,,,,,,,,,,,,,
43-70-22-69,0082-003-002,1,NO,,,,,,,,,,,,,,
43-70-22-69,0082-003-002,2,NO,,,,,,,,,,,,,,
43-70-22-69,0082-003-002,3,NO,,,,,,,,,,,,,,
69-63-97-41,0082-004-001,1,YES,YES,25000,NO,,NO,,NO,,YES,7500,NO,,NO,
69-63-97-41,0082-004-001,2,NO,,,,,,,,,,,,,,
69-63-97-41,0082-004-001,3,YES,YES,2500,NO,,NO,,NO,,NO,,YES,100,NO,
69-63-97-41,0082-004-001,4,YES,NO,,NO,,NO,,NO,,NO,,NO,,YES,1000
69-63-97-41,0082-004-001,5,YES,NO,,NO,,NO,,NO,,NO,,YES,3000,YES,1000
69-63-97-41,0082-004-001,6,YES,YES,3000,NO,,NO,,NO,,YES,1000,YES,500,YES,2500
69-63-97-41,0082-004-001,7,YES,YES,4000,NO,,NO,,NO,,YES,500,YES,500,YES,1000
69-63-97-41,0082-004-001,8,,,,,,,,,,,,,,,
69-63-97-41,0082-004-001,9,NO,,,,,,,,,,,,,,
43-56-83-29,0082-005-001,1,YES,YES,5000,NO,,NO,,NO,,YES,7500,NO,,NO,
43-56-83-29,0082-005-001,2,NO,,,,,,,,,,,,,,
43-56-83-29,0082-005-001,3,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,1,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,2,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,3,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,4,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,5,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,6,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,7,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,8,NO,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,9,NO,,,,,,,,,,,,,,
71-57-99-29,0084-001-001,1,YES,YES,9000,NO,,NO,,NO,,YES,3500,NO,,NO,
71-57-99-29,0084-001-001,2,NO,,,,,,,,,,,,,,
71-57-99-29,0084-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
71-57-99-29,0084-001-001,4,NO,,,,,,,,,,,,,,
71-57-99-29,0084-001-001,5,NO,,,,,,,,,,,,,,
71-57-99-29,0084-001-001,6,NO,,,,,,,,,,,,,,
74-56-02-42,0084-002-001,1,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
74-56-02-42,0084-002-001,3,YES,YES,2000,NO,,NO,,NO,,YES,500,NO,,NO,
74-56-02-42,0084-002-001,4,YES,YES,7000,NO,,NO,,NO,,NO,,NO,,NO,
74-56-02-42,0084-002-001,5,NO,,,,,,,,,,,,,,
74-56-02-42,0084-002-001,6,NO,,,,,,,,,,,,,,
74-56-02-42,0084-002-001,7,NO,,,,,,,,,,,,,,
74-56-02-42,0084-002-001,8,NO,,,,,,,,,,,,,,
70-36-26-23,0085-001-001,1,NO,,,,,,,,,,,,,,
12-34-17-02,0085-002-001,1,NO,,,,,,,,,,,,,,
12-34-17-02,0085-002-001,2,NO,,,,,,,,,,,,,,
12-34-17-02,0085-002-001,3,NO,,,,,,,,,,,,,,
05-51-26-77,0085-003-001,1,YES,YES,4500,NO,,NO,,NO,,NO,,NO,,YES,1500
05-51-26-77,0085-003-001,2,NO,,,,,,,,,,,,,,
05-51-26-77,0085-003-001,3,YES,NO,,NO,,NO,,NO,,NO,,YES,500,NO,
05-51-26-77,0085-003-001,4,NO,,,,,,,,,,,,,,
08-61-34-21,0086-001-001,1,YES,YES,24000,NO,,NO,,NO,,NO,,NO,,NO,
08-61-34-21,0086-001-001,2,NO,,,,,,,,,,,,,,
08-61-34-21,0086-001-001,3,NO,,,,,,,,,,,,,,
08-61-34-21,0086-001-001,4,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
07-11-78-55,0087-001-001,1,YES,YES,1500,NO,,NO,,NO,,YES,2000,NO,,NO,
07-11-78-55,0087-001-001,2,NO,,,,,,,,,,,,,,
07-11-78-55,0087-001-001,3,YES,NO,,NO,,NO,,NO,,NO,,YES,100,NO,
07-11-78-55,0087-001-001,4,NO,,,,,,,,,,,,,,
26-78-44-09,0087-001-002,2,NO,,,,,,,,,,,,,,
26-78-44-09,0087-001-002,3,NO,,,,,,,,,,,,,,
26-78-44-09,0087-001-002,4,NO,,,,,,,,,,,,,,
26-78-44-09,0087-001-002,5,NO,,,,,,,,,,,,,,
74-12-78-76,0088-001-001,1,NO,,,,,,,,,,,,,,
74-12-78-76,0088-001-001,2,NO,,,,,,,,,,,,,,
74-12-78-76,0088-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
74-12-78-76,0088-001-001,4,NO,,,,,,,,,,,,,,
74-12-78-76,0088-001-001,5,NO,,,,,,,,,,,,,,
74-12-78-76,0088-001-001,6,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,1,YES,YES,28000,NO,,NO,,NO,,YES,7000,NO,,NO,
47-53-89-65,0089-001-001,2,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,3,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,4,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,5,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,6,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,7,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,8,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,9,NO,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,10,NO,,,,,,,,,,,,,,
67-17-25-56,0089-002-001,1,NO,,,,,,,,,,,,,,
67-17-25-56,0089-002-001,4,NO,,,,,,,,,,,,,,
67-17-25-56,0089-002-001,5,NO,,,,,,,,,,,,,,
67-17-25-56,0089-002-001,6,NO,,,,,,,,,,,,,,
11-84-02-64,0089-002-002,1,NO,,,,,,,,,,,,,,
11-84-02-64,0089-002-002,2,NO,,,,,,,,,,,,,,
11-84-02-64,0089-002-002,3,NO,,,,,,,,,,,,,,
13-79-88-08,0090-001-001,1,NO,,,,,,,,,,,,,,
13-79-88-08,0090-001-001,2,NO,,,,,,,,,,,,,,
13-79-88-08,0090-001-001,3,NO,,,,,,,,,,,,,,
13-79-88-08,0090-001-001,4,YES,YES,2500,NO,,NO,,NO,,YES,500,NO,,NO,
43-96-03-62,0090-001-005,1,YES,YES,9000,NO,,NO,,NO,,YES,2000,NO,,NO,
43-96-03-62,0090-001-005,2,NO,,,,,,,,,,,,,,
43-96-03-62,0090-001-005,3,NO,,,,,,,,,,,,,,
42-78-55-98,0091-001-001,1,YES,YES,24000,NO,,NO,,NO,,YES,1200,NO,,YES,2000
42-78-55-98,0091-001-001,2,YES,YES,36000,NO,,NO,,NO,,NO,,NO,,NO,
01-67-04-36,0092-001-001,1,NO,,,,,,,,,,,,,,
01-67-04-36,0092-001-001,2,NO,,,,,,,,,,,,,,
01-67-04-36,0092-001-001,3,NO,,,,,,,,,,,,,,
01-67-04-36,0092-001-001,4,NO,,,,,,,,,,,,,,
01-67-04-36,0092-001-001,5,NO,,,,,,,,,,,,,,
18-41-40-51,0093-001-001,1,NO,,,,,,,,,,,,,,
18-41-40-51,0093-001-001,2,NO,,,,,,,,,,,,,,
18-41-40-51,0093-001-001,3,YES,YES,21000,YES,8500,NO,,NO,,YES,6500,NO,,YES,1200
18-41-40-51,0093-001-001,4,NO,,,,,,,,,,,,,,
18-41-40-51,0093-001-001,6,YES,YES,18000,YES,3700,NO,,NO,,YES,2500,NO,,YES,850
70-24-33-41,0096-001-001,1,NO,,,,,,,,,,,,,,
70-24-33-41,0096-001-001,2,NO,,,,,,,,,,,,,,
70-24-33-41,0096-001-001,3,NO,,,,,,,,,,,,,,
70-24-33-41,0096-001-001,4,NO,,,,,,,,,,,,,,
70-24-33-41,0096-001-001,5,NO,,,,,,,,,,,,,,
70-24-33-41,0096-001-001,6,NO,,,,,,,,,,,,,,
42-11-56-10,0096-002-002,2,NO,,,,,,,,,,,,,,
42-11-56-10,0096-002-002,3,NO,,,,,,,,,,,,,,
42-11-56-10,0096-002-002,4,NO,,,,,,,,,,,,,,
42-11-56-10,0096-002-002,5,NO,,,,,,,,,,,,,,
42-11-56-10,0096-002-002,6,NO,,,,,,,,,,,,,,
88-19-63-23,0097-001-001,1,NO,,,,,,,,,,,,,,
88-19-63-23,0097-001-001,5,NO,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,1,NO,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,2,NO,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,5,NO,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,6,NO,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,7,NO,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,8,NO,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,9,NO,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,10,NO,,,,,,,,,,,,,,
76-46-87-39,0098-001-001,1,NO,,,,,,,,,,,,,,
76-46-87-39,0098-001-001,2,NO,,,,,,,,,,,,,,
76-46-87-39,0098-001-001,3,NO,,,,,,,,,,,,,,
89-69-28-73,0099-001-001,1,NO,,,,,,,,,,,,,,
89-69-28-73,0099-001-001,2,NO,,,,,,,,,,,,,,
89-69-28-73,0099-001-001,3,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
89-69-28-73,0099-001-001,5,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
89-69-28-73,0099-001-001,7,NO,,,,,,,,,,,,,,
33-12-11-68,0099-001-004,1,NO,,,,,,,,,,,,,,
33-12-11-68,0099-001-004,2,NO,,,,,,,,,,,,,,
33-12-11-68,0099-001-004,3,NO,,,,,,,,,,,,,,
25-01-61-44,0099-001-006,1,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
25-01-61-44,0099-001-006,2,YES,YES,35000,NO,,NO,,NO,,NO,,NO,,NO,
25-01-61-44,0099-001-006,3,YES,YES,18000,NO,,NO,,NO,,NO,,NO,,NO,
42-94-75-73,0099-008-001,1,YES,NO,,NO,,YES,6000,NO,,NO,,NO,,NO,
42-94-75-73,0099-008-001,2,NO,,,,,,,,,,,,,,
42-94-75-73,0099-008-001,3,NO,,,,,,,,,,,,,,
42-94-75-73,0099-008-001,4,NO,,,,,,,,,,,,,,
42-94-75-73,0099-008-001,5,NO,,,,,,,,,,,,,,
73-19-77-82,0100-001-001,1,YES,YES,3000,NO,,NO,,NO,,NO,,NO,,YES,1500
73-19-77-82,0100-001-001,2,NO,,,,,,,,,,,,,,
73-19-77-82,0100-001-001,3,NO,,,,,,,,,,,,,,
73-19-77-82,0100-001-001,4,NO,,,,,,,,,,,,,,
07-74-53-75,0101-001-001,1,YES,YES,24000,NO,,NO,,NO,,NO,,NO,,NO,
07-74-53-75,0101-001-001,3,YES,YES,10500,NO,,NO,,NO,,YES,600,NO,,NO,
07-74-53-75,0101-001-001,5,YES,YES,8000,NO,,NO,,NO,,NO,,NO,,NO,
07-74-53-75,0101-001-001,6,NO,,,,,,,,,,,,,,
07-74-53-75,0101-001-001,7,NO,,,,,,,,,,,,,,
07-74-53-75,0101-001-001,8,NO,,,,,,,,,,,,,,
28-26-05-62,0101-001-002,1,YES,YES,29400,YES,3000,NO,,NO,,YES,6000,YES,2000,YES,2000
09-18-15-86,0101-002-001,1,NO,,,,,,,,,,,,,,
09-18-15-86,0101-002-001,4,NO,,,,,,,,,,,,,,
09-18-15-86,0101-002-001,5,NO,,,,,,,,,,,,,,
09-18-15-86,0101-002-001,6,YES,YES,24500,NO,,NO,,NO,,NO,,NO,,NO,
09-18-15-86,0101-002-001,7,YES,YES,24500,NO,,NO,,NO,,NO,,NO,,NO,
48-76-11-58,0101-003-001,1,YES,YES,2000,YES,4000,NO,,NO,,YES,1000,NO,,YES,1500
48-76-11-58,0101-003-001,2,YES,NO,,YES,6000,NO,,NO,,YES,2000,NO,,NO,
48-76-11-58,0101-003-001,3,NO,,,,,,,,,,,,,,
48-76-11-58,0101-003-001,4,NO,,,,,,,,,,,,,,
16-87-89-06,0102-001-001,1,YES,YES,14000,NO,,NO,,NO,,YES,1800,NO,,YES,7000
16-87-89-06,0102-001-001,2,YES,YES,9000,YES,3000,NO,,NO,,YES,4200,NO,,YES,8500
16-87-89-06,0102-001-001,4,NO,,,,,,,,,,,,,,
16-87-89-06,0102-001-001,5,NO,,,,,,,,,,,,,,
16-87-89-06,0102-001-001,6,NO,,,,,,,,,,,,,,
16-87-89-06,0102-001-001,7,NO,,,,,,,,,,,,,,
74-00-49-61,0102-001-003,1,NO,,,,,,,,,,,,,,
74-00-49-61,0102-001-003,2,YES,YES,14000,NO,,NO,,NO,,NO,,NO,,NO,
74-00-49-61,0102-001-003,3,NO,,,,,,,,,,,,,,
74-00-49-61,0102-001-003,4,NO,,,,,,,,,,,,,,
74-00-49-61,0102-001-003,5,NO,,,,,,,,,,,,,,
74-00-49-61,0102-001-003,6,NO,,,,,,,,,,,,,,
13-27-24-08,0103-001-001,1,NO,,,,,,,,,,,,,,
13-27-24-08,0103-001-001,2,NO,,,,,,,,,,,,,,
13-27-24-08,0103-001-001,4,NO,,,,,,,,,,,,,,
13-27-24-08,0103-001-001,5,NO,,,,,,,,,,,,,,
61-86-51-55,0104-001-001,1,YES,YES,36000,NO,,NO,,NO,,NO,,NO,,NO,
61-86-51-55,0104-001-001,2,YES,YES,2500,NO,,NO,,NO,,NO,,NO,,NO,
61-86-51-55,0104-001-001,3,YES,YES,17500,NO,,NO,,NO,,YES,3000,NO,,NO,
61-86-51-55,0104-001-001,4,YES,YES,32000,NO,,NO,,NO,,NO,,NO,,NO,
61-86-51-55,0104-001-001,5,NO,,,,,,,,,,,,,,
61-86-51-55,0104-001-001,7,YES,YES,36000,NO,,NO,,NO,,NO,,NO,,NO,
61-86-51-55,0104-001-001,8,NO,,,,,,,,,,,,,,
82-80-49-27,0104-001-006,1,YES,YES,12800,NO,,NO,,NO,,YES,4000,NO,,NO,
82-80-49-27,0104-001-006,2,NO,,,,,,,,,,,,,,
82-80-49-27,0104-001-006,3,NO,,,,,,,,,,,,,,
45-01-65-38,0104-008-001,1,YES,YES,9000,NO,,NO,,NO,,YES,12000,NO,,YES,12000
45-01-65-38,0104-008-001,2,NO,,,,,,,,,,,,,,
56-75-17-70,0105-001-001,1,NO,,,,,,,,,,,,,,
56-75-17-70,0105-001-001,2,NO,,,,,,,,,,,,,,
56-75-17-70,0105-001-001,3,NO,,,,,,,,,,,,,,
03-36-44-51,0105-005-001,1,YES,YES,28000,NO,,NO,,NO,,NO,,NO,,NO,
03-36-44-51,0105-005-001,2,NO,,,,,,,,,,,,,,
03-36-44-51,0105-005-001,3,NO,,,,,,,,,,,,,,
03-36-44-51,0105-005-001,4,NO,,,,,,,,,,,,,,
03-36-44-51,0105-005-001,5,NO,,,,,,,,,,,,,,
83-56-10-16,0106-001-002,1,NO,,,,,,,,,,,,,,
72-82-51-97,0106-001-003,3,YES,NO,,NO,,NO,,NO,,YES,1500,NO,,YES,3000
72-82-51-97,0106-001-003,4,NO,,,,,,,,,,,,,,
72-82-51-97,0106-001-003,5,YES,YES,6000,NO,,NO,,NO,,YES,2000,NO,,YES,3000
72-82-51-97,0106-001-003,6,NO,,,,,,,,,,,,,,
72-82-51-97,0106-001-003,7,NO,,,,,,,,,,,,,,
72-82-51-97,0106-001-003,8,NO,,,,,,,,,,,,,,
72-82-51-97,0106-001-003,9,NO,,,,,,,,,,,,,,
11-04-09-01,0107-001-001,1,NO,,,,,,,,,,,,,,
51-54-44-86,0108-001-001,1,NO,,,,,,,,,,,,,,
51-54-44-86,0108-001-001,5,YES,YES,10000,NO,,NO,,NO,,YES,500,NO,,NO,
35-34-97-68,0108-001-002,1,YES,YES,3000,NO,,YES,1000,NO,,NO,,NO,,NO,
35-34-97-68,0108-001-002,2,YES,YES,12000,NO,,NO,,NO,,NO,,NO,,NO,
35-34-97-68,0108-001-002,3,NO,,,,,,,,,,,,,,
35-34-97-68,0108-001-002,4,NO,,,,,,,,,,,,,,
35-34-97-68,0108-001-002,5,YES,YES,8000,NO,,NO,,NO,,NO,,NO,,NO,
47-69-21-93,0109-001-001,1,NO,,,,,,,,,,,,,,
47-69-21-93,0109-001-001,5,YES,NO,,NO,,NO,,NO,,YES,1000,NO,,NO,
47-69-21-93,0109-001-001,6,NO,,,,,,,,,,,,,,
22-62-73-26,0110-001-001,1,NO,,,,,,,,,,,,,,
22-62-73-26,0110-001-001,3,NO,,,,,,,,,,,,,,
22-62-73-26,0110-001-001,5,NO,,,,,,,,,,,,,,
22-62-73-26,0110-001-001,7,NO,,,,,,,,,,,,,,
22-62-73-26,0110-001-001,8,NO,,,,,,,,,,,,,,
71-21-99-60,0110-001-002,1,NO,,,,,,,,,,,,,,
71-21-99-60,0110-001-002,2,NO,,,,,,,,,,,,,,
71-21-99-60,0110-001-002,3,NO,,,,,,,,,,,,,,
71-21-99-60,0110-001-002,4,NO,,,,,,,,,,,,,,
71-21-99-60,0110-001-002,5,NO,,,,,,,,,,,,,,
71-21-99-60,0110-001-002,6,YES,YES,21000,NO,,NO,,NO,,YES,1500,NO,,YES,800
09-03-93-64,0111-001-001,1,NO,,,,,,,,,,,,,,
09-03-93-64,0111-001-001,2,NO,,,,,,,,,,,,,,
09-03-93-64,0111-001-001,3,NO,,,,,,,,,,,,,,
09-03-93-64,0111-001-001,4,NO,,,,,,,,,,,,,,
49-60-00-77,0112-001-001,1,NO,,,,,,,,,,,,,,
49-60-00-77,0112-001-001,5,YES,YES,3000,NO,,NO,,NO,,NO,,NO,,NO,
49-60-00-77,0112-001-001,6,NO,,,,,,,,,,,,,,
51-56-43-08,0112-001-002,1,NO,,,,,,,,,,,,,,
51-56-43-08,0112-001-002,2,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
51-56-43-08,0112-001-002,3,YES,YES,21000,NO,,NO,,NO,,YES,10500,NO,,NO,
51-56-43-08,0112-001-002,4,NO,,,,,,,,,,,,,,
51-56-43-08,0112-001-002,5,NO,,,,,,,,,,,,,,
80-23-77-43,0113-001-001,1,NO,,,,,,,,,,,,,,
80-23-77-43,0113-001-001,3,NO,,,,,,,,,,,,,,
80-23-77-43,0113-001-001,4,NO,,,,,,,,,,,,,,
80-23-77-43,0113-001-001,6,NO,,,,,,,,,,,,,,
80-23-77-43,0113-001-001,7,NO,,,,,,,,,,,,,,
80-23-77-43,0113-001-001,8,NO,,,,,,,,,,,,,,
86-56-84-14,0113-002-001,1,NO,,,,,,,,,,,,,,
86-56-84-14,0113-002-001,2,YES,YES,3000,NO,,NO,,NO,,YES,1000,NO,,NO,
86-56-84-14,0113-002-001,3,YES,YES,3000,NO,,NO,,NO,,YES,1000,NO,,NO,
86-56-84-14,0113-002-001,4,NO,,,,,,,,,,,,,,
86-56-84-14,0113-002-001,5,NO,,,,,,,,,,,,,,
86-56-84-14,0113-002-001,7,NO,,,,,,,,,,,,,,
95-71-62-51,0114-001-001,1,NO,,,,,,,,,,,,,,
95-71-62-51,0114-001-001,2,NO,,,,,,,,,,,,,,
35-20-92-57,0115-001-001,1,YES,YES,1500,NO,,YES,3000,NO,,NO,,NO,,NO,
35-20-92-57,0115-001-001,3,NO,,,,,,,,,,,,,,
61-55-11-19,0115-001-002,1,YES,YES,16000,NO,,NO,,NO,,YES,1500,NO,,NO,
61-11-91-19,0118-001-001,1,NO,,,,,,,,,,,,,,
61-11-91-19,0118-001-001,2,NO,,,,,,,,,,,,,,
61-11-91-19,0118-001-001,3,YES,YES,7000,NO,,NO,,NO,,NO,,NO,,NO,
67-13-31-42,0119-001-001,1,NO,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,3,NO,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,4,NO,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,5,NO,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,6,NO,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,7,NO,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,8,NO,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,9,NO,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,10,NO,,,,,,,,,,,,,,
16-86-84-80,0119-001-002,1,NO,,,,,,,,,,,,,,
98-32-46-89,0120-001-001,1,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
98-32-46-89,0120-001-001,2,NO,,,,,,,,,,,,,,
98-32-46-89,0120-001-001,3,NO,,,,,,,,,,,,,,
11-41-50-08,0121-002-001,1,NO,,,,,,,,,,,,,,
11-41-50-08,0121-002-001,2,NO,,,,,,,,,,,,,,
11-41-50-08,0121-002-001,3,NO,,,,,,,,,,,,,,
11-41-50-08,0121-002-001,4,NO,,,,,,,,,,,,,,
11-41-50-08,0121-002-001,7,NO,,,,,,,,,,,,,,
11-41-50-08,0121-002-001,8,NO,,,,,,,,,,,,,,
11-41-50-08,0121-002-001,9,NO,,,,,,,,,,,,,,
20-26-27-46,0121-004-001,1,NO,,,,,,,,,,,,,,
20-26-27-46,0121-004-001,3,NO,,,,,,,,,,,,,,
20-26-27-46,0121-004-001,4,NO,,,,,,,,,,,,,,
51-99-30-00,0122-001-001,1,YES,NO,,NO,,YES,3000,NO,,NO,,NO,,NO,
94-57-72-83,0122-001-002,1,YES,YES,10500,NO,,YES,3500,NO,,NO,,NO,,NO,
43-50-47-25,0122-001-003,1,YES,YES,3500,NO,,NO,,NO,,NO,,NO,,NO,
43-50-47-25,0122-001-003,2,NO,,,,,,,,,,,,,,
43-50-47-25,0122-001-003,3,YES,YES,24000,NO,,NO,,NO,,NO,,NO,,NO,
43-50-47-25,0122-001-003,4,YES,NO,,NO,,NO,,NO,,NO,,NO,,YES,4000
43-50-47-25,0122-001-003,5,NO,,,,,,,,,,,,,,
43-50-47-25,0122-001-003,6,NO,,,,,,,,,,,,,,
43-50-47-25,0122-001-003,7,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
43-50-47-25,0122-001-003,8,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
43-50-47-25,0122-001-003,9,NO,,,,,,,,,,,,,,
38-83-27-01,0123-001-001,1,NO,,,,,,,,,,,,,,
38-83-27-01,0123-001-001,2,NO,,,,,,,,,,,,,,
38-83-27-01,0123-001-001,3,NO,,,,,,,,,,,,,,
73-91-37-79,0124-001-001,1,NO,,,,,,,,,,,,,,
73-91-37-79,0124-001-001,2,NO,,,,,,,,,,,,,,
73-91-37-79,0124-001-001,3,YES,YES,7000,NO,,NO,,NO,,YES,500,NO,,NO,
73-91-37-79,0124-001-001,4,NO,,,,,,,,,,,,,,
85-36-20-21,0124-002-001,1,YES,YES,20000,NO,,NO,,NO,,NO,,NO,,NO,
85-36-20-21,0124-002-001,2,NO,,,,,,,,,,,,,,
85-36-20-21,0124-002-001,3,NO,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,1,YES,YES,8000,NO,,NO,,NO,,NO,,NO,,NO,
59-55-68-20,0126-001-001,2,NO,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,4,NO,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,5,NO,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,6,NO,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,7,NO,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,8,NO,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,9,NO,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,10,NO,,,,,,,,,,,,,,
32-50-39-98,0126-001-003,1,NO,,,,,,,,,,,,,,
32-50-39-98,0126-001-003,2,YES,NO,,YES,6000,NO,,NO,,YES,3000,NO,,NO,
32-50-39-98,0126-001-003,3,YES,YES,7500,NO,,NO,,NO,,YES,1000,NO,,NO,
20-77-46-74,0127-001-001,1,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,2,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,3,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,4,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,5,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,6,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,7,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,8,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,9,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,10,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,11,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,12,NO,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,13,NO,,,,,,,,,,,,,,
40-08-98-18,0127-003-001,1,NO,,,,,,,,,,,,,,
40-08-98-18,0127-003-001,6,NO,,,,,,,,,,,,,,
48-18-47-32,0127-005-001,1,YES,YES,7000,NO,,NO,,NO,,YES,1000,NO,,NO,
48-18-47-32,0127-005-001,4,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
87-27-18-80,0128-001-001,1,NO,,,,,,,,,,,,,,
87-27-18-80,0128-001-001,2,NO,,,,,,,,,,,,,,
87-27-18-80,0128-001-001,4,NO,,,,,,,,,,,,,,
