interview__key,sdd_hhid,sdd_indid,hh_f01,hh_f02,hh_f03,hh_f04,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15
96-65-59-07,0718-003-001,4,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,1,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,2,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,3,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,4,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,5,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,6,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,7,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,8,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,10,NO,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,11,NO,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,1,NO,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,2,NO,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,3,NO,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,4,NO,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,5,NO,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,6,NO,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,7,NO,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,8,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,1,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,2,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,3,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,4,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,5,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,6,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,7,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,8,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,10,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,12,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,13,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,14,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,15,NO,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,16,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,1,YES,YES,3500,NO,,NO,,NO,,YES,2500,NO,,NO,
01-38-32-24,0720-001-011,2,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,3,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,4,YES,NO,,NO,,NO,,NO,,YES,500,NO,,NO,
01-38-32-24,0720-001-011,5,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
01-38-32-24,0720-001-011,6,YES,YES,2500,NO,,NO,,NO,,YES,500,NO,,NO,
01-38-32-24,0720-001-011,7,YES,YES,25000,NO,,NO,,NO,,NO,,NO,,NO,
01-38-32-24,0720-001-011,8,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,9,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,10,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,11,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
01-38-32-24,0720-001-011,12,YES,YES,4000,NO,,NO,,NO,,NO,,YES,100,NO,
01-38-32-24,0720-001-011,13,YES,YES,4000,NO,,NO,,NO,,YES,500,YES,100,NO,
01-38-32-24,0720-001-011,14,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,15,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,16,NO,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,17,NO,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,1,NO,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,2,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
35-71-36-18,0720-010-001,3,NO,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,4,NO,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,5,NO,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,12,NO,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,13,NO,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,14,NO,,,,,,,,,,,,,,
35-71-36-18,0720-010-001,15,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,1,YES,NO,,NO,,NO,,NO,,YES,500,NO,,YES,1000
89-74-22-66,0720-010-006,2,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,3,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,4,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,5,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,6,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,7,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,8,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,9,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,10,NO,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,11,NO,,,,,,,,,,,,,,
64-88-68-03,0720-015-001,1,NO,,,,,,,,,,,,,,
64-88-68-03,0720-015-001,2,NO,,,,,,,,,,,,,,
64-88-68-03,0720-015-001,7,NO,,,,,,,,,,,,,,
64-88-68-03,0720-015-001,8,NO,,,,,,,,,,,,,,
64-88-68-03,0720-015-001,9,NO,,,,,,,,,,,,,,
64-88-68-03,0720-015-001,10,NO,,,,,,,,,,,,,,
78-89-11-25,0720-015-003,1,NO,,,,,,,,,,,,,,
78-89-11-25,0720-015-003,2,NO,,,,,,,,,,,,,,
78-89-11-25,0720-015-003,3,NO,,,,,,,,,,,,,,
78-89-11-25,0720-015-003,4,NO,,,,,,,,,,,,,,
36-91-51-52,0720-015-004,1,YES,YES,21000,NO,,NO,,NO,,NO,,NO,,NO,
36-91-51-52,0720-015-004,2,NO,,,,,,,,,,,,,,
36-91-51-52,0720-015-004,3,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,1,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,2,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,3,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,4,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,5,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,6,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,7,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,8,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,9,,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,10,,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,11,NO,,,,,,,,,,,,,,
29-58-22-46,0721-002-001,12,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,1,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,2,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,3,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,4,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,5,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,6,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,7,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,8,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,9,NO,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,10,NO,,,,,,,,,,,,,,
00-12-69-11,0723-001-001,1,NO,,,,,,,,,,,,,,
00-12-69-11,0723-001-001,2,NO,,,,,,,,,,,,,,
00-12-69-11,0723-001-001,3,NO,,,,,,,,,,,,,,
00-12-69-11,0723-001-001,4,NO,,,,,,,,,,,,,,
00-12-69-11,0723-001-001,6,NO,,,,,,,,,,,,,,
73-62-20-14,0724-001-001,1,NO,,,,,,,,,,,,,,
73-62-20-14,0724-001-001,2,NO,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,1,NO,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,2,NO,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,3,NO,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,6,NO,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,7,NO,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,9,NO,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,10,NO,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,1,NO,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,2,NO,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,3,,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,4,NO,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,5,NO,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,6,NO,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,8,NO,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,9,NO,,,,,,,,,,,,,,
47-68-48-21,0725-004-001,1,YES,YES,3000,NO,,NO,,NO,,NO,,NO,,YES,2000
47-68-48-21,0725-004-001,2,YES,NO,,NO,,NO,,NO,,YES,500,NO,,NO,
47-68-48-21,0725-004-001,3,YES,NO,,NO,,NO,,NO,,NO,,YES,500,NO,
47-68-48-21,0725-004-001,4,YES,NO,,NO,,NO,,NO,,YES,500,NO,,NO,
83-43-91-36,0726-001-001,1,NO,,,,,,,,,,,,,,
83-43-91-36,0726-001-001,3,NO,,,,,,,,,,,,,,
83-43-91-36,0726-001-001,4,NO,,,,,,,,,,,,,,
83-43-91-36,0726-001-001,5,YES,YES,14000,NO,,NO,,NO,,YES,8000,NO,,NO,
83-43-91-36,0726-001-001,6,NO,,,,,,,,,,,,,,
83-43-91-36,0726-001-001,7,NO,,,,,,,,,,,,,,
52-19-00-24,0726-004-001,1,NO,,,,,,,,,,,,,,
52-19-00-24,0726-004-001,2,NO,,,,,,,,,,,,,,
52-19-00-24,0726-004-001,5,NO,,,,,,,,,,,,,,
52-19-00-24,0726-004-001,7,NO,,,,,,,,,,,,,,
72-19-77-76,0726-004-006,1,NO,,,,,,,,,,,,,,
72-19-77-76,0726-004-006,2,NO,,,,,,,,,,,,,,
71-44-85-61,0727-001-001,1,NO,,,,,,,,,,,,,,
71-44-85-61,0727-001-001,2,NO,,,,,,,,,,,,,,
71-44-85-61,0727-001-001,3,NO,,,,,,,,,,,,,,
71-44-85-61,0727-001-001,4,NO,,,,,,,,,,,,,,
71-44-85-61,0727-001-001,5,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,2,YES,YES,20000,NO,,NO,,NO,,NO,,NO,,NO,
87-68-89-36,0729-001-002,3,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,4,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,5,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,6,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,7,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,8,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,9,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,10,NO,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,11,NO,,,,,,,,,,,,,,
53-00-35-57,0729-003-001,1,NO,,,,,,,,,,,,,,
53-00-35-57,0729-003-001,2,NO,,,,,,,,,,,,,,
53-00-35-57,0729-003-001,3,NO,,,,,,,,,,,,,,
53-00-35-57,0729-003-001,4,NO,,,,,,,,,,,,,,
53-00-35-57,0729-003-001,5,NO,,,,,,,,,,,,,,
53-00-35-57,0729-003-001,6,NO,,,,,,,,,,,,,,
53-00-35-57,0729-003-001,7,NO,,,,,,,,,,,,,,
70-01-13-20,0729-004-001,1,YES,NO,,NO,,NO,,NO,,YES,1000,NO,,YES,2000
70-01-13-20,0729-004-001,2,NO,,,,,,,,,,,,,,
70-01-13-20,0729-004-001,3,NO,,,,,,,,,,,,,,
70-01-13-20,0729-004-001,5,NO,,,,,,,,,,,,,,
70-01-13-20,0729-004-001,6,NO,,,,,,,,,,,,,,
70-01-13-20,0729-004-001,7,NO,,,,,,,,,,,,,,
70-01-13-20,0729-004-001,8,NO,,,,,,,,,,,,,,
41-67-65-60,0731-001-001,1,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
41-67-65-60,0731-001-001,2,NO,,,,,,,,,,,,,,
41-67-65-60,0731-001-001,4,NO,,,,,,,,,,,,,,
41-67-65-60,0731-001-001,5,NO,,,,,,,,,,,,,,
93-89-30-03,0731-001-003,1,NO,,,,,,,,,,,,,,
93-89-30-03,0731-001-003,2,NO,,,,,,,,,,,,,,
93-89-30-03,0731-001-003,3,NO,,,,,,,,,,,,,,
59-42-39-17,0732-001-001,1,NO,,,,,,,,,,,,,,
59-42-39-17,0732-001-001,3,NO,,,,,,,,,,,,,,
59-42-39-17,0732-001-001,5,NO,,,,,,,,,,,,,,
59-42-39-17,0732-001-001,6,NO,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,1,YES,YES,24000,NO,,NO,,NO,,NO,,NO,,NO,
63-80-38-30,0733-001-001,2,NO,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,3,NO,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,4,NO,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,5,NO,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,6,NO,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,7,NO,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,8,NO,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,9,NO,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,1,NO,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,2,NO,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,3,NO,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,4,NO,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,5,NO,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,6,NO,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,7,NO,,,,,,,,,,,,,,
42-11-43-73,0736-001-001,1,YES,YES,12000,NO,,NO,,NO,,NO,,NO,,NO,
42-11-43-73,0736-001-001,2,YES,YES,4000,NO,,NO,,NO,,NO,,NO,,NO,
42-11-43-73,0736-001-001,3,NO,,,,,,,,,,,,,,
42-11-43-73,0736-001-001,4,NO,,,,,,,,,,,,,,
42-11-43-73,0736-001-001,5,NO,,,,,,,,,,,,,,
42-11-43-73,0736-001-001,6,YES,YES,24000,NO,,NO,,NO,,NO,,NO,,NO,
42-11-43-73,0736-001-001,7,NO,,,,,,,,,,,,,,
42-11-43-73,0736-001-001,8,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,1,YES,YES,1000,NO,,YES,3000,NO,,NO,,NO,,NO,
05-65-41-70,0736-003-001,2,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,7,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,8,YES,NO,,NO,,NO,,NO,,YES,1000,YES,300,YES,500
05-65-41-70,0736-003-001,11,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,13,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,14,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,15,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,16,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,17,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,18,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,19,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,20,NO,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,21,YES,YES,21000,NO,,NO,,NO,,NO,,NO,,NO,
05-65-41-70,0736-003-001,22,NO,,,,,,,,,,,,,,
84-20-01-44,0736-003-003,1,NO,,,,,,,,,,,,,,
84-20-01-44,0736-003-003,2,NO,,,,,,,,,,,,,,
84-20-01-44,0736-003-003,3,NO,,,,,,,,,,,,,,
84-20-01-44,0736-003-003,4,NO,,,,,,,,,,,,,,
84-20-01-44,0736-003-003,5,NO,,,,,,,,,,,,,,
61-19-90-97,0736-003-004,1,NO,,,,,,,,,,,,,,
61-19-90-97,0736-003-004,2,NO,,,,,,,,,,,,,,
61-19-90-97,0736-003-004,3,NO,,,,,,,,,,,,,,
31-03-28-85,0736-003-005,1,YES,NO,,NO,,NO,,NO,,YES,2000,YES,500,YES,3500
31-03-28-85,0736-003-005,2,YES,YES,1000,NO,,NO,,NO,,NO,,NO,,YES,1000
31-03-28-85,0736-003-005,3,NO,,,,,,,,,,,,,,
99-14-00-70,0736-003-006,1,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
99-14-00-70,0736-003-006,2,NO,,,,,,,,,,,,,,
99-14-00-70,0736-003-006,3,NO,,,,,,,,,,,,,,
99-14-00-70,0736-003-006,4,NO,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,1,NO,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,2,NO,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,5,NO,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,7,NO,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,8,NO,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,9,NO,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,10,NO,,,,,,,,,,,,,,
08-34-94-62,0738-001-001,1,YES,YES,4500,YES,2000,NO,,NO,,YES,1500,NO,,NO,
08-34-94-62,0738-001-001,2,NO,,,,,,,,,,,,,,
08-34-94-62,0738-001-001,3,NO,,,,,,,,,,,,,,
08-34-94-62,0738-001-001,5,NO,,,,,,,,,,,,,,
08-34-94-62,0738-001-001,6,NO,,,,,,,,,,,,,,
08-34-94-62,0738-001-001,7,NO,,,,,,,,,,,,,,
25-22-14-90,0739-001-001,1,NO,,,,,,,,,,,,,,
25-22-14-90,0739-001-001,2,NO,,,,,,,,,,,,,,
25-22-14-90,0739-001-001,3,NO,,,,,,,,,,,,,,
25-22-14-90,0739-001-001,4,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,1,YES,NO,,NO,,NO,,NO,,YES,1000,NO,,NO,
71-49-87-81,0740-001-001,2,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,6,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,7,YES,NO,,NO,,NO,,NO,,YES,1000,NO,,YES,3000
71-49-87-81,0740-001-001,9,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,10,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,12,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,13,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,14,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,15,NO,,,,,,,,,,,,,,
71-49-87-81,0740-001-001,16,NO,,,,,,,,,,,,,,
46-44-66-21,0740-003-001,1,NO,,,,,,,,,,,,,,
46-44-66-21,0740-003-001,2,NO,,,,,,,,,,,,,,
46-44-66-21,0740-003-001,3,NO,,,,,,,,,,,,,,
46-44-66-21,0740-003-001,4,NO,,,,,,,,,,,,,,
46-44-66-21,0740-003-001,5,NO,,,,,,,,,,,,,,
46-44-66-21,0740-003-001,6,NO,,,,,,,,,,,,,,
09-76-22-49,0741-001-001,1,NO,,,,,,,,,,,,,,
09-76-22-49,0741-001-001,2,NO,,,,,,,,,,,,,,
09-76-22-49,0741-001-001,5,NO,,,,,,,,,,,,,,
09-76-22-49,0741-001-001,6,NO,,,,,,,,,,,,,,
09-76-22-49,0741-001-001,7,NO,,,,,,,,,,,,,,
09-76-22-49,0741-001-001,8,NO,,,,,,,,,,,,,,
09-76-22-49,0741-001-001,9,NO,,,,,,,,,,,,,,
14-06-51-04,0741-001-004,1,YES,NO,,NO,,NO,,NO,,YES,1000,NO,,YES,1000
14-06-51-04,0741-001-004,2,NO,,,,,,,,,,,,,,
14-06-51-04,0741-001-004,3,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,1,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,2,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,3,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,4,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,5,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,7,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,10,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,11,NO,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,12,NO,,,,,,,,,,,,,,
94-01-64-67,0742-006-001,1,YES,YES,2000,NO,,NO,,NO,,YES,1000,NO,,NO,
94-01-64-67,0742-006-001,2,NO,,,,,,,,,,,,,,
94-01-64-67,0742-006-001,4,NO,,,,,,,,,,,,,,
94-01-64-67,0742-006-001,5,NO,,,,,,,,,,,,,,
94-01-64-67,0742-006-001,6,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,1,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,2,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,3,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,4,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,5,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,6,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,7,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,8,NO,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,9,NO,,,,,,,,,,,,,,
54-99-39-86,0743-001-001,1,YES,YES,3000,NO,,NO,,NO,,NO,,NO,,NO,
54-99-39-86,0743-001-001,3,YES,YES,3000,NO,,NO,,NO,,NO,,NO,,NO,
54-99-39-86,0743-001-001,4,NO,,,,,,,,,,,,,,
54-99-39-86,0743-001-001,5,NO,,,,,,,,,,,,,,
54-99-39-86,0743-001-001,6,NO,,,,,,,,,,,,,,
54-99-39-86,0743-001-001,7,NO,,,,,,,,,,,,,,
54-99-39-86,0743-001-001,8,NO,,,,,,,,,,,,,,
82-79-20-90,0743-001-002,1,YES,YES,7000,NO,,NO,,NO,,YES,1000,NO,,NO,
82-79-20-90,0743-001-002,2,NO,,,,,,,,,,,,,,
82-79-20-90,0743-001-002,3,NO,,,,,,,,,,,,,,
11-42-87-71,0744-001-001,1,NO,,,,,,,,,,,,,,
11-42-87-71,0744-001-001,2,NO,,,,,,,,,,,,,,
11-42-87-71,0744-001-001,4,NO,,,,,,,,,,,,,,
11-42-87-71,0744-001-001,7,NO,,,,,,,,,,,,,,
51-16-66-10,0744-003-001,1,NO,,,,,,,,,,,,,,
51-16-66-10,0744-003-001,2,NO,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,2,NO,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,3,NO,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,4,NO,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,5,NO,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,6,NO,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,7,NO,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,8,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,1,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,2,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,5,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,6,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,7,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,8,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,9,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,10,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,11,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,12,NO,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,13,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,1,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,2,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,3,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,4,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,5,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,6,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,9,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,10,NO,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,11,NO,,,,,,,,,,,,,,
31-95-03-62,0747-001-001,1,YES,YES,6000,NO,,NO,,NO,,YES,2000,NO,,NO,
31-95-03-62,0747-001-001,2,YES,YES,8000,NO,,NO,,NO,,YES,4000,NO,,NO,
31-95-03-62,0747-001-001,4,NO,,,,,,,,,,,,,,
31-95-03-62,0747-001-001,6,NO,,,,,,,,,,,,,,
31-95-03-62,0747-001-001,7,NO,,,,,,,,,,,,,,
90-66-22-54,0748-001-001,1,YES,YES,30000,NO,,NO,,NO,,NO,,NO,,NO,
90-66-22-54,0748-001-001,2,NO,,,,,,,,,,,,,,
90-66-22-54,0748-001-001,3,YES,YES,18000,YES,4000,YES,8000,NO,,NO,,NO,,NO,
90-66-22-54,0748-001-001,5,NO,,,,,,,,,,,,,,
90-66-22-54,0748-001-001,7,NO,,,,,,,,,,,,,,
90-66-22-54,0748-001-001,9,NO,,,,,,,,,,,,,,
90-66-22-54,0748-001-001,10,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,1,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,3,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,4,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,5,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,6,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,7,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,9,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,10,NO,,,,,,,,,,,,,,
40-92-93-80,0748-006-001,11,NO,,,,,,,,,,,,,,
20-93-75-06,0749-001-001,1,NO,,,,,,,,,,,,,,
20-93-75-06,0749-001-001,3,NO,,,,,,,,,,,,,,
20-93-75-06,0749-001-001,4,NO,,,,,,,,,,,,,,
20-93-75-06,0749-001-001,5,NO,,,,,,,,,,,,,,
20-93-75-06,0749-001-001,6,NO,,,,,,,,,,,,,,
39-72-67-30,0749-002-001,1,NO,,,,,,,,,,,,,,
39-72-67-30,0749-002-001,2,YES,YES,17500,NO,,NO,,NO,,NO,,NO,,NO,
14-38-94-33,0749-003-001,1,YES,YES,21000,NO,,NO,,NO,,NO,,NO,,NO,
14-38-94-33,0749-003-001,2,,,,,,,,,,,,,,,
14-38-94-33,0749-003-001,3,YES,YES,10500,NO,,NO,,NO,,NO,,NO,,NO,
14-38-94-33,0749-003-001,4,NO,,,,,,,,,,,,,,
14-38-94-33,0749-003-001,5,NO,,,,,,,,,,,,,,
85-80-93-27,0750-001-001,1,YES,YES,12000,YES,3000,NO,,NO,,YES,3000,NO,,YES,3000
85-80-93-27,0750-001-001,2,YES,YES,1000,NO,,NO,,NO,,NO,,YES,500,YES,500
85-80-93-27,0750-001-001,3,NO,,,,,,,,,,,,,,
85-80-93-27,0750-001-001,4,NO,,,,,,,,,,,,,,
40-49-15-42,0751-001-001,1,NO,,,,,,,,,,,,,,
