interview__key,sdd_hhid,plotnum,cropid,ag6b_02,ag6b_03,ag6b_04,ag6b_05,ag6b_06,ag6b_06a,ag6b_07_1,ag6b_07_2,ag6b_07_3,ag6b_07_4,ag6b_08_1,ag6b_08_2,ag6b_09,ag6b_10,ag6b_11
41-67-65-60,0731-001-001,2,31,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
59-42-39-17,0732-001-001,1,10,3500,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,SEPTEMBER,2018,DECEMBER,1,,240,NO,
59-42-39-17,0732-001-001,4,98,4,2014,0,NO,,HAPANA,,,,,,,,,
63-80-38-30,0733-001-001,2,10,400,2018,400,NO,,HAPANA,,,,,,,,,
63-80-38-30,0733-001-001,2,98,2,1900,0,NO,,HAPANA,,,,,,,,,
63-80-38-30,0733-001-001,3,29,1,1994,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JUNE,2018,JULY,1,2,10,NO,
05-65-41-70,0736-003-001,1,10,4000,2018,4000,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
05-65-41-70,0736-003-001,1,98,12,2006,0,NO,,NDIYO,2018,JULY,2018,SEPTEMBER,1,,440,NO,
05-65-41-70,0736-003-001,3,10,4500,2018,4500,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
84-20-01-44,0736-003-003,1,10,1000,2017,0,NO,,NDIYO,2018,OCTOBER,2018,OCTOBER,1,2,60,NO,
99-14-00-70,0736-003-006,1,10,2500,2018,2500,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
97-65-53-21,0737-001-001,1,10,188,2018,40,NO,,NDIYO,2019,JUNE,2019,SEPTEMBER,1,2,160,NO,
97-65-53-21,0737-001-001,3,10,140,2018,35,NO,,NDIYO,2019,MARCH,2019,JUNE,1,2,140,NO,
25-22-14-90,0739-001-001,1,10,260,2018,260,NO,,NDIYO,2019,JULY,2019,SEPTEMBER,1,2,220,YES,DISEASES
25-22-14-90,0739-001-001,4,10,184,2018,120,NO,,NDIYO,2019,JUNE,2019,SEPTEMBER,1,2,140,YES,DISEASES
25-22-14-90,0739-001-001,4,98,14,2010,3,NO,,NDIYO,2018,SEPTEMBER,2018,SEPTEMBER,1,,200,NO,
71-49-87-81,0740-001-001,1,10,2500,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,OCTOBER,2019,JANUARY,1,,300,NO,
46-44-66-21,0740-003-001,2,10,164,2018,164,NO,,NDIYO,2019,JULY,2019,SEPTEMBER,2,,180,YES,DISEASES
46-44-66-21,0740-003-001,2,98,14,2011,0,NO,,HAPANA,,,,,,,,,
46-44-66-21,0740-003-001,3,10,420,2018,420,NO,,NDIYO,2019,JULY,2019,SEPTEMBER,2,,320,YES,DISEASES
09-76-22-49,0741-001-001,3,10,1124,2018,428,NO,,NDIYO,2019,SEPTEMBER,2019,OCTOBER,1,2,160,NO,
14-06-51-04,0741-001-004,1,10,1500,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JUNE,2019,AUGUST,1,,300,YES,DISEASES
50-01-48-22,0742-001-001,1,10,7500,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,FEBRUARY,2019,JUNE,3,,1500,YES,DISEASES
50-01-48-22,0742-001-001,1,98,10,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,JULY,2019,AUGUST,3,,400,NO,
50-01-48-22,0742-001-001,3,98,25,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
54-99-39-86,0743-001-001,1,10,50,2017,0,NO,,NDIYO,2019,FEBRUARY,2019,FEBRUARY,1,3,60,NO,
11-42-87-71,0744-001-001,1,10,364,2018,364,NO,,HAPANA,,,,,,,,,
11-42-87-71,0744-001-001,2,10,380,2018,380,NO,,NDIYO,2019,JUNE,2019,JULY,1,2,370,YES,DISEASES
43-11-94-86,0744-005-002,1,10,4233,2018,977,NO,,NDIYO,2019,AUGUST,2019,SEPTEMBER,2,,340,NO,
83-40-04-19,0745-001-001,3,10,246,2018,246,NO,,NDIYO,2019,JULY,2019,OCTOBER,1,2,230,NO,
83-40-04-19,0745-001-001,4,10,357,2018,357,NO,,HAPANA,,,,,,,,,
83-40-04-19,0745-001-001,5,10,185,2018,185,NO,,HAPANA,,,,,,,,,
30-77-22-01,0746-001-001,1,10,7500,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,MAY,2019,AUGUST,1,,500,YES,DISEASES
30-77-22-01,0746-001-001,1,98,10,2014,0,NO,,HAPANA,,,,,,,,,
31-95-03-62,0747-001-001,1,10,1300,2018,556,NO,,NDIYO,2019,JULY,2019,SEPTEMBER,1,2,360,NO,
90-66-22-54,0748-001-001,1,10,1600,2018,245,NO,,NDIYO,2018,DECEMBER,2019,FEBRUARY,1,5,470,NO,
90-66-22-54,0748-001-001,2,10,1800,2018,0,NO,,NDIYO,2019,FEBRUARY,2019,AUGUST,1,2,350,NO,
90-66-22-54,0748-001-001,4,10,1150,2019,1150,NO,,HAPANA,,,,,,,,,
90-66-22-54,0748-001-001,6,10,1640,2018,0,NO,,HAPANA,,,,,,,,,
40-92-93-80,0748-006-001,1,98,2,1992,0,NO,,HAPANA,,,,,,,,,
91-74-73-51,0752-021-001,2,10,7500,2018,7500,NO,,NDIYO,2019,OCTOBER,2019,DECEMBER,1,2,670,NO,
95-00-47-94,0761-001-001,1,10,200,2018,200,NO,,NDIYO,2018,JUNE,2018,DECEMBER,1,,500,NO,
95-00-47-94,0761-001-001,2,10,200,2018,200,NO,,NDIYO,2018,NOVEMBER,2019,MARCH,1,,600,NO,
27-22-49-12,0762-001-001,2,10,300,2018,300,NO,,NDIYO,2019,JUNE,2019,AUGUST,2,,400,NO,
13-97-20-68,0767-001-001,3,10,50,2018,50,NO,,HAPANA,,,,,,,,,
63-77-64-08,0773-001-001,1,10,250,2018,250,YES,OTHER (SPECIFY),NDIYO,2019,JUNE,2019,SEPTEMBER,1,,250,NO,
16-44-54-61,0773-001-003,1,10,50,2018,50,NO,,NDIYO,2019,MAY,2019,AUGUST,1,,100,YES,THEFT
36-12-98-96,0775-001-001,2,50,4,2013,0,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
39-76-12-55,0776-001-001,1,10,500,2018,500,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,OCTOBER,2018,DECEMBER,1,,100,NO,
05-60-96-11,0777-001-001,1,10,50,2018,40,NO,,HAPANA,,,,,,,,,
70-77-85-90,0778-001-001,1,50,30,2018,15,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,JUNE,2019,JULY,1,,80,NO,
70-77-85-90,0778-001-001,2,10,300,2018,300,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,AUGUST,2019,SEPTEMBER,1,,800,NO,
73-75-54-66,0780-001-001,2,30,20,1980,5,NO,,NDIYO,2019,JANUARY,2019,OCTOBER,1,,200,YES,THEFT
26-99-83-49,0781-001-001,1,10,100,2018,0,NO,,HAPANA,,,,,,,,,
01-05-09-28,0783-001-001,1,50,17,2017,7,NO,,NDIYO,2018,SEPTEMBER,2018,SEPTEMBER,1,,75,NO,
01-05-09-28,0783-001-001,2,10,300,2019,300,NO,,NDIYO,2018,MAY,2018,JULY,1,,600,YES,ANIMALS
04-67-21-54,0783-001-006,2,10,40,2018,40,YES,OTHER (SPECIFY),NDIYO,2019,MAY,2019,OCTOBER,1,,50,NO,
04-67-21-54,0783-001-006,2,30,15,2015,0,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
04-67-21-54,0783-001-006,2,50,20,2009,5,YES,OTHER (SPECIFY),NDIYO,2019,MARCH,2019,JUNE,1,,100,NO,
92-08-19-67,0785-001-006,2,10,30,2018,30,NO,,NDIYO,2018,MAY,2018,NOVEMBER,2,,20,NO,
92-08-19-67,0785-001-006,3,10,50,2018,50,NO,,HAPANA,,,,,,,,,
59-27-33-64,0789-001-003,3,30,10,2016,7,NO,,HAPANA,,,,,,,,,
05-09-03-42,0797-002-002,2,10,30,2018,30,NO,,NDIYO,2019,MARCH,2019,JULY,2,3,25,NO,
11-50-63-98,0828-001-001,2,10,100,2018,100,NO,,NDIYO,2019,JUNE,2019,JULY,1,,50,YES,DISEASES
34-57-47-47,0828-001-002,2,10,150,2018,200,NO,,NDIYO,2019,JUNE,2019,JULY,1,,120,YES,THEFT
76-13-11-27,0830-001-001,1,10,200,2018,200,NO,,NDIYO,2019,FEBRUARY,2019,JUNE,1,,50,NO,
95-47-50-34,0839-001-003,1,10,50,2018,50,NO,,HAPANA,,,,,,,,,
42-31-29-16,0839-002-001,2,10,30,2018,30,NO,,HAPANA,,,,,,,,,
34-83-13-34,0840-001-002,2,10,50,2018,50,YES,MORE FERTILE FOR SOIL,NDIYO,2019,JANUARY,2019,OCTOBER,2,,300,NO,
70-81-71-72,0840-001-003,4,30,30,1980,0,YES,MORE FERTILE FOR SOIL,NDIYO,2017,FEBRUARY,2020,MAY,1,,150,NO,
50-33-65-85,0841-001-001,1,30,20,2000,0,NO,,NDIYO,2018,JUNE,2018,JULY,1,,5,YES,THEFT
50-33-65-85,0841-001-001,2,10,200,2018,200,NO,,HAPANA,,,,,,,,,
50-33-65-85,0841-001-001,3,10,250,2018,250,NO,,HAPANA,,,,,,,,,
50-33-65-85,0841-001-001,3,30,30,2010,25,NO,,NDIYO,2018,AUGUST,2018,OCTOBER,1,,20,YES,THEFT
50-33-65-85,0841-001-001,5,10,100,2018,90,NO,,HAPANA,,,,,,,,,
55-18-26-79,0843-001-001,1,10,50,2018,40,NO,,NDIYO,2019,JANUARY,2019,JANUARY,1,,10,NO,
27-80-16-97,0844-001-001,2,10,120,120,120,NO,,HAPANA,,,,,,,,,
15-99-63-51,0844-004-001,2,10,2000,2018,2000,NO,,HAPANA,,,,,,,,,
15-99-63-51,0844-004-001,3,10,550,2018,550,NO,,NDIYO,2019,JANUARY,2019,MARCH,1,,50,NO,
07-65-39-81,0846-001-001,2,10,100,2018,100,NO,,HAPANA,,,,,,,,,
61-34-55-28,0848-001-001,1,10,150,2018,150,NO,,HAPANA,,,,,,,,,
78-45-29-07,0848-001-003,2,10,70,2018,70,NO,,HAPANA,,,,,,,,,
78-45-29-07,0848-001-003,3,30,70,1990,0,NO,,NDIYO,2019,JANUARY,2019,FEBRUARY,1,,100,YES,THEFT
37-95-22-04,0848-001-004,1,10,200,2018,200,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,DECEMBER,2019,APRIL,1,,100,NO,
40-93-38-08,0849-001-001,1,10,150,2018,150,NO,,HAPANA,,,,,,,,,
28-86-83-55,0850-001-003,5,50,50,2002,25,NO,,HAPANA,,,,,,,,,
37-11-18-81,0851-001-001,2,10,90,2018,90,YES,MORE FERTILE FOR SOIL,NDIYO,2019,JANUARY,2019,MARCH,1,,300,NO,
34-55-40-03,0852-001-001,2,10,300,2018,300,NO,,NDIYO,2018,OCTOBER,2019,JANUARY,1,,200,NO,
34-55-40-03,0852-001-001,3,10,80,2018,80,YES,MORE FERTILE FOR SOIL,HAPANA,,,,,,,,,
08-17-94-34,0854-001-001,2,10,200,2018,200,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
08-17-94-34,0854-001-001,2,30,40,2008,4,YES,OTHER (SPECIFY),NDIYO,2018,DECEMBER,2019,FEBRUARY,1,,300,YES,THEFT
08-17-94-34,0854-001-001,2,50,39,2016,14,YES,OTHER (SPECIFY),NDIYO,2018,SEPTEMBER,2018,SEPTEMBER,1,,50,YES,THEFT
08-17-94-34,0854-001-001,3,10,40,2018,40,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
68-74-43-56,0855-001-001,2,10,400,2018,400,NO,,NDIYO,2018,DECEMBER,2019,FEBRUARY,1,3,320,NO,
88-80-22-55,0856-001-003,4,10,30,2018,30,NO,,NDIYO,2018,NOVEMBER,2019,FEBRUARY,1,,20,NO,
26-93-79-69,0857-001-001,3,50,25,2017,25,NO,,HAPANA,,,,,,,,,
26-93-79-69,0857-001-001,4,50,20,2017,20,NO,,HAPANA,,,,,,,,,
43-58-88-26,0858-001-001,1,10,22,2017,13,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,MARCH,2019,APRIL,1,8,70,NO,
43-58-88-26,0858-001-001,1,44,2,2018,2,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
43-58-88-26,0858-001-001,1,100,11,2015,0,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
